sentence,ner
"Ilpalazzo në Excel Saga",O O B-ORG I-ORG
"Dodekaedri i rregullt { 5 , 3 }",B-ORG I-ORG I-ORG O O O O O
"Republika Socialiste Federative e Jugosllavisë",B-LOC I-LOC I-LOC I-LOC I-LOC
"* President - Ibrahim Rugova ( 1992–2000 )",O O O B-PER I-PER O O O
"Çekosllovakia",B-LOC
"Turqia -",B-LOC O
"Por Vexhita e kupton se nuk është Goku i vërtet .",O O O O O O O B-PER O O O
"Zaire",B-LOC
"Otto Wallach , 1847–1931 ,",B-PER I-PER O O O
"Kjo ikonë gjendej në kishën kushtuar Sh .",O O O O B-ORG O O O
"Belgjika -",B-LOC O
"Angola ( kryeqyteti është Luanda )",B-LOC O O O B-LOC O
"RIDREJTO Kombëtarja estoneze e futbollit",O B-ORG I-ORG I-ORG I-ORG
"Sllovakia -",B-LOC O
"RIDREJTO Bajrakli ( xhami )",O B-ORG I-ORG I-ORG I-ORG
"Mater Dolorosa , 109×43 cm , Mynih , Alte Pinakothek .",O O O O O O B-LOC O B-ORG I-ORG O
"Kombëtarja irlandezoveriore e futbollit",B-ORG I-ORG I-ORG I-ORG
"Nick Heidfeld",B-PER I-PER
"KS Besa",B-ORG I-ORG
"Koreja e Veriut",B-LOC I-LOC I-LOC
"RIDREJTO Njësia administrative Gjerbës",O B-LOC I-LOC I-LOC
"RIDREJTO Kueçua ( gjuhë )",O B-ORG I-ORG I-ORG I-ORG
"Burundi",B-LOC
"RIDREJTO Mid'hat bej Frashëri",O B-PER I-PER I-PER
"Në nivel popullor , kërcimi më i famshëm i epokës qe can-can-i , ndërsa në Spanjë lindën habanera dhe schottisch-i .",O O O O O O O O O O O O O O O B-LOC O O O O O
"Kryeministër - Aldo Moro ( 1963–1968 )",O O B-PER I-PER O O O
"Taxhikistani -",B-LOC O
"Vetëm disa ditë më vonë , pasi më parë kishte dhuruar pasimin e golit të parë , ai shënoi golin e dytë në ndeshjen kundër rivalëve të Tiranës , duke kontribuar në fitoren 2–1 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O
"RIDREJTO Ndeshja e futbollit Serbi-Shqipëri ( 2014 )",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"The Jelly Jam 2",B-ORG I-ORG I-ORG I-ORG
"Carl Gustaf Ekman ( 1926–1928 )",B-PER I-PER I-PER O O O
"President - Franz Jonas ( 1965–1974 )",O O B-PER I-PER O O O
"Rubens Barrichello ( 2000-2005 )",B-PER I-PER O O O
"RIDREJTO Pjetri i Madh",O B-PER I-PER I-PER
"Kancelar - Bruno Kreisky ( 1970–1983 )",O O B-PER I-PER O O O
"Premier - Alexei Kosygin , Kryetar i Këshillit të Ministrave ( 1964–1980 )",O O B-PER I-PER O O O O O O O O O
"Paraguaji -",B-LOC O
"When Dream and Day Unite",B-ORG I-ORG I-ORG I-ORG I-ORG
"President - Rudolf Kirchschläger ( 1974–1986 )",O O B-PER I-PER O O O
"Rrethi i Pukës",B-LOC I-LOC I-LOC
"8 Nëntori ( gazetë )",B-ORG I-ORG I-ORG I-ORG I-ORG
"Beti e Shëmtuar",B-ORG I-ORG I-ORG
"Lihtenshtajni -",B-LOC O
"President - Ali Abdullah Saleh ( 1978–2012 )",O O B-PER I-PER I-PER O O O
"Laosi",B-LOC
"Format e shtjelluara të foljes",B-ORG I-ORG I-ORG I-ORG I-ORG
"Ajo refuzoi një ofertë për të përformuar në Buenos Aires derisa u thirr të paraqitej në Madrid .",O O O O O O O O B-LOC I-LOC O O O O O O B-LOC O
"Birmania",B-ORG
"RIDREJTO Forbidden Fruit ( album )",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Real Madrid C.F .",B-ORG I-ORG I-ORG I-ORG
"Samoa",B-LOC
"The Big Bang Theory",B-ORG I-ORG I-ORG I-ORG
"RIDREJTO Zejd ibn Thabit",O B-PER I-PER I-PER
"Atlético Madrid",B-ORG I-ORG
"RIDREJTO Organizata e Bashkëpunimit Islamik",O B-ORG I-ORG I-ORG I-ORG
"Sirimavo Bandaranaike ( 1970–1977 )",B-PER I-PER O O O
"Chicago Board of Trade",B-ORG I-ORG I-ORG I-ORG
"President - Hamid Karzai ( 2001–sot )",O O B-PER I-PER O O O
"Alfa Romeo",B-ORG I-ORG
"Gjermania -",B-LOC O
"Ekspres.al është suplementi i Gazetes Rilindja Demokratike , dhe ka një uebsite të vecante ku publikohen dhe lajmet të perditesuara .",O O O O O B-ORG I-ORG O O O O O O O O O O O O O O
"Alfa Romeo",B-ORG I-ORG
"Kirgistani -",B-LOC O
"Kazakistani -",B-LOC O
"KF Tirana",B-ORG I-ORG
"Pas çlirimit ka kryer studimet e larta në fakultetin e filologjisë në Universitetin Shtetëror të Tiranës .",O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O
"Tigran Sargsyan ( 2008–2014 )",B-PER I-PER O O O
"Robert De Niro",B-PER I-PER I-PER
"Kryeministër - Francisco Franco ( 1939–1973 )",O O B-PER I-PER O O O
"Brazili fitoi me rezultatin 2-0 me gola të Neymar dhe Alexandre Pato .",B-ORG O O O O O O O B-PER O B-PER I-PER O
"Yerevan , Armenia",B-LOC O B-LOC
"Antoneta Papapavli ... .Profesorja e Mires",B-PER I-PER O O O O
"Bregu i Fildishtë",B-LOC I-LOC I-LOC
"RIDREJTO Njësia administrative Shënkoll",O B-LOC I-LOC I-LOC
"Sende Te Gjetura ne Shkoder .",O O O O B-LOC O
"Silvio Berlusconi ( 2001–2006 )",B-PER I-PER O O O
"Rajmonda Bulku ... .Zana",B-PER I-PER O O
"Ruanda –",B-LOC O
"Republika e Kinës",B-LOC I-LOC I-LOC
"Nick Heidfeld",B-PER I-PER
"Malavi",B-LOC
"Tuvalu",B-LOC
"Butani",B-LOC
"Zelanda e Re -",B-LOC I-LOC I-LOC O
"Konstandini i Madh",B-PER I-PER I-PER
"Belgjika -",B-LOC O
"F1 Indianapolis 500 - 1952",B-ORG I-ORG I-ORG I-ORG I-ORG
"Birmania",B-ORG
"Liberia -",B-LOC O
"Kryeministër - Vladimir Putin ( 2008–2012 )",O O B-PER I-PER O O O
"RIDREJTO Use Your Illusion I",O B-ORG I-ORG I-ORG I-ORG
"Evetare është një libër i botuar nga Naum Veqilharxhi .",O O O O O O O B-PER I-PER O
"25px]] Felipe Massa",O B-PER I-PER
"Japonia -",B-LOC O
"Janë kualifikuar përsëri në La Liga me ndeshje shtesë",O O O O B-ORG I-ORG O O O
"Shteti i Gjon Kastriotit",B-ORG I-ORG I-ORG I-ORG
"Tunizia",B-LOC
"Birmania",B-ORG
"Josip Broz Tito ( 1945–1963 )",B-PER I-PER I-PER O O O
"President - Rudolf Kirchschläger ( 1974–1986 )",O O B-PER I-PER O O O
"RIDREJTO Elisabeta e Austrisë",O B-PER I-PER I-PER
"Çekosllovakia",B-LOC
"Muzeu Historik Kombëtar , ( )",B-ORG I-ORG I-ORG O O O
"Kolë Idromeno ( 1860-1939 ) , piktor , arkitekt , urbanist , fotograf , skenograf",B-PER I-PER O O O O O O O O O O O O O
"A.C. Milan",B-ORG I-ORG
"Andon Qesari ... ... Bilali , komandanti i shtabit",B-PER I-PER O O O O O O O
"Në kohët e sodit ky term më së shumti përdoret si sinonim i sintisajzerëve .",O O O O O O O O O O O O O B-ORG O
"Malajzia",B-LOC
"RIDREJTO Rexhep Taip Erdoan",O B-PER I-PER I-PER
"Ky material i përgatitur nga grupi i punës nën varësinë e Beqir Ballukut , nuk u pranua , pasi mendohej se nuk ishte i plotë dhe nuk pasqyronte realitetin .",O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O
"RIDREJTO Manchester United F.C .",O B-ORG I-ORG I-ORG I-ORG
"Portugalia –",B-LOC O
"President - Klement Gottwald ( 1948–1953 )",O O B-PER I-PER O O O
"President - Nicolas Sarkozy ( 2007–2012 )",O O B-PER I-PER O O O
"Bashkimi Sovjetik",B-LOC I-LOC
"Mendohet se ka lindur në qytetin e Prizrenit Më vonë u vendos në Shkup ku u mor me tregti .",O O O O O O O B-LOC O O O O O B-LOC O O O O O O
"Kryeministër - Willem Drees ( 1948–1958 )",O O B-ORG I-ORG O O O
"Leximet dhe njohja e gjerë e veprës dhe mendimit të Artur Shopenhauerit pati mjaft ndikim në botëformimin e tij filozofik .",O O O O O O O O O O B-PER I-PER O O O O O O O O O
"link=Pukkila Pukkila",O B-LOC
"Konfederata Gjermane",B-ORG I-ORG
"1938 FIFA Kupa e Botës",B-ORG I-ORG I-ORG I-ORG I-ORG
"Pakistani",B-LOC
"RIDREJTO En-Numan ibn Mukarrin",O B-PER I-PER I-PER
"Patën gjithashtu ndikim edhe teoritë e reja të Nikola Kopernikut , Johannes Kepler-it dhe Galileo Galilei-t .",O O O O O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O
"Jemeni -",B-LOC O
"Steven Gerrard Sami Khedira Mesut Özil Andrea Pirlo Daniele De Rossi Xabi Alonso Sergio Busquets Andrés Iniesta Xavi",B-PER I-PER B-PER I-PER B-PER I-PER B-PER I-PER B-PER I-PER I-PER B-PER I-PER B-PER I-PER B-PER I-PER B-PER
"RIDREJTO Komuniteti i Madridit",O B-LOC I-LOC I-LOC
"Zogu I ( 1939-1961 )",B-PER I-PER O O O
"RIDREJTO Kombëtarja andorrase e futbollit",O B-ORG I-ORG I-ORG I-ORG
"ridrejto Koordinatat e përgjithshme",O B-ORG I-ORG I-ORG
"Kurt Waldheim ( 1986–1992 )",B-PER I-PER O O O
"Brunei",B-LOC
"Prusia –",B-LOC O
"Ai ka marrë rolin e Migjen Bashës , i dëmtuar , që mungon .",O O O O O B-PER I-PER O O O O O O O
"Vanuatu -",B-LOC O
"RIDREJTO Mirza Beshirudin Mahmut Ahmet",O B-PER I-PER I-PER I-PER
"RIDREJTO Njësia administrative Novoselë ( Vlorë )",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"RIDREJTO Ebu Ubejde ibn el Xherrah",O B-PER I-PER I-PER I-PER I-PER
"Kuvajti",B-LOC
"RIDREJTO Njësia administrative Çepan",O B-LOC I-LOC I-LOC
"https : / / www.youtube.com / watch ? v=l3TiIW6F3vg",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"KF Tirana",B-ORG I-ORG
"Kombëtarja sovjetike e futbollit",B-ORG I-ORG I-ORG I-ORG
"Irlanda",B-LOC
"RIDREJTO Mbreti Zogu I",O B-PER I-PER I-PER
"Federata e Futbollit e Kosovës",B-ORG I-ORG I-ORG I-ORG I-ORG
"Universiteti i Mjekësisë , Tiranë",B-ORG I-ORG I-ORG I-ORG I-ORG
"Greqia -",B-LOC O
"Papua Guinea e Re",B-LOC I-LOC I-LOC I-LOC
"Rumania -",B-LOC O
"Ai është qendra e qarkut El Paso .",O O O O O B-LOC I-LOC O
"Epoka e Re",B-ORG I-ORG I-ORG
"Kryeministër – Tony Blair ( 1997–2007 )",O O B-PER I-PER O O O
"KS Besa",B-ORG I-ORG
"Lidhja e Prizrenit",B-ORG I-ORG I-ORG
"Shën Luçia",B-LOC I-LOC
"Václav Klaus ( 1992–1997 )",B-PER I-PER O O O
"Federata Shqiptare e Futbollit",B-ORG I-ORG I-ORG I-ORG
"I pari nga këta qe Leonardo da Vinçi , një nga gjenitë më të mëdhenj të të gjitha kohërave .",O O O O O B-PER I-PER I-PER O O O O O O O O O O O O
"Kopshtet e varura të Babilonisë",B-ORG I-ORG I-ORG I-ORG I-ORG
"System of a Down",B-ORG I-ORG I-ORG I-ORG
"Sandër Prosi ... ... Babai i Veres",B-PER I-PER O O O O O
"Konfederata Gjermane",B-ORG I-ORG
"KF Tirana",B-ORG I-ORG
"Athletic Bilbao",B-ORG I-ORG
"Burkina Faso",B-LOC I-LOC
"PSV Eindhoven",B-ORG I-ORG
"Profili te Real Madrid",O O B-ORG I-ORG
"President - Hamid Karzai ( 2001–sot )",O O B-PER I-PER O O O
"Singapori",B-LOC
"RIDREJTO Vende të trashëgimisë botërore",O B-ORG I-ORG I-ORG I-ORG
"Çadi",B-LOC
"KRASTAKRAUS , Bilal Xhaferri",O O B-PER I-PER
"Meksika -",B-LOC O
"RIDREJTO Njësia administrative Arras",O B-LOC I-LOC I-LOC
"Deportivo de La Coruña",B-ORG I-ORG I-ORG I-ORG
"Abdyl Frashëri , themelues dhe kryetar i Lidhjes shqiptare të Prizrenit 1878-1881 .",B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG O O
"Guatemala -",B-LOC O
"Indonezia",B-LOC
"Stadiumi Selman Stërmasi",B-ORG I-ORG I-ORG
"Bregu i Fildishtë",B-LOC I-LOC I-LOC
"Ndërsa shteti që ka votuar më shumë Armeninë ishte Belgjika .",O O O O O O O B-LOC O B-LOC O
"RIDREJTO Thabit bin Kurra",O B-PER I-PER I-PER
"Norvegjia lindore ( Østlandet / Austlandet )",B-LOC I-LOC O O O O O
"Röyksopp",B-ORG
"RIDREJTO Mbretëria e Bashkuar e Britanisë së Madhe dhe Irlandës së Veriut",O B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Kjo ishte vrasje ishte treta e intlektualeve te shquar qe shumica ishin nga Lidhja Demokratike e Kosovës autoret nuk jane kapur ende .",O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O
"RIDREJTO Stema e Bosnjës dhe Hercegovinës",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Pet Shop Boys",B-ORG I-ORG I-ORG
"Kryeministër - Silvio Berlusconi ( 2001–2006 )",O O B-PER I-PER O O O
"114 Rafael Márquez 2003-2010",O B-PER I-PER O
"RIDREJTO Kombëtarja polake e futbollit",O B-ORG I-ORG I-ORG I-ORG
"Në Shqipëri , ai e nisi karrierën me klubin lokal Flamurtari ku qëndroi për tre sezone .",O B-LOC O O O O O O O O B-ORG O O O O O O
"Kosta Rika -",B-LOC I-LOC O
"Jeton Kelmendi është një nga figurat e mëdha të poezisë së sotme .",B-PER I-PER O O O O O O O O O O O
"RIDREJTO Nike , Inc .",O B-ORG I-ORG I-ORG I-ORG
"Brunei",B-LOC
"Danimarka –",B-LOC O
"Ai është profesor në universitetin e Mbretit Saud .",O O O O B-ORG I-ORG I-ORG I-ORG O
"Birmania",B-ORG
"Athletic Bilbao",B-ORG I-ORG
"Monark - Elizabeth II ( 1979–sot )",O O B-PER I-PER O O O
"Rhapsody of Fire",B-ORG I-ORG I-ORG
"Presidenti - Evo Morales ( 2006–sot )",O O B-PER I-PER O O O
"Federata Gjermane e Futbollit",B-ORG I-ORG I-ORG I-ORG
"Kuvendi i Republikës së Kosovës",B-ORG I-ORG I-ORG I-ORG I-ORG
"Presidenti - Fidel Castro ( 1976–2008 )",O O B-PER I-PER O O O
"Indonezia",B-LOC
"Monako -",B-LOC O
"Bill Murray ( 5 )",B-PER I-PER O O O
"Bjellorusia -",B-LOC O
"Beliza",B-LOC
"Kristi Vangjeli",B-PER I-PER
"Lesoto",B-LOC
"Por pushteti i tij , ashtu siç e thekson Aristoteli , ishte i kufizuar .",O O O O O O O O O B-PER O O O O O
"KS Teuta",B-ORG I-ORG
"RIDREJTO Zeeland ( provincë )",O B-LOC I-LOC I-LOC I-LOC
"Lesoto",B-LOC
"Amar sin límites",B-ORG I-ORG I-ORG
"Në këtë vepër autori përpiqet që të plotësoj vepren e Polibit .",O O O O O O O O O O B-PER O
"Fillimisht , klubi nuk ishte zyrtarisht i lidhur në Federatën Italiane të Futbollit por luajti në disa turnamente amatore dhe ndeshje miqësore nën emrin O.N.D .",O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O
"Është aktiv në Twitter dhe është paraqitur në filmin për fëmijë Thunderstruck .",O O O B-ORG O O O O O O O O O
"Në shkollën e mesme ka qënë në të njëjtën klasë me anëtarë e grupit Maroon 5 .",O O O O O O O O O O O O O O B-ORG I-ORG O
"Presidenti - Fidel Castro ( 1976–2008 )",O O B-PER I-PER O O O
"2006-12 / 07 Eintracht Frankfurt",O O O B-ORG I-ORG
"President - Kurt Waldheim ( 1986–1992 )",O O B-PER I-PER O O O
"Gambia",B-LOC
"Mauritania",B-LOC
"Loro Boriçi",B-PER I-PER
"Kreshnik Qato , boksier .",B-PER I-PER O O O
"New York City , New York",B-LOC I-LOC I-LOC O B-LOC I-LOC
"Argjentina -",B-LOC O
"Monark - Elizabeth II ( 1979–sot )",O O B-PER I-PER O O O
"Ishujt e Virgjër të Shteteve të Bashkuara",B-LOC I-LOC I-LOC I-LOC I-LOC I-LOC I-LOC
"Kështu vazhdoi derisa Zoti e urdhëroi që të falen pesë herë .",O O O O O O O O O B-ORG I-ORG O
"Magjia ( telefilm )",B-ORG I-ORG I-ORG I-ORG
"Kisha e Vërtetë e Jezusit",B-ORG I-ORG I-ORG I-ORG I-ORG
"Suedia –",B-LOC O
"Papua Guinea e Re",B-LOC I-LOC I-LOC I-LOC
"Tonga",B-LOC
"Muhedin Targaj",B-PER I-PER
"Maldivet",B-LOC
"Monark - Elizabeth II , Mbretëresha e Fixhit ( 1970–1987 )",O O B-PER I-PER O O O O O O O
"Portugalia –",B-LOC O
"22px]] PSV Eindhoven",O B-ORG I-ORG
"RIDREJTO Kalaja e Borshit",O B-ORG I-ORG I-ORG
"Sevilla FC",B-ORG I-ORG
"Për këtë kalim të tijë ndikim të madh kishte miku i tij i ngusht Malcolm X .",O O O O O O O O O O O O O O B-PER I-PER O
"FC Barcelona",B-ORG I-ORG
"Surinami",B-LOC
"Carlota Sosa ... Carmela",B-PER I-PER O O
"Kryeministër - Willem Drees ( 1948–1958 )",O O B-ORG I-ORG O O O
"Bullgaria -",B-LOC O
"Kryeministër - Václav Klaus ( 1992–1997 )",O O B-PER I-PER O O O
"Përroi derdhet në lumin Vjosa .",O O O O B-LOC O
"Beliza",B-LOC
"President - François Mitterrand ( 1981–1995 )",O O B-PER I-PER O O O
"New Line Cinema / 20th Century Fox",B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG
"Sinan Pashë Topojani",B-PER I-PER I-PER
"Spanja",B-LOC
"Norvegjia -",B-LOC O
"RIDREJTO Xhemati Mysliman i Ahmedianve",O B-ORG I-ORG I-ORG I-ORG
"Edward Heath ( 1970–1974 )",B-PER I-PER O O O
"Xhibuti -",B-LOC O
"Miriam Cani – Këngëtare",B-PER I-PER O O
"Republika e Afrikës Qendrore",B-LOC I-LOC I-LOC I-LOC
"Kryetari i Shtetit - Francisco Franco , Lideri Ushtarak , President dhe Kryeministër ( 1939–1975 )",O O O O B-PER I-PER O O O O O O O O O O
"Gambia",B-LOC
"Togo",B-LOC
"Ndeshja e tretë me Portugalinë u mbyll me barazimin 0–0 .",O O O O B-ORG O O O O O O
"Japonia –",B-LOC O
"KF Tirana",B-ORG I-ORG
"Kryeministër - Hjalmar Hammarskjöld ( 1914–1917 )",O O B-PER I-PER O O O
"San Marino",B-LOC I-LOC
"Kryeministër - Willem Drees ( 1948–1958 )",O O B-ORG I-ORG O O O
"Kryeministër - Pandeli Evangjeli ( 1930–1935 )",O O B-PER I-PER O O O
"Edi Rama , Kryetari",B-PER I-PER O O
"PSV Eindhoven",B-ORG I-ORG
"Letonia",B-LOC
"Kryeministër - Fredrik von Otter ( 1900–1902 )",O O B-PER I-PER I-PER O O O
"Kanali i Suezit dhe Deti i Kuq .",B-LOC I-LOC I-LOC O B-LOC I-LOC I-LOC O
"Hammered",B-ORG
"Punon për zbulimin , parandalimin dhe ndjekjen e veprimtarisë kriminale ndaj pjesëtarëve të FA , pronës dhe objekteve ushtarake .",O O O O O O O O O O O O O B-ORG O O O O O O
"Lapua ( Lappo )",B-LOC O O O
"Nepali -",B-LOC O
"Të ngritura që në kohën zariste ndoshta nda Pjetri i Madh , përdoreshin për të burgosur kundërshtarët e zarit dhe persona të bezdisshëm .",O O O O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O
"Kryeministër – Tony Blair ( 1997–2007 )",O O B-PER I-PER O O O
"Kampuçea ( Kamboxhia )",B-LOC I-LOC I-LOC I-LOC
"Pepe]] Jordi Alba Gerard Piqué Sergio Ramos",O B-PER I-PER B-PER I-PER B-PER I-PER
"Udhëzimet e De Biasit janë për mbulim një për një në mesfushë .",O O B-PER I-PER O O O O O O O O O
"Siria",B-LOC
"RIDREJTO Shqiptarët në Shtetet e Bashkuara",O B-ORG I-ORG I-ORG I-ORG I-ORG
"Birmania",B-ORG
"Kenia",B-LOC
"President - Ali Abdullah Saleh ( 1978–2012 )",O O B-PER I-PER I-PER O O O
"La Liga",B-ORG I-ORG
"House of Cards , ( )",B-ORG I-ORG I-ORG O O O
"Birmania",B-ORG
