index,sentence,ner
5596,PREUSMJERI Sanica ( rijeka ),O B-LOC I-LOC I-LOC I-LOC
3912,U 1981. smanjeno za dio područja koji je pripojen naselju Zvekovica .,O O O O O O O O O O B-LOC O
13270,"Najsunčaniji periodi su ljeti , a najoblačniji i najtmurniji su zimi , iako zime nekad znaju obilovati sunčanim danima .",B-LOC O O O O O O O O O O O O O O O O O O O
5641,"U 1869. , 1921. i 1931. podaci su sadržani u naselju Karakašica .",O O O O O O O O O O O B-LOC O
9475,Zdravko Čolić – Bling-blinge-bling,B-PER I-PER O O
4875,Klub se trenutno takmiči u prvoj ligi Latvije .,O O O O O B-ORG I-ORG I-ORG O
18673,Fernando Alonso,B-PER I-PER
17379,Tirensko more - Ligursko more,B-LOC I-LOC O B-LOC I-LOC
12570,Abdulah Ibraković ( 2008–2010 ),B-PER I-PER O O O
4080,"Rio de Janeiro , Brazil",B-LOC I-LOC I-LOC O B-LOC
11802,Ovo je bila zadnja sezona u kojoj je nastupao za Chicago Bullse .,O O O O O O O O O O B-ORG I-ORG O
9740,Na novčanici se nalazi portret Milutina Milankovića .,O O O O O B-PER I-PER O
4980,Slike majki s djecom su tradicionalne u Francuskoj .,O O O O O O O B-LOC O
602,godine on ponovno sreće Nikitu Hruščova .,O O O O B-PER I-PER O
16268,"Инђија ) je grad i sjedište istoimene općine u Vojvodini , Srbija .",O O O O O O O O O B-LOC O B-LOC O
10693,"Luj XII , kralj Francuske",B-PER I-PER I-PER I-PER I-PER
3616,"Arizone , Novog Meksika i Oklahome .",B-LOC O B-LOC I-LOC O B-LOC O
17256,PREUSMJERI Evropska radiodifuzijska unija,O B-ORG I-ORG I-ORG
13129,Ovo oboljenje izazivaju razne vrste iz roda Metastrongylus .,O O O O O O O B-LOC O
14114,"Uništio je Saurona skršenim mačem njegovog oca , Narsilom i uzeo mu prsten ali ga nije uništio .",O O B-PER O O O O O O O O O O O O O O O
18467,Od ovog područja formirana je općina Domaljevac-Šamac .,O O O O O O B-LOC O
16439,"PREUSMJERI Ivan II , vojvoda Akvitanije",O B-ORG I-ORG I-ORG I-ORG I-ORG
17089,"Pisac Pierre Abélard našao je utočište u Šampanji tokom Teobaldove vladavine , a umro je u samostanu Klini .",O B-PER I-PER O O O O O O O O O O O O O B-ORG I-ORG O
804,PREUSMJERI Nogometna reprezentacija Mađarske,O B-ORG I-ORG I-ORG
6321,"KOOSJ djeluje pod zapovjedništvom načelnika kopnenih snaga sa sjedištem u gradu Ichigaya , Tokio .",O O O O O O O O O O O O O B-LOC O
18214,Svjetsko prvenstvo u nogometu 2006 .,B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
8380,"Najnižu stopu samoubistva ( na 100.000 ) u svijetu imaju Grčka ( 6 ) , Italija ( 10 ) , Malta ( 7 ) .",O O O O O O O O O O B-LOC O O O O B-LOC O O O O B-LOC O O O O
11703,Sergio Pérez,B-PER I-PER
16677,Administrativno središte oblasti je Samara .,O O O O B-LOC O
7323,Bosna i Hercegovina u Austro-Ugarskoj,B-LOC I-LOC I-LOC I-LOC I-LOC
2579,"Korčula]] , Metković , Opuzen , Ploče",O O B-LOC O B-LOC O B-LOC
11035,"Bio je oslobođen krivice nalazom sudskog vještaka , ali incident ga je ostavio traumatiziranim pa se preselio u London i Pariz , gdje je živio kao lutalica .",O O O O O O O O O O O O O O O O O O B-LOC O B-LOC O O O O O O O
4124,Nicko McBrain ( Iron Maiden ),B-PER I-PER O B-ORG I-ORG O
12523,Džin ( islam ),B-PER I-PER I-PER I-PER
6129,Stephen Hendry,B-PER I-PER
1201,Najveći dio života proveo je u rodnom Mostaru Nakon što mu je umro otac brigu o porodici preuzeo je strogi stric .,O O O O O O O B-LOC O O O O O O O O O O O O O O
13031,Vespazijan ( 69―79 ),B-PER O O O
7352,Nico Rosberg,B-PER I-PER
11075,"Nekropola sa stećcima na lokalitetu Omeđak u naselju Sudići ( historijsko područje ) ,",O O O O O O O O B-LOC O O O O O
3250,1999. godine Klas-ov mlin u bosanskohercegovačkom gradu Olovo je obnovljen .,O O O O O O O B-LOC O O O
5140,Kina je za svoje potrebe napravila poseban model pod nazivom Xian Y-14 .,B-LOC O O O O O O O O O O O O
13941,Gustoća naseljenosti u Saborskom je 5 stanovnika / km2 .,O O O B-LOC O O O O O O
16081,"Preusmjeri Ivan , princ od Asturije",O B-PER I-PER I-PER I-PER I-PER
15330,Finale UEFA Evropske lige 2014 .,B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
13080,Marin Čilić,B-PER I-PER
2345,prisvojila ih je Velika Britanija .,O O O B-LOC I-LOC O
5833,Preusmjeri Emil Adolf von Behring,O B-PER I-PER I-PER I-PER
10417,"Na Balkanu je najučestalija u Hrvatskoj ( 29 % ) , Sloveniji ( 23 % ) , Bosni i Hercegovini ( 14 % ) i Makedoniji ( 9 % ) .",O B-LOC O O O B-LOC O O O O O B-LOC O O O O O B-LOC I-LOC I-LOC O O O O O B-LOC O O O O O
753,Preusmjeri Murau ( okrug ),O B-LOC I-LOC I-LOC I-LOC
2337,"preusmjeri Hugo , kralj Francuske",O B-PER I-PER I-PER I-PER
16501,Ukrajina ( uskoro ),B-LOC O O O
10868,"Kozinci , Bosanska Gradiška",B-LOC O B-LOC I-LOC
10971,"Kip je naseljeno mjesto u sastavu općine Sirač , Bjelovarsko-bilogorska županija , Republika Hrvatska .",O O O O O O O B-LOC O B-LOC I-LOC O B-LOC I-LOC O
7170,Rafael Nadal,B-PER I-PER
12403,Četvrta divizija,B-ORG I-ORG
5517,Mark Webber,B-PER I-PER
2672,Udaljena je 1000 sg od Sunca .,O O O B-ORG O B-LOC O
7946,Glavni grad je Giza .,O O O B-LOC O
10397,Hernanes,B-PER
11965,preusmjeri UMF Stjarnan Garðabær,O B-ORG I-ORG I-ORG
13359,"Gvineja , Senegal , Mali , Mauritanija",B-LOC O B-LOC O B-LOC O B-LOC
3855,Smatra se jednom od najboljih pjesama koje je napisao i skladao Queenov pjevač .,O O O O O O O O O O O B-ORG O O
17494,"Graniči sa pet susjednih općina Vlasenicom , Bratuncom , Srebrenicom , Rogaticom i Han-Pijeskom .",O O O O O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O
10085,Admet ipak nije prinio žrtvu Artemidi .,O O O O O B-ORG O
15943,Kina,B-LOC
14015,Francuska je u finalnoj utakmici bila uspješnija od Španije rezultatom 2-0 .,B-ORG O O O O O O O B-ORG O O O
18105,godine u Bosanskom Šamcu .,O O B-LOC I-LOC O
17240,Pjesma govori o djevojci u koju se May zaljubio ali nikada nije imao hrabrosti iskazati joj svoje osjećaje i njena radnja je isto smještena u prošlosti .,O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O
18188,Arsenal FC,B-ORG I-ORG
4958,PREUSMJERI Državna cesta D8,O B-ORG I-ORG I-ORG
11507,Nakon toga Negus je ugovorio Remlu u Medinu brodom .,O O O O O O O B-LOC O O
13030,"Nakon nekoliko pokušaja , upisuje Akademiju scenskih umjetnosti 1996. gdje diplomira 2002. godine .",O O O O O B-ORG I-ORG I-ORG O O O O O O
14313,=== Prosječni istek mjesečno u Hanti-Mansijsku ===,O O O O O B-LOC O
5509,Preusmjeri Weiz ( okrug ),O B-LOC I-LOC I-LOC I-LOC
18179,Jim Morrison - pjevač,B-PER I-PER O O
9010,Afrički kup nacija 2012 - grupa B,B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
7161,Odmah napušta zemlju i odlazi na Siciliju .,O O O O O O B-LOC O
12804,"Tradicionalno se proizvodi u brdskim predjelima Balkana , a naročito u Bosni i Srbiji .",O O O O O O B-LOC O O O O B-LOC O B-LOC O
7596,PREUSMJERI Svjetsko prvenstvo u nogometu 1998 .,O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
11136,U epizodi Office Politics Cuddy je zapošljava kako bi popunila prazno mjesto u Houseovom dijagnostičkom timu nakon Trin'eskinog ( privremenog ) odlaska .,O O O O B-PER O O O O O O O O B-PER O O O B-PER O O O O O
13558,"U 1857. , 1869. , 1921. i 1931. podaci su sadržani u naselju Beli .",O O O O O O O O O O O O O B-LOC O
3262,2003. godine povukao se i njegov posao je nastavio Efraim Zuroff .,O O O O O O O O O B-PER I-PER O
15440,Krndija]] Punitovci,O B-LOC
6931,"Osim toga mnoge su republike ukinule ove titule u potpunosti , poput Italije .",O O O O O O O O O O O O B-LOC O
17716,Austrija,B-LOC
756,Nico Hülkenberg,B-PER I-PER
7344,"PREUSMJERI Albert I , kralj Belgijanaca",O B-PER I-PER I-PER I-PER I-PER
18736,Igor Stravinski ( 1882.-1971 .,B-PER I-PER O O O
10710,"Eshil je bio poznat po svojim satirskim dramama , ali nisu sačuvane .",B-PER O O O O O O O O O O O O
7958,Sergio Pérez,B-PER I-PER
4198,"Kad se Ngātoro-i-rangi odselio na Novi Zeland , Manaia ga je prokleo .",O O O O O B-LOC I-LOC O O O O O O
8072,PREUSMJERI Svjetsko prvenstvo u nogometu 2010 - grupa F,O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
13157,Ronnie O'Sullivan,B-PER I-PER
3550,Od 1857. do 1961. dio podataka sadržan je u naselju Madžarevo .,O O O O O O O O O O B-LOC O
1666,Spisak općina u Hrvatskoj,B-LOC I-LOC I-LOC I-LOC
7432,Pomogao mu je prilikom ugušivanja pobune Tome Slavena .,O O O O O B-PER I-PER I-PER O
8369,Sahranjen je u Vestminsterskoj opatiji .,O O O B-ORG I-ORG O
12005,Preusmjeri Demokratska stranka ( SAD ),O B-ORG I-ORG I-ORG I-ORG I-ORG
10535,"godine Miokovićevo ) je naseljeno mjesto i općina u Hrvatskoj , u Bjelovarsko-bilogorskoj županiji .",O O O O O O O O O B-LOC O O B-LOC I-LOC O
16414,Satnik ( Hrvatska ),O O B-LOC O
5480,Preusmjeri Spisak košarkaša NBA : W-Y-Z,O B-LOC I-LOC I-LOC I-LOC I-LOC
6761,Zapadna Australija Južna Australija Novi Južni Vels,B-LOC I-LOC B-LOC I-LOC B-LOC I-LOC I-LOC
15638,godine ) je bio njemački pisac bugarskog porijekla .,O O O O B-LOC O B-LOC O O
18511,Maglaj ( tvrđava ),B-ORG I-ORG I-ORG I-ORG
14606,Evropsko prvenstvo u nogometu 2000 .,B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
18538,Grad je smješten oko 70 km od Madrida .,O O O O O O O B-LOC O
13825,"Prvu samostalnu izložbu imao je 1917. u Sarajevu , a drugu 1919. u Zagrebu Učestvovao je na mnogim kolektivnim izložbama .",O O O O O O O B-LOC O O O O O B-LOC O O O O O O O
14070,Daniel Ricciardo,B-PER I-PER
9070,Michael Schumacher - no.1,B-PER I-PER O O
18219,Danas se čuva u Britanskom muzeju u Londonu .,O O O O B-ORG I-ORG O B-LOC O
7862,Spisak općina u Hrvatskoj,B-LOC I-LOC I-LOC I-LOC
7051,Obje pljačke desile su se u Začuli .,O O O O O O B-LOC O
5543,Novgorodska oblast ( Новгородская область ),B-LOC I-LOC O O O O
13849,Švedska sveukupni pobjednik rezultatom 3–2 .,B-ORG O O O O O
6040,Novak Đoković bio je branilac titule .,B-PER I-PER O O O O O
7288,Provincija Yozgat - 444.211,B-LOC I-LOC O O
9188,Spisak općina u Hrvatskoj,B-LOC I-LOC I-LOC I-LOC
5485,Felipe Massa,B-PER I-PER
1024,Neki smatraju da je čak i Martin Luther njenu krunidbu vidio kao dobar znak .,O O O O O O B-PER I-PER O O O O O O O
8418,"Ibugel ( Velika Britanija ) ,",O O B-LOC I-LOC O O
16425,"Najviše titula ima Roger Federer ( 6 ) , a on drži i rekord za najveći broj finala ( 10 ) .",O O O B-PER I-PER O O O O O O O O O O O O O O O O O
1505,"Viškovci ( Pleternica ) , naselje grada Pleternice , Požeško-slavonska županija",B-LOC I-LOC I-LOC I-LOC O O O B-LOC O B-LOC I-LOC
12885,20px]] Meksiko,O B-LOC
18769,Detroit Pistons ( 2 ) Š,B-ORG I-ORG O O O O
3603,PREUSMJERI Stjepan II Kotromanić,O B-PER I-PER I-PER
8409,Malahit Cu2CO3 ( OH ) 2,B-ORG O O O O O
14712,"godine , naselje je ukinuto i pripojeno naselju Jadranovo .",O O O O O O O O B-LOC O
2494,"Ona na zapadu graniči s Italijom , na sjeveru s Austrijom , na sjeverozapadu sa Mađarskom , a na istoku i jugu sa Hrvatskom .",O O O O O B-LOC O O O O B-LOC O O O O B-LOC O O O O O O O B-LOC O
13380,Dallas Mavericks ( 4 ),B-ORG I-ORG O O O
14533,"William Henry Bragg , William Lawrence Bragg",B-PER I-PER I-PER O B-PER I-PER I-PER
18411,"Unutar SFRJ je podijeljena između Hrvatske , Bosne i Hercegovine , Srbije ( Vojvodine ) i Crne Gore .",O O O O O B-LOC O B-LOC I-LOC I-LOC O B-LOC O B-LOC O O B-LOC I-LOC O
10536,"Arnaudija džamija , mjesto i ostaci graditeljske cjeline ,",B-ORG I-ORG O O O O O O O
12105,dok je srednju polazio u Zagrebu ( 1934.-1941 .,O O O O O B-LOC O O O
16127,Prikazivan je i kako se bori sa Apopom .,O O O O O O O B-PER O
15529,"34 – Shaquille O'Neal , centar ( 1996–2004 )",O O B-PER I-PER O O O O O
786,Debi u kockastom dresu zabilježio je protiv Rumunije .,O O O O O O O B-ORG O
17447,Mark Webber,B-PER I-PER
14183,godine nakon smrti oca Hildeberta III .,O O O O B-PER I-PER O
3062,Južna Karolina,B-LOC I-LOC
6803,"*Sretno ti bilo , sine - Neda Ukraden",O O O O O O B-PER I-PER
12146,"Albert Einstein , Njemačka",B-PER I-PER O B-LOC
9372,Yohan Blake 19.26 RDL,B-PER I-PER O O
7373,Spisak općina u Hrvatskoj,B-LOC I-LOC I-LOC I-LOC
2114,"Veliko Prespansko jezero ( Albanija , Makedonija , Grčka )",B-LOC I-LOC I-LOC O B-LOC O B-LOC O B-LOC O
14869,"PREUSMJERI Jakov II , kralj Engleske",O B-PER I-PER I-PER I-PER I-PER
15359,Preusmjeri FK Olimpic Sarajevo,O B-ORG I-ORG I-ORG
16618,Brazil 2 glasa .,B-LOC O O O
2913,Kolumbija,B-LOC
13321,godine pogledati pod Veli Rat .,O O O B-LOC I-LOC O
1940,"preusmjeri Hans-Adam II , knez Lihtenštajna",O B-PER I-PER I-PER I-PER I-PER
7731,Paul Hunter Classic,B-ORG I-ORG I-ORG
3035,Fernando Alonso,B-PER I-PER
7000,Preusmjeri Alpsko skijanje na Zimskim olimpijskim igrama 2014 - spust ( žene ),O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
18465,U 2001. pripojeno naselju Grižane-Belgrad .,O O O O B-LOC O
10279,Alessandro Del Piero,B-PER I-PER I-PER
6975,Nico Rosberg,B-PER I-PER
3964,Igrao je na Svjetskom prvenstvu 2002 .,O O O B-ORG I-ORG I-ORG O
2711,Vidi napomenu pod Suhopolje .,O O O B-LOC O
1743,"proizvodi i prodaje Volkswagen , a dosad je proizveden u cetiri generacije .",O O O B-ORG O O O O O O O O O
9958,"Charles Baudelaire ( 1821-1867 ) , pisac",B-PER I-PER O O O O O
1210,"Babine Gornje , Han Pijesak",B-LOC I-LOC O B-LOC I-LOC
17126,Mika Häkkinen,B-PER I-PER
6496,PREUSMJERI Nogometna reprezentacija Filipina,O B-ORG I-ORG I-ORG
17789,"Bio je potomak Henrika VII kao praunuk njegove kćerke Margarete kroz dvoje njene djece ; njegova majka bila je kćerka Margaretinog sina , a njegov otac je bio sin Margaretine kćerke .",O O O B-PER I-PER O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O
5170,"B - Kobe Bryant , Los Angeles Lakers",O O B-PER I-PER O B-ORG I-ORG I-ORG
8947,"U oktobru 1995. godine , učestovali su u borbama za Sanski Most .",O O O O O O O O O O B-LOC I-LOC O
366,Orson Welles je bio razočaran što nije dobio cameo ulogu u filmu .,B-PER I-PER O O O O O O O O O O O
4692,Nakon poraza na otvaranju sezone uslijedio je poraz i na domaćem terenu rezultatom 0:1 od najvećeg općinskog rivala Sloge iz Bos. Otoke .,O O O O O O O O O O O O O O O O O O B-ORG O B-LOC I-LOC O
1302,Qing carstvo - 13 miliona km2,B-LOC I-LOC O O O O
17555,"Međutim , protivnik u finalu bio je izuzetno raspoloženi Chelsea FC koji je pobijedio s 2-1 .",O O O O O O O O O B-ORG I-ORG O O O O O O
6395,Kvalifikacije za Evropsko prvenstvo 1964 .,B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
3579,Džemal Berberović ( C ),B-PER I-PER O O O
9058,Fernando Alonso Giancarlo Fisichella,B-PER I-PER B-PER I-PER
2349,Papa Benedikt XVI ( 2005–2013 ),B-PER I-PER I-PER O O O
18385,VIP verzija opremljena luksuznim interijerom kojeg je dizajnirao Mercedes-Benz s 4-8 sjedišta .,O O O O O O O O B-ORG O O O O
3334,Sardinija,B-LOC
1425,"Unatoč zaglavljenim puteva , prosječno vrijeme putovanja je kraće u usporedbi sa većim gradovima kao što su New York City , Philadelphia i Chicago .",O O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC O B-LOC O B-LOC O
9386,Spisak općina u Hrvatskoj,B-LOC I-LOC I-LOC I-LOC
9674,Nakon boljeg izvođenja jedanaesteraca Sevilla se kvalificirala u sljedeći krug .,O O O O B-ORG O O O O O O
2061,Jugoslavija,B-LOC
8845,AMERIČKI FILMSKI INSTITUT,B-ORG I-ORG I-ORG
16867,Narodna stranka Radom za boljitak,B-ORG I-ORG I-ORG I-ORG I-ORG
10667,U 1869. podaci su sadržani u naselju Moravice .,O O O O O O O B-LOC O
6695,Parlamentarna skupština Bosne i Hercegovine,B-ORG I-ORG I-ORG I-ORG I-ORG
14620,Živi i radi u Sarajevu .,O O O O B-LOC O
9705,"Godine 2004. na turniru u Tripoliju , Libija dolazi do polufinala .",O O O O O B-LOC O B-LOC O O O O
17476,"Preko nje je upoznao Stephena Fryja , svog budućeg partnera-komičara .",O O O O B-PER I-PER O O O O O
2777,Felipe Nasr,B-PER I-PER
2651,Smallville ( sezona 3 ),B-ORG I-ORG I-ORG I-ORG I-ORG
17324,"PREUSMJERI Marija , vojvotkinja Burgundije",O B-PER I-PER I-PER I-PER
15930,Nakon Hitlerova dolaska na vlast emigrirao je u Ameriku .,O B-PER O O O O O O B-LOC O
13880,Segunda División ( baraž ),B-ORG I-ORG O O O
702,Luxembourg sveukupni pobjednik rezultatom 3–2 .,B-LOC O O O O O
646,Srbija i Crna Gora ( SCG ),B-ORG I-ORG I-ORG I-ORG O O O
9103,"preusmjeri Henrik IV , kralj Francuske",O B-PER I-PER I-PER I-PER I-PER
12205,"U posljednjoj utakmici grupne faze , Australija je bila uspješnija rezultatom 2-1 .",O O O O O O B-ORG O O O O O O
11889,formirana je današnja Republika Jemen .,O O O B-LOC I-LOC O
1443,To je ovu seriju učinilo jednom od rijetkih značajnijih ITV-jevih serija ikad koje su u više navrata emitirane na BBC-ju .,O O O O O O O O O O O O O O O O O O O B-ORG O
7743,"Veliki Potočec , naselje grada Križevaca , Koprivničko-križevačka županija",B-LOC I-LOC O O O B-LOC O B-LOC I-LOC
17401,Norveška]] Norveška,O B-LOC
8275,PREUSMJERI Nogometni savez Bosne i Hercegovine,O B-ORG I-ORG I-ORG I-ORG I-ORG
17054,godine u Novom Sadu .,O O B-LOC I-LOC O
3247,To je prekomorska teritorija Ujedinjenog kraljevstva .,O O B-LOC I-LOC B-LOC I-LOC O
17637,PREUSMJERI NBA 1995 / 1996 .,O B-ORG I-ORG I-ORG I-ORG I-ORG
6439,Preusmjeri Golden State Warriors,O B-ORG I-ORG I-ORG
12800,"PREUSMJERI Leopold I , car Svetog rimskog carstva",O B-PER I-PER I-PER I-PER I-PER I-PER I-PER
7392,Pomorske porodice naseljene su u Orebiću ( vrhunac pelješkog pomorstva 1780.-1800 .,O O O O O B-LOC O O O O O O
7976,Takmiči se u La Ligi .,O O O B-ORG I-ORG O
14795,Preusmjeri Spisak država po površini,O B-ORG I-ORG I-ORG I-ORG
7002,=== Vincent van Gogh ===,O B-PER I-PER I-PER O
2767,U kvalifikacijama za svjetsko prvenstvo 1958 .,O O O B-ORG I-ORG I-ORG O
8779,Brazil je sa tri pobjede osigurao četvrtfinale kao i Engleska .,B-ORG O O O O O O O O B-ORG O
6885,Boston Celtics Š,B-ORG I-ORG O
16518,Najveći uspjeh postigli su u Italiji 1990 . godine .,O O O O O B-LOC B-ORG I-ORG O O
7645,Davorin Popović – pjevač i frontmen grupe Indexi,B-PER I-PER O O O O O B-ORG
600,Domaćini Evropskog prvenstva Belgija i Holandija nisu učestvovali u kvalifikacijama .,O B-ORG I-ORG B-ORG O B-ORG O O O O O
1098,Sebastian Vettel,B-PER I-PER
4037,Johannes Diderik van der Waals,B-PER I-PER I-PER I-PER I-PER
6168,Aranžirao je njen brak sa njegovim bratićem ( njenim rođakom ) Albertom .,O O O O O O O O O O O B-PER O
1559,Nico Hülkenberg,B-PER I-PER
2929,Bio je zaštitinik i učitelj Jean-Jacquesa de Margueriea .,O O O O O B-PER I-PER I-PER O
10687,"Serija je postala legendarna u cijeloj Bosni i Hercegovini , pa je zaista neobično da je druga sezona snimljena tek 4 godine kasnije .",O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O
11032,"godine Kejići ) su naseljeno mjesto u sastavu općine Generalski Stol , Karlovačka županija , Republika Hrvatska .",O O O O O O O O O B-LOC I-LOC O B-LOC I-LOC O B-LOC I-LOC O
11926,Čehoslovačka,B-LOC
16782,Najveći je glavni grad je Bagdad .,O O O O O B-LOC O
5046,godine u izdanju diskografske kuće Jugoton .,O O O O O B-ORG O
14839,Preusmjeri Vaterpolo na Olimpijskim igrama 1924 .,O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
10494,Udinese Calcio,B-ORG I-ORG
573,"Čile ( 15,795,000 )",B-LOC O O O
4888,Ferenc Puskás,B-PER I-PER
4370,Nico Rosberg,B-PER I-PER
5260,Beni Suef ( guvernorat ),B-LOC I-LOC I-LOC I-LOC I-LOC
15801,godine pogledati pod Selište Drežničko .,O O O B-LOC I-LOC O
11347,"Na albumu se nalazi i pjesma The Show Must Go On , koja je napisana od strane sviju članova sastava .",O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O
919,"Prinčeva vrata , Toronto , Ontario .",O O O B-LOC O B-LOC O
5221,Preusmjeri Lincoln Park High School,O B-ORG I-ORG I-ORG I-ORG
16522,"Gradačac ( Humke ) – 103,5 MHz",B-LOC O O O O O O
3948,Daniel Ricciardo,B-PER I-PER
12313,"godine u Colombu , Šri Lanka .",O O B-LOC O B-LOC I-LOC O
1964,"Karlovac Feričanački , naselje grada Orahovice , Virovitičko-podravska županija",B-LOC I-LOC O O O B-LOC O B-LOC I-LOC
1649,Darda Mece Švajcarnica Uglješ,B-LOC B-LOC B-LOC B-LOC
7941,Louis de Broglie ( 1892–1987 ),B-PER I-PER I-PER O O O
13226,"godine , naselje je ukinuto i pripojeno naselju Bribir .",O O O O O O O O B-LOC O
11178,PREUSMJERI Hrvatska stranka prava Bosne i Hercegovine,O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
8662,"Sead Zele Lipovača , frontmen rock-grupe Divlje jagode ;",B-PER I-PER I-PER O O O B-ORG I-ORG O
