index,sentence,ner
304,"Njeni starši so ji nadeli vzdevek » Smiley « , ki so ga pozneje skrajšali v » Miley « , saj se je kot dojenček pogosto smejala .",O O O O O O O B-PER O O O O O O O O O B-PER O O O O O O O O O O
313,Krstna izvedba je bila 9. februarja leta 1893 v milanski Scali .,O O O O O O O O O O B-LOC O
874,Najprej so jih opazili s pomočjo vesoljske sonde Voyager 1 leta 1979 .,O O O O O O O O B-MISC I-MISC O O O
1043,Gradbena dela so se pričela na zidu in na vratih pokopališča .,O O O O O O O O O O O O
1819,"Finančne težave so ga prisilile , da je opustil študij .",O O O O O O O O O O O
460,Leta 1946 je postalo del neodvisne Sirije .,O O O O O O B-LOC O
479,Po združitvi Italije leta 1865 so Sirakuze ponovno dobile status prestolnice pokrajine .,O O B-LOC O O O B-LOC O O O O O O
29,Zmagovalec Mednarodnega turnirja v uličnem nogometu leta 2014 je bila mladinska ekipa Benfica .,O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O B-ORG O
761,Pri kronični obliki bolezni lahko zdravljenje z zdravili upočasni ali prepreči razvoj simptomov končnega stadija .,O O O O O O O O O O O O O O O O
1825,Prvi umetniški vodja gledališke skupine Rahmonberdi Madazimov je bil ustanovitelj in organizator gledališkega gibanja v Kirgizistanu .,O O O O O B-PER I-PER O O O O O O O O B-LOC O
1331,Biodizel se lahko uporablja v čisti obliki ( B100 ) ali pa se v poljubni koncentraciji meša s fosilnim dizlom v večini dizelskih motorjev z vbrizgavanjem goriva .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
748,"Letno prizadene od 700.000 do 1,6 milijona nosečnosti , ki se končajo v spontanih splavih , mrtvorojencih in prirojenem sifilisu .",O O O O O O O O O O O O O O O O O O O O O
53,"Kmetijska proizvodnja je omejena , le 2 % zemlje je obdelovalne in večino hrane je treba uvoziti .",O O O O O O O O O O O O O O O O O O
819,Sedeči način življenja igra pomembno vlogo pri debelosti .,O O O O O O O O O
1926,Njegov naslednik Mohamed I. Al Mustansir je dobil naslov kalifa .,O O B-PER I-PER I-PER I-PER O O O O O
1543,"Žlahtni plini so pomembni zaradi številnih načinov uporabe v industrijah , kot so razsvetljava , varjenje in raziskovanje vesolja .",O O O O O O O O O O O O O O O O O O O O
688,"Gol je dosežen , ko žoga v celoti prečka črto v golu .",O O O O O O O O O O O O O
130,"Analize Luninih rotacij , ki so časovno spremenljive , kažejo , da je jedro vsaj delno staljeno .",O O O O O O O O O O O O O O O O O O
631,"OR pripravlja študije o različnih vidikih lokalnih in regionalnih značilnosti EU ( izobraževanje , promet , družbena vprašanja , širitev itd. ) .",B-ORG O O O O O O O O O B-ORG O O O O O O O O O O O O
1475,"Kisik na teh planetih nastaja izključno z delovanjem ultravijoličnega sevanja na molekule , ki vsebujejo kisik , na primer ogljikov dioksid .",O O O O O O O O O O O O O O O O O O O O O O
1901,"Z elektrokardiogramom se preveri , ali je srce zaradi visokega krvnega tlaka obremenjeno .",O O O O O O O O O O O O O O
235,Tiri bodo standardne širine 1435 mm .,O O O O O O O
882,Zgrajen je bil v 11. st. in je bil opisan tudi kot » ključ do Anglije « zaradi svojega obrambnega pomena skozi zgodovino .,O O O O O O O O O O O O O O O B-LOC O O O O O O O O
412,Tega protislovja ne moremo rešiti s klasično fiziko .,O O O O O O O O O
638,Generalni sekretariat obsega pet direktoratov : člani in plenarna zasedanja ; zakonodajno delo 1 ; zakonodajno delo 2 ; komunikacija ; človeški viri in finance .,O O O O O O O O O O O O O O O O O O O O O O O O O O
749,"Določili so , da je zakon o samoupravljanju osnova celotnega družbenega reda v Jugoslaviji .",O O O O O O O O O O O O O B-LOC O
455,Rodil se je italijanskim priseljencem .,O O O O O O
2012,"Anscombeov kvartet je zbirka štirih naborov izmišljenih podatkov , med katerimi osnovne statistične metode ne pokažejo praktično nobenih razlik , izgleda pa vsak zelo drugače , ko jih predstavimo grafično .",B-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
615,"Lahko prisluškuje sporočilom med Alice in Bobom , toda ne more jih spreminjati .",O O O O B-PER O B-PER O O O O O O O
751,Za upravne namene pa so oblikovali eno provinco .,O O O O O O O O O
744,"Nitro spojine so organske spojine , ki vsebujejo eno ali več funkcionalnih skupin - NO2 .",O O O O O O O O O O O O O O O O
883,Merkur lahko za kratek čas opazimo le med jutranjo ali večerno zarjo .,B-LOC O O O O O O O O O O O O
1109,Šest mesecev je bila pripravnica v UNICEF-u v New Yorku in delala na enoti Urada za zaščito otrok .,O O O O O O B-ORG O B-LOC I-LOC O O O O B-ORG I-ORG I-ORG I-ORG O
828,Večer se je zaključil s spektakularnim ognjemetom ob bregu .,O O O O O O O O O O
715,"C. Wehmer je odkril , da lahko plesen Penicillium iz sladkorja tvori citronsko kislino .",B-PER I-PER O O O O O O O O O O O O O
1792,"Herz je verjel v slogovno obnovo , vendar jo je izvajal zmerno , z mero dobrega okusa in zdrave pameti .",B-PER O O O O O O O O O O O O O O O O O O O O
659,Bil je najhitreje prodajan album v zgodovini britanske glasbe in kmalu je postal kulturni fenomen .,O O O O O O O O O O O O O O O O
1394,Med aretacijo in sojenjem dne 22. decembra 1930 je preživel 108 dni v zaporu .,O O O O O O O O O O O O O O O
76,"Na portalu lahko uporabniki dostopajo do podatkov , objavljenih na spletnih straneh različnih institucij , agencij in drugih organov EU .",O O O O O O O O O O O O O O O O O O O B-ORG O
625,"Do leta 1958 se je imenovala Sirska univerza , a je bila po ustanovitvi Univerze v Aleppu preimenovana .",O O O O O O B-ORG I-ORG O O O O O O B-ORG I-ORG I-ORG O O
1843,Lasje mu segajo čez oči .,O O O O O O
1495,"Posledično so s pomočjo ruskih pregovorov 12. maja 1994 dosegli neuradno premirje , ki velja še danes .",O O O O O O O O O O O O O O O O O O
187,"Po smrti Karla Velikega 28. januarja 814 v Aachnu , so ga pokopali v njegovi dvorni kapeli v Aachnu .",O O B-PER I-PER O O O O B-LOC O O O O O O O O O B-LOC O
818,Karel je zgradil nov tabor v Karlstadtu .,B-PER O O O O O B-LOC O
754,Istega meseca je Oleskiw predlagal Genika kanadskemu notranjemu ministrstvu kot uradnika za priseljence .,O O O B-PER O B-PER O O O O O O O O
505,"Leta 1814 , ko je bila razpuščena zveza z Dansko , je Christiania ponovno postala prava prestolnica .",O O O O O O O O O B-LOC O O B-LOC O O O O O
253,Kmalu po odkritju so Neptun preprosto poimenovali » čezuranski planet « oziroma » Le Verrierjev planet « .,O O O O B-LOC O O O O O O O O B-LOC I-LOC I-LOC O O
1055,"Ker je stolp veljal za neosvojljivo trdnjavo na strateško zelo pomembnem mestu , je bil zelo cenjena lastnina .",O O O O O O O O O O O O O O O O O O O
668,Maksimalne serumske koncentracije se dosežejo 1 do 2 uri po oralni aplikaciji zdravila .,O O O O O O O O O O O O O O
27,"Vse aktivnosti programa Nogometa za prijateljstvo se pričnejo z izmenjavo zapestnic prijateljstva , ki so simbol enakosti in zdravega načina življenja .",O O O B-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O
787,"Vsi zemeljski planeti imajo približno enako zgradbo : središčno kovinsko jedro , večinoma iz železa , ki ga obkroža silikatni plašč .",O O O O O O O O O O O O O O O O O O O O O O
1539,"Na poti brata spoznata Ruby , » dobro « demonko , ki je zagledana v Sama in trdi , da lahko pomaga rešiti Deana .",O O O O B-PER O O O O O O O O O O B-PER O O O O O O O B-PER O
1119,"Leta 1095 je papež Urban II. pozval na križarsko vojno proti muslimanom , ki so zasedli Jeruzalem in Sveto deželo .",O O O O B-PER I-PER O O O O O O O O O O B-LOC O B-LOC I-LOC O
110,"Na zgornji strani je modra , na spodnji pa zelena .",O O O O O O O O O O O
905,Spojina se nahaja tudi v tobačnem dimu .,O O O O O O O O
788,Ti antibiotiki se pogosto dajejo intravensko in se uporabljajo v kombinaciji z drugimi .,O O O O O O O O O O O O O O
1530,"Evolucija na dolgi rok ustvarja nove vrste tako , da ločuje izvorne populacije organizmov v nove skupine , ki se ne morejo ali ne želijo križati .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
483,"Prijateljske tekme v Novosibirsku , v kateri je sodelovala Novosibirska regijska ekipa Yermak - Sibir , so se udeležili invalidni otroci .",O O O B-LOC O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O
471,Pri regionalni konkurenčnosti in zaposlovanju je v regijah 50 - odstotno sofinaniranje bolj običajno .,O O O O O O O O O O O O O O O
494,"REXX ( angleško REstructured eXtended eXecutor ) je tolmačeni programski jezik , ki je bil razvit pri podjetju IBM .",B-MISC O O B-MISC I-MISC I-MISC O O O O O O O O O O O O B-ORG O
517,Robot ne sme škodovati človeku oziroma mu škodovati s svojim nedelovanjem .,O O O O O O O O O O O O
1264,"Če gre za okužbo z le nekaj črvi , pogosto ni simptomov .",O O O O O O O O O O O O O
339,"Plenarna skupščina izvoli za dve leti in pol tudi prvega podpredsednika , ki zastopa predsednika v njegovi odsotnosti .",O O O O O O O O O O O O O O O O O O O
837,Z zdravljenjem se bo večina vrst bakterijske pljučnice stabilizirala v 3 – 6 dneh .,O O O O O O O O O O O O O O O
998,"Poznejše delo je te rezultate preinterpretiralo kot nagnjenost k enostranskemu preizkušanju idej , z osredotočenostjo na eno možnost in neupoštevanjem vseh drugih .",O O O O O O O O O O O O O O O O O O O O O O O
259,Zastava Evrope predstavlja tako Evropsko Unijo kot Svet Evrope .,O B-LOC O O B-ORG I-ORG O B-ORG I-ORG O
675,V mestu je rafinerija nafte .,O O O O O O
1715,"Mešanica dušikove in klorovodikove kisline je bila znana kot aqua regia ( kraljeva voda ) , ki je bila cenjena zaradi svoje zmožnosti raztapljanja zlata , kralja kovin .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1081,"Tovrstno tekmovanje je otrokom kanadskih Ukrajincev dalo priložnost , da se naučijo ukrajinski jezik .",O O O O O B-PER O O O O O O O O O
214,Združene države so se Gvatemali uradno opravičile za izvajanje teh poskusov .,B-LOC I-LOC O O B-LOC O O O O O O O
1262,"Richard Dedekind je leta 1871 imenoval množico realnih ali kompleksnih števil , ki je zaprta za štiri aritmetične operacije , » obseg « .",B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O
547,"Termoregulacija je sposobnost organizma ohraniti telesno temperaturo v okviru določenih mej , tudi ko je zunanja temperatura precej drugačna .",O O O O O O O O O O O O O O O O O O O O
1945,"Kot ubežnik je bil trikrat izvoljen v kanadski parlament , vendar svojega sedeža ni nikoli zasedel .",O O O O O O O O O O O O O O O O O
992,"Diferencialna diagnoza se lahko nekoliko zaplete , če pri osebi prihaja samo do bruhanja ali pa samo do driske ( in ne obojega hkrati ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O
1480,"Ženska je dovolj stara in pametna , da se lahko sama odloči .",O O O O O O O O O O O O O
25,"Med treningom je vratar NK Zenit , Jurij Lodigin , visoko ocenil Zakharjeve sposobnosti in mu zaupal skrivnosti vratarjenja .",O O O O B-ORG I-ORG O B-PER I-PER O O O B-PER O O O O O O O
930,Gasimov je začel peti pri rosnih letih in nastopil je na več koncertih v različnih mestih v Azerbajdžanu in Rusiji .,B-PER O O O O O O O O O O O O O O O O B-LOC O B-LOC O
260,Žreb je potekal v obliki spletne konference .,O O O O O O O O
1152,"Njegov oče in ded sta bila londonska trgovca z vinom , starejši predniki pa so bili trgovci v Ipswichu .",O O O O O O O O O O O O O O O O O O B-LOC O
493,Velika večina jih je protestantov .,O O O O O O
1294,"Leta 777 je sklical državno skupščino v Paderbornu , na kateri je nameraval Saško v celoti vključiti v svoje kraljestvo .",O O O O O O O B-LOC O O O O O B-LOC O O O O O O O
143,"Ta odnos je pri mnogih zbujal zgražanje in celo Periklejev lastni sin , Ksantip , ki je imel politične ambicije , ni okleval obrekovati svojega očeta .",O O O O O O O O O B-PER O O O B-PER O O O O O O O O O O O O O
1035,Zanimala jo je medicina in proizvajala je tudi svoja zdravila .,O O O O O O O O O O O
1000,Veliko je revščine in brezposelnosti .,O O O O O O
74,Po sprejetju strategije in porazdelitve proračuna se ubere skupen pristop k načrtovanju programov .,O O O O O O O O O O O O O O
137,"Od leta 2010 piše mesečno kolumno za revijo Joods Aktueel , najbolj razširjeno judovsko publikacijo v Belgiji .",O O O O O O O O B-ORG I-ORG O O O O O O B-LOC O
1183,Prvi model so začeli uporabljati leta 1952 – zamenjal je Mi-1 .,O O O O O O O O O O B-MISC O
1192,"Njegov naslednik , ARM3 , je bil narejen s 4 KB predpomnilnika , kar je še izboljšalo zmogljivost .",O O O B-MISC O O O O O O O O O O O O O O O
1546,"Več univerz ga je nagradilo s častnim doktoratom , vključno z univerzama Yale in Harvard .",O O O O O O O O O O O O B-ORG O B-ORG O
1088,"Skratka , sestavljanje zemljevidov je vedno povezovalen proces .",O O O O O O O O O
1039,"Čeprav obdelovalna zemlja pokriva le 1 % Namibije , je skoraj polovica prebivalstva zaposlena v kmetijstvu .",O O O O O O O B-LOC O O O O O O O O O
1444,"Pacifiška plošča je oceanska tektonska plošča , ki leži pod Pacifiškim oceanom .",B-LOC I-LOC O O O O O O O O B-LOC I-LOC O
1894,Agrarna politika in kmetijske tehnologije so v ZDA in Evropi privedle do nižjih cen hrane .,O O O O O O O B-LOC O B-LOC O O O O O O
1096,"V Franciji je deset velikih pristanišč , od katerih je največje v Marseillu , ki je obenem tudi največje , ki leži ob Sredozemskem morju .",O B-LOC O O O O O O O O O O B-LOC O O O O O O O O O O B-LOC I-LOC O
822,Naredimo ga lahko doma ali pa ga kupimo v trgovinah s hitro hrano .,O O O O O O O O O O O O O O
624,Za razliko od svojih bratov se je princ Henry raje pridružil vojski kot kraljevi mornarici .,O O O O O O O O B-PER O O O O O O O
1337,"Njegov oče , Dominikus Böhm , je slovel po tem , da je zgradil mnogo cerkva po vsej Nemčiji .",O O O B-PER I-PER O O O O O O O O O O O O O B-LOC O
548,"Ker so bili njegovi starši revni , je moral Grabowski začeti delati kmalu po osnovni šoli .",O O O O O O O O O B-PER O O O O O O O
1583,Zaradi strateškega položaja so bili Ardeni stoletja dolgo bojišče evropskih velesil .,O O O O O B-LOC O O O O O O
1314,"Med prvo svetovno vojno so Nemci pripeljali svoje strokovnjake , ki so grad nekajkrat poskušali obnoviti .",O O O O O B-PER O O O O O O O O O O O
847,"Ko je prišel v Winnipeg , ni bil povezan niti z Rusko pravoslavno Cerkvijo niti s komerkoli drugim .",O O O O B-LOC O O O O O O B-ORG I-ORG I-ORG O O O O O
1461,Predsednik lahko z odlokom razpusti državni zbor .,O O O O O O O O
910,"Evropejci so v regijo prvič prišli leta 1502 , ko je tja priplul Amerigo Vespucci .",B-PER O O O O O O O O O O O O B-PER I-PER O
597,Znan je bil po svoji okrutnosti .,O O O O O O O
746,"Ko je upor počasi pojenjal , je bilo hkrati jasno , da britanska kolonialna oblast ni več vzdržna .",O O O O O O O O O O O O O O O O O O O
559,"Smith si je skupno spalnico delila z devetimi drugimi dekleti , svoj čas pa je preživljala tako , da je plavala , se pogovarjala in se učila ruskih pesmi in plesov .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1233,V hujših primerih je potrebna intravenska tekočina .,O O O O O O O O
1568,"Vojvoda je nenehno potoval po vojvodini , potrjeval listine in zbiral prihodke .",O O O O O O O O O O O O O
533,Kasneje je bil sekretar malteške jezikovne akademije ( Akkademja tal - Malti ) .,O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O
122,Tudi sam UNHCR je bil nagrajen z dvema Nobelovima nagradama za mir v letih 1954 in 1981 .,O O B-ORG O O O O O B-MISC I-MISC I-MISC I-MISC O O O O O O
1446,"Poljski volivci volijo člane dvodomnega parlamenta , ki sestoji iz 460 članov spodnjega doma in 100 članov senata .",O O O O O O O O O O O O O O O O O O O
169,"Strategija določa tudi širše prednostne osi – ukrepe , ki so potrebni za doseganje ciljev in ki so upravičeni do financiranja .",O O O O O O O O O O O O O O O O O O O O O O
408,Želimo si miru zase in za vse narode na planetu .,O O O O O O O O O O O
827,Lahko preskočijo 30 - kratnik dolžine svojega telesa .,O O O O O O O O O
1553,"Mesto je znano po vsem svetu kot sedež Univerze v Oxfordu , ki je najstarejša univerza v angleško govorečem svetu .",O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O
579,"Inuit je Raeju pokazal tudi številne predmete , za katere se je izkazalo , da so pripadali Franklinu in njegovim možem .",B-PER O B-PER O O O O O O O O O O O O O O B-PER O O O O
18,"Na ta dan so potekale prijateljske tekme , » flashmobi « , radijski maratoni , mojstrski tečaji , televizijske oddaje , odprti treningi itd.",O O O O O O O O O O O O O O O O O O O O O O O O
661,"Waleed Al - Husseini oziroma Walid Husayin je palestinski esejist , pisatelj in bloger .",B-PER I-PER I-PER I-PER O B-PER I-PER O O O O O O O O
674,"Utøya je v lasti Mladinske delavske lige ( AUF ) , mladinske skupine , povezane z Delavsko stranko , ki na otoku vsako poletje priredi tabor .",B-LOC O O O B-ORG I-ORG I-ORG O B-ORG O O O O O O O B-ORG I-ORG O O O O O O O O O
1309,In med njima se razvije ljubezenska zgodba .,O O O O O O O O
3,Več kot 7000 ljudi je obiskalo premiero filma v Damasku .,O O O O O O O O O B-LOC O
961,"Svetovna zdravstvena organizacija priporoča uporabo cepiv proti koleri , skupaj z drugimi ukrepi , pri posameznikih z visokim tveganjem za okužbo .",B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O
1768,Departma Essonne je bil ustanovljen 1. januarja 1968 iz južnega dela nekdanjega departmaja Seine - et - Oise .,O B-LOC O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O
1239,"Zaplete neposredno povzroča debelost , posredno pa mehanizmi s skupnim vzrokom , kot so na primer slaba prehrana ali pa nezdrav življenjski slog .",O O O O O O O O O O O O O O O O O O O O O O O O
1645,Še isto poletje je skupina že igrala na pomembnejših festivalih na Finskem in v tujini .,O O O O O O O O O O O B-LOC O O O O
1666,"Tu naredijo načrt , kako se bodo pošalili s svojo žrtvijo .",O O O O O O O O O O O O
1781,"Vsebuje metodo za določanje približka korena enačbe , ki jo danes poznamo kot Newton – Raphsonovo metodo .",O O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC O
1504,V lasti je imel veliko nepremičnin .,O O O O O O O
1510,V 1990-ih je začela pisati za otroke .,O O O O O O O O
1800,"Kot njegov predhodnik je Windows 98 hibridni 16 - in 32 - bitni monoliten izdelek , ki temelji na kodi MS - DOS .",O O O O B-MISC I-MISC O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O
509,"Ekipe so sestavljene po načelu Nogometa za prijateljstvo : v isti ekipi igrajo športniki različnih narodnosti , spolov in fizičnih sposobnosti .",O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O
1372,"Če gre za hudo pljučnico , se prizadeta oseba zdravi v bolnišnici .",O O O O O O O O O O O O O
17,Generalnega sekretarja predsedstvo imenuje za pet let .,O O O O O O O O
1863,"Palladio je umrl leta 1580 , zato so novi lastniki najeli novega arhitekta , Vincenza Scamozzija , ki je nadzoroval zaključna dela .",B-PER O O O O O O O O O O O O O B-PER I-PER O O O O O O O
1254,"To je bila prva serija , narejena v barvah .",O O O O O O O O O O
2014,"Ker so se problema že nekaj časa brezuspešno lotevali tedanji vodilni matematiki , je rešitev osemindvajsetletnemu Eulerju prinesla takojšen sloves .",O O O O O O O O O O O O O O O O B-PER O O O O
219,Najvišja koncentracija v plazmi je dosežena po 1 – 2 urah .,O O O O O O O O O O O O
13,"Člani vseh političnih skupin se sestanejo pred pomembnimi sejami , da bi oblikovali skupna stališča .",O O O O O O O O O O O O O O O O
1841,S helminti se okuži okoli 800 milijonov ljudi po vsem svetu .,O O O O O O O O O O O O
502,"Bolečina je lahko ponoči močnejša in se lahko sčasoma še poveča , tako da postane huda in neprestana .",O O O O O O O O O O O O O O O O O O O
38,Razvojna biologija je študij procesov rasti in razvoja organizmov .,O O O O O O O O O O
1617,Izdelek se imenuje 3D - model .,O O O O O O O
662,"Krup bakterijskega izvora razdelimo v davico grla , bakterijski traheitis , laringotraheobronhitis in laringotraheobronhopneumonitis .",O O O O O O O O O O O O O O O
873,Je eden šestih uradnih jezikov Organizacije združenih narodov .,O O O O O B-ORG I-ORG I-ORG O
817,"Vsaka roka je imela štiri prste , ni imela palca ( prvega prsta ) .",O O O O O O O O O O O O O O O
1228,V času njegovega bivanja je tam prišlo do velike lakote .,O O O O O O O O O O O
1244,Joscelina so oslepili in leta 1159 je umrl v ječi v Alepu .,B-PER O O O O O O O O O O B-LOC O
1746,"Oleskiw je Genika vprašal , če bi lahko spremljal in vodil njegov drugi kontingent Ukrajincev na njihovem potovanju v Kanado in jim pomagal , da se naselijo .",B-PER O B-PER O O O O O O O O O O O B-PER O O O O B-LOC O O O O O O O O
1358,To je obljubil sam v več intervjujih .,O O O O O O O O
1678,Izrael in Vatikan sta vzpostavila diplomatske stike .,B-LOC O B-LOC O O O O O
1028,Uporablja se tudi kot policijski pes .,O O O O O O O
1554,"Universal Media Disc ( UMD ) je opuščen optični disk , ki ga je izdeloval Sony za uporabo na PlayStation Portable multimedijski in igralni konzoli .",B-MISC I-MISC I-MISC O B-MISC O O O O O O O O O O B-ORG O O O B-MISC I-MISC O O O O O
462,Politične skupine OR ali 32 članov OR lahko oblikuje resolucije .,O O B-ORG O O O B-ORG O O O O
1322,Debelost pri hišnih ljubljenčkih je pogosta v mnogih državah .,O O O O O O O O O O
26,"Udeleženci programa so mladi nogometaši in novinarji , ki predstavljajo 211 držav in regij sveta .",O O O O O O O O O O O O O O O O
1439,Rusi so v bitki izgubili 90.000 mož .,B-PER O O O O O O O
14,"To so javni organi , ki so odgovorni za izvajanje posameznih elementov zakonodaje notranjega trga .",O O O O O O O O O O O O O O O O
1742,Romunska vojska je vseeno napadla .,O O O O O O
813,Njegova geografska lega je pozitivno vplivala na njegov razvoj in rast .,O O O O O O O O O O O O
317,Med anglo - irsko vojno je bil grad živčni center britanskega boja proti irskemu separatizmu .,O O O O O O O O O O O O O O O O
1050,"Ena od študij je razkrila , da so pri 17 % otrok z DKA sprva diagnosticirali gastroenteritis .",O O O O O O O O O O O O O O O O O O
1153,"Rastlina lahko živi več let , preden zacveti .",O O O O O O O O O
189,Rurik je ostal na oblasti do svoje smrti leta 879 .,B-PER O O O O O O O O O O
298,Kronanje je dalo permanentno legitimnost karolinškemu primatu med Franki .,O O O O O O O O B-PER O
1790,Njeni starši so aktivni člani lokalne republikanske politične stranke .,O O O O O O O O O O
1020,"Papos Aleksandrijski trdi , da je Arhimed opisal zgradbo teh naprav v danes izgubljenem rokopisu O izdelavi nebesnega svoda .",B-PER I-PER O O O O B-PER O O O O O O O O B-MISC I-MISC I-MISC I-MISC O
1324,"Zaradi pogostosti brodolomov je kraljeva mornarica določeno obdobje vsakih nekaj let poslala ladjo , da bi rešila nasedle preživele .",O O O O O O O O O O O O O O O O O O O O
1284,Zato Matilda v poljščini pozna le nekaj besed .,O B-PER O O O O O O O
834,"Orodja so bila okrašena s preprostimi geometričnimi oblikami , brez kompleksnosti , ki je bila značilna za skupnosti sodobne maglemoške kulture na jugozahodu .",O O O O O O O O O O O O O O O O O O O O O O O O
268,"Robert Koch naznani odkritje bakterije Mycobacterium tuberculosis , ki povzroča tuberkulozo .",B-PER I-PER O O O O O O O O O O
11,Leta 1914 je izbruhnila prva svetovna vojna .,O O O O O O O O
486,"Panettiere je prvič nastopila v reklami pri starosti enajst mesecev , začela pa je z reklamo za vlakec Playskool .",B-PER O O O O O O O O O O O O O O O O O B-MISC O
419,"Bitka pri Milvijskem mostu prikazuje bitko , ki je potekala 28. oktobra 312 med rimskima cesarjema Konstantinom I. in Maksencijem .",O O B-LOC I-LOC O O O O O O O O O O O O B-PER I-PER O B-PER O
1365,"Več indijskih trgovskih pristanišč , vključno s Pondichéryjem in Chandernagorom , je ostalo pod francoskim nadzorom do leta 1954 .",O O O O O O O B-LOC O B-LOC O O O O O O O O O O
1551,"Prebivalce so množično pobili , preživele pa prodali v sužnost .",O O O O O O O O O O O
441,"Če postane okužba s tuberkulozo aktivna , so običajno prizadeta pljuča ( v približno 90 % primerov ) .",O O O O O O O O O O O O O O O O O O O
