sentence,ner
"Jarc je dejal , da imata Francija in Slovenija precej podobna stališča na skupno kmetijsko politiko .",B-PER O O O O O B-LOC O B-LOC O O O O O O O O
""" Za Slovenijo je stabilnost v tem sektorju zelo pomembna in osebno mislim , da ravno skupna kmetijska politika daje kmetijstvu tisto potrebno dolgoročno stabilnost in možnost , da dobro konkurira , "" je povedal Jarc .",O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O
"Po Barnierjevem mnenju je treba najti ustrezne odgovore za povišanje cen hrane .",O B-PER O O O O O O O O O O O
""" Vesel sem , da sva z ministrom Jarcem ugotovila , da so usmeritve Francije in Slovenije tudi po letu 2013 , ko bomo skupno kmetijsko politiko obnavljali , zelo podobne , "" je povedal Barnier .",O O O O O O O O B-PER O O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O O O O B-PER O
"Sicer je pritrdil Jarčevemu mnenju , da je srečanje pomembno , saj da morata državi krepiti odnose v strateškem trenutku v času prihajajočega predsedovanja Slovenije EU , ki bo nato predsedovanje predala Franciji .",O O O B-PER O O O O O O O O O O O O O O O O O O O O B-LOC B-ORG O O O O O O B-LOC O
"Spregovorila tudi o vinski reformi in o dokončanju reforme sladkorja .",O O O O O O O O O O O
"Državi se po besedah francoskega ministra pri vinski reformi strinjata , da v njej ni jasno dorečeno vprašanje dosladkanja vina , pa tudi , da so številke pri opustitvi vinogradov previsoke .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Državi si želita ohraniti identiteto vina , je še dejal Barnier .",O O O O O O O O O O B-PER O
"Peter Stelzer je že oddal vzorec za analizo DNK .",B-PER I-PER O O O O O O O O
"Franc Rode naj bi ga opravil konec tedna .",B-PER I-PER O O O O O O O
"Oba pa naj bi ga oddala v Münchnu .",O O O O O O O B-LOC O
"Po poročanju Dela je domnevni sin Franceta Rodeta Peter Stelzer že oddal DNK test .",O O B-ORG O O O B-PER I-PER B-PER I-PER O O O O O
"Še ta teden pa naj bi ga oddal tudi kardinal Franc Rode .",O O O O O O O O O O B-PER I-PER O
"Oba bosta test opravila na Inštitutu za sodno medicino v Münchnu .",O O O O O B-ORG I-ORG I-ORG I-ORG O B-LOC O
"Ni pa še znano , kdaj bodo znani rezultati .",O O O O O O O O O O
"Omenjene navedbe je potrdila tudi odvetnica Nina Zidar Klemenčič in dodala , da bi to lahko naredili že veliko prej , a sta bila oba zelo neodzivna .",O O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O O O O O O O
"Naj vas spomnimo",O O O
"Konec avgusta je Delo poročalo , da naj bi imel Rode leta 1969 intimno razmerje s Tanjo Bredo S. , ki je leto pozneje v Nemčiji rodila otroka .",O O O B-ORG O O O O O O B-PER O O O O O B-PER I-PER I-PER O O O O O O B-LOC O O O
"Ta naj bi bil danes v Dubaju živeli Peter Stelzer , ki je za časnik , še isti dan pa tudi za nekatere druge medije , izrekel željo , da Rode opravi test očetovstva .",O O O O O O B-LOC O B-PER I-PER O O O O O O O O O O O O O O O O O O O O B-PER O O O O
"Kardinal je še isti dan odločno zanikal , da bi prelomil celibat , in izrazil pripravljenost , da opravi omenjeni test .",O O O O O O O O O O O O O O O O O O O O O O
"Predlagal je , da se ta opravi na Inštitutu za sodno medicino Medicinske fakultete Univerze v Ljubljani , ker pa se Stelzer s tem ni strinjal , je pristal tudi na test očetovstva na eni izmed nemških ustanov , ki jo je predlagal Steltzer .",O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O B-PER O O O O O O O O O O O O O O O O O O O O O B-PER O
"Petega septembra so tako v pisarni Zidar Klemenčičeve v izjavi za javnost zapisali , da so Stelzerjevemu nemškemu odvetniku sporočili , da je Rode pripravljen opraviti test v Nemčiji , obenem pa ga zaprosili , naj takoj posreduje termin , v katerem bi Rode in Stelzer po protokolu sodnih ugotavljanj očetovstva istočasno oddala vzorce DNK .",O O O O O O B-PER I-PER O O O O O O O O B-PER O O O O O O B-PER O O O O B-LOC O O O O O O O O O O O O O O B-PER O B-PER O O O O O O O O O O
"Mati v stiski .",O O O O
"Za pomoč je zaprosila šest politikov , v dveh tednih ni dobila konkretne pomoči .",O O O O O O O O O O O O O O O
"Izgovori .",O O
"Preveč prošenj , za pomoč niso pristojni , trudijo se za izhod iz krize .",O O O O O O O O O O O O O O O
"Lakota .",O O
"Mati samohranilka , ki se je znašla v hudi stiski , se je prek elektronske pošte po pomoč obrnila na nekatere slovenske politike .",O O O O O O O O O O O O O O O O O O O O O O O O
"Pomoč bi potrebovala takoj , saj ji je zmanjkalo denarja za hrano .",O O O O O O O O O O O O O
"Konkretne pomoči ji ni ponudil nihče , za hrano pa so nato poskrbeli v Zvezi prijateljev mladine ( ZPM ) Ljubljana Moste - Polje , kjer so nas z mamo dveh otrok tudi povezali .",O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O B-ORG O B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O
"Z Zverom na sestanek",O B-PER O O
"Predsedniški kandidat Milan Zver jo je dan po prejemu sporočila prek pomočnika povabil na sestanek .",O O B-PER I-PER O O O O O O O O O O O O
"Na sestanek ga ni bilo , mamico Tjašo ( pravo ime je znano uredništvu ) pa je sprejela svetovalka .",O O O O O O O B-PER O O O O O O O O O O O O
"Spoštovana ga. Tjaša , čeprav vam bolj konkretno žal ne moremo pomagati , vam zagotavljamo , da si sedanja vlada prizadeva s številnimi ukrepi zajeziti finančno krizo .",O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O
"Ministrstvo za izobraževanje , znanost , kulturo in šport .",B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"“ Gospa je bila prijazna , lepo nas je sprejela in obljubila , da se bo pozanimala , kako nam lahko pomaga , ” je po srečanju povedala Tjaša .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O
"Od srečanja je minilo 12 dni , a je svetovalka še ni poklicala .",O O O O O O O O O O O O O O
"“ S propagandnim materialom , ki smo ga tam dobili , položnic ne morem plačati , ” je dodala Tjaša .",O O O O O O O O O O O O O O O O O O O B-PER O
"“ Na podlagi temeljitega pogovora smo ugotovili , da se omenjeni osebi sistemsko težko pomaga .",O O O O O O O O O O O O O O O O
"Pomaga se ji lahko le z osebnimi sredstvi , ” so nam na novinarska vprašanja odgovorili iz SDS .",O O O O O O O O O O O O O O O O O B-ORG O
"Viranta zanima , kje je oče",B-PER O O O O O
"“ Kje pa delate ?",O O O O O
"Ali oče nič ne prispeva za otroke ?",O O O O O O O O
"Ste izkoristili vse možnosti na centru za socialno delo ?",O O O O O O O O O O
"” pa je zanimalo predsednika državnega zbora Gregorja Viranta .",O O O O O O O B-PER I-PER O
"Tjaša mu je odgovorila , a odziva po 13 dneh še ni bilo .",B-PER O O O O O O O O O O O O O
"“ Žal zadnje čase dobivam kar nekaj pisem , kot je vaše , in upam , da razumete , da vsem neposredno ne morem pomagati , čeprav bi zelo rada , ” pa je Tjaši dan po prejemu sporočila napisala poslanka Pozitivne Slovenije Maša Kociper .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O B-ORG I-ORG B-PER I-PER O
"Obenem ji je svetovala , kam in kako naj se obrne po pomoč .",O O O O O O O O O O O O O O
"Niso pristojni za pomoč",O O O O
"Tjaša je pismo naslovila še na predsedniškega kandidata Boruta Pahorja , predsednika države Danila Türka in ministra za izobraževanje Žigo Turka .",B-PER O O O O O O O B-PER I-PER O O O B-PER I-PER O O O O B-PER I-PER O
"Potem ko smo jim po 14 dneh poslali še novinarska vprašanja , so ji iz urada predsednika države odgovorili .",O O O O O O O O O O O O O O O O O O O O
"Svetovali so ji , kam naj se obrne po pomoč , in se ji opravičili , ker sami nimajo pristojnosti in sredstev za neposredno pomoč .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"Neposredno od predsednika pa odgovora ni dobila .",O O O O O O O O
"Postanite boter otroku",O O O
"• Tjaša .",O B-PER O
"Če bi želeli stopiti v stik s Tjašo , ji lahko pišete na tjasa980@gmail.com .",O O O O O O O B-PER O O O O O O O
"• Botrstvo .",O B-MISC O
"Prek zveze prijateljev mladine lahko postanete boter kateremu od slovenskih otrok .",O B-ORG I-ORG I-ORG O O O O O O O O
"Junija lani je bilo botrov 85 , zdaj jih je več kot 800 .",O O O O O O O O O O O O O O
"Da ste boter otroku , darujete 30 evrov na mesec ali nakažete poljuben znesek .",O O O O O O O O O O O O O O O
"V projekt se lahko vključite tudi elektronsko , več na Boter.si .",O O O O O O O O O O O O
"Na ministrstvu Žige Turka so Tjaši v ponedeljek pojasnili , da niso pristojni za urejanje takšnih vprašanj in da si kot del vlade prizadevajo za čimprejšnji izhod iz krize .",O O B-PER I-PER O B-PER O O O O O O O O O O O O O O O O O O O O O O O O
"Svetovali so ji , naj se obrne na občino , v imenu Turka pa odgovora ni dočakala .",O O O O O O O O O O O O B-PER O O O O O
"Od Pahorja odgovora ni prejela , v njegovi pisarni pa so nam dejali , da ji bodo odgovorili .",O B-PER O O O O O O O O O O O O O O O O O
"Brez vzornikov v politiki",O O O O
"“ Če vsi , tudi politiki , vpijejo o varčevanju , bi bilo zelo lepo , da tudi sami prispevajo k lajšanju življenja tistim , ki niso krivi , da so lačni , ” je dopisovanje komentirala sekretarka ZPM Ljubljana Moste - Polje Anita Ogulin .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG B-PER I-PER O
"Želi si , da bi imela pred sabo vzornike v politiki , kako si je treba ta trenutek pomagati preživeti .",O O O O O O O O O O O O O O O O O O O O O
"Politike je pozvala , naj dajo ljudem navodila , kako premagati revščino , obupanim staršem pa svetovala , naj potrkajo vsaj na njihova vrata , “ ker imajo za vsakega kakšno rešitev ” .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Z inšpektorata sporočili , da bo rušenje domačije Marka Jakliča med prvimi 50 prioritetnimi izvršbami nelegalno zgrajenih objektov .",O O O O O O O O B-PER I-PER O O O O O O O O O
"Jaklič pa odhaja na jug .",B-PER O O O O O
"Rok , do katerega bi lahko Jaklič sam porušil svojo nelegalno gradnjo v Selu nad Polhovim Gradcem , je potekel že včeraj .",O O O O O O B-PER O O O O O O B-LOC I-LOC I-LOC I-LOC O O O O O O
""" Ker po večkratnem pozivu lastnik objektov ni odstranil sam , bo potrebna izvršba po drugi osebi , stroške izvršilnega postopka pa bo inšpekcijski zavezanec nosil sam , "" so danes sporočili z Inšpektorata Republike Slovenije za promet , energetiko in prostor .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Jakličeva domačija bo , potem ko bo sklep postal pravnomočen , glede na kriterije uvrščena med prvih 50 prioritetnih zadev za rušenje .",O O O O O O O O O O O O O O O O O O O O O O O
"K temu , da bo tako visoko na seznamu , prispeva tudi dejstvo , da leži objekt v Krajinskem parku Polhograjski dolomiti .",O O O O O O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC O
"Jaklič odhaja na Balkan",B-PER O O B-LOC
"Danes pa je Jaklič potrdil , da zapušča vodilni stolček na Lekarnah Ljubljana , z njim pa bo odšla celotna vodilna ekipa družbe .",O O O B-PER O O O O O O O B-ORG I-ORG O O O O O O O O O O O
"Jaklič se je v sporočilu za javnost zahvalil sodelavcem v Lekarnah Ljubljana , še posebej pa se je zahvalil ljubljanskemu županu Zoranu Jankoviću , ki jim je vedno stal ob strani in jih podpiral .",B-PER O O O O O O O O O B-ORG I-ORG O O O O O O O O O B-PER I-PER O O O O O O O O O O O O
""" Veselimo se novih izzivov , ki so pred nami .",O O O O O O O O O O O
"Hvaležni smo , da smo dobili priložnost , kjer bomo s svojim znanjem in izkušnjami lahko sodelovali pri ustvarjanju velike zgodbe na Balkanu , ki pa ni povezana z mediji , "" so v sporočilu za javnost navedli Jaklič , namestnik direktorja Lekarne Ljubljana ( LL ) in direktor LL Grosist Marko Žnidaršič , pomočnica direktorja za kadre Spomenka Sluganović in skrbnica blagovne znamke LL Klavdija Verlak .",O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O B-PER O O O B-ORG I-ORG O B-ORG O O O B-ORG I-ORG B-PER I-PER O O O O O B-PER I-PER O O O O B-ORG B-PER I-PER O
"Svetu Lekarn so predlagali sporazumno prekinitev pogodbe med 31. januarjem in 31. marcem prihodnje leto .",B-ORG I-ORG O O O O O O O O O O O O O O
"Po poročanju spletnega portala Požareport naj bi Jaklič odhajal v Beograd , toda ne za direktorja Radia Index , katerega solastnik je , ampak v znano srbsko farmacevtsko podjetje Jugohemija .",O O O O B-ORG O O B-PER O O B-LOC O O O O O B-ORG I-ORG O O O O O O O O O O O B-ORG O
"Državni zbor je danes imenoval pet nadzornikov Radiotelevizije Slovenija ( RTVS ) .",B-ORG I-ORG O O O O O B-ORG I-ORG O B-ORG O O
"Za člane nadzornega sveta RTVS so bili imenovani Bogomir Eržen , Damijan Knap , Marta Kos Marko , Gordana Višinski in Drago Zadergal .",O O O O B-ORG O O O B-PER I-PER O B-PER I-PER O B-PER I-PER I-PER O B-PER I-PER O B-PER I-PER O
"V imenovanje so jih predlagale poslanske skupine , potem ko je bila peterica nadzornikov razrešenih na septembrski seji DZ .",O O O O O O O O O O O O O O O O O O B-ORG O
"Bogomirja Eržena je predlagala poslanska skupina SD , Damijana Knapa poslanska skupina DL , Marto Kos Marko poslanska skupina Pozitivne Slovenije , Gordano Višinski poslanska skupina DeSUS , Draga Zadergala pa poslanska skupina SDS .",B-PER I-PER O O O O B-ORG O B-PER I-PER O O B-ORG O B-PER I-PER I-PER O O B-ORG I-ORG O B-PER I-PER O O B-ORG O B-PER I-PER O O O B-ORG O
"Za Eržena , Knapa in Gordano Višinski je glasovalo 50 poslancev , proti pa jih je bilo šest , za Kos Markovo in Zadergala pa je bilo 70 poslancev , proti pa eden .",O B-PER O B-PER O B-PER I-PER O O O O O O O O O O O O O B-PER I-PER O B-PER O O O O O O O O O O
"Razrešitev prejšnjih nadzornikov še buri duhove",O O O O O O
"Parlamentarna mandatno - volilna komisija o predlaganih kandidatih vsebinsko ni razpravljala .",O O O O O O O O O O O O
"V opozicijskih poslanskih skupinah SD in PS pa so opozorili , da gre za postopek , ki se je začel v nasprotju s pravnim redom , saj se je začel s po njihovem mnenju nezakonito razrešitvijo prejšnjih nadzornikov .",O O O O B-ORG O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"K razrešitvi nadzornikov RTVS je sicer aprila pozval parlamentarni odbor za izobraževanje , znanost , kulturo , šport in mladino .",O O O B-ORG O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Vlada je nato konec julija predčasno razrešila štiri člane nadzornega sveta , ki so predstavljali ustanovitelja .",O O O O O O O O O O O O O O O O O
"Mandatno - volilna komisija pa je DZ predlagala , naj razreši pet članov nadzornega sveta RTVS , ki jih je imenoval državni zbor .",O O O O O O B-ORG O O O O O O O O B-ORG O O O O O O O O
"V današnji predstavitvi stališč poslanskih skupin je sicer Janko Veber ( SD ) izrazil zgroženost , da je DZ sploh začel postopek razrešitve in imenovanje članov nadzornega sveta RTVS .",O O O O O O O O B-PER I-PER O B-ORG O O O O O O B-ORG O O O O O O O O O B-ORG O
"Postopek je po njegovem prepričanju nezakonit .",O O O O O O O
""" S tem dajemo slab zgled vsem , od katerih zahtevamo , da delajo zakonito , "" je dejal .",O O O O O O O O O O O O O O O O O O O O
"Nasprotno je Jože Tanko ( SDS ) ocenil , da mora DZ delovati kot dober skrbnik .",O O B-PER I-PER O B-ORG O O O O O B-ORG O O O O O
""" In če ugotovi , da tisti , ki jih je imenoval v nek organ , niso opravili svoje naloge , potem je dolžan ukrepati , "" je dejal in dodal , da je takšna odločitev edina logična .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"DZ je danes do izteka mandata Državne volilne komisije za njenega člana namesto Dušana Strnada imenoval Miho Kluna .",B-ORG O O O O O B-ORG I-ORG I-ORG O O O O B-PER I-PER O B-PER I-PER O
"Strnad je namreč državni zbor 9. oktobra obvestil , da odstopa z mesta člana komisije .",B-PER O O O O O O O O O O O O O O O
"Ker je bil vanjo imenovan na predlog poslanskih skupin , je tako tudi pri Klunu , ki ga je predlagala poslanska skupina SDS .",O O O O O O O O O O O O O O B-PER O O O O O O O B-ORG O
"Okoli 600 ljudi je danes na trgu Leona Štuklja v Mariboru na protestnem shodu zahtevalo odstop aktualne vlade .",O O O O O O B-LOC I-LOC I-LOC O B-LOC O O O O O O O O
"Kot so poudarjali številni govorniki , so siti vladne kraje države in uničevanja družbe .",O O O O O O O O O O O O O O O
"Organizatorji nameravajo akcije stopnjevati , vse dokler vlada ne odide .",O O O O O O O O O O O
"Med najodločnejšimi je bil filozof Boris Vezjak , ki se je vprašal , kam vodi "" zatohla politika rezanja glav in varčevanja "" , slednje pa je po njegovem predvsem krinka za to , kako demontirati državo in se znebiti vseh nasprotnikov .",O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Finančna in socialna kriza sta po njegovem brez dvoma realni , vendar pa oblast reže , kjer jim paše , saj si želijo spreti javni in zasebni sektor , ob tem pa ustvariti policijo , vojsko , sodstvo , šolstvo , kulturo in zgodovino po svoji meri .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" Ta vlada ne ponuja nobene alternativne ekonomske politike , ki bi na prvo mesto postavila ustvarjanje delovnih mest in rast gospodarstva , pač pa spominja na salamoreznico .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Dovolj je bilo .",O O O O
"Vladajo nam tisti , o katerih nastajajo trilogije knjig , ki dokazujejo , da nam vladajo trgovci z orožjem .",O O O O O O O O O O O O O O O O O O O O
"Tisti , ki so pravnomočno obtoženi , pri tem pa se vsakič , ko ne gredo na sodišče zaradi obtožb o korupciji , sklicujejo na to , da nimajo časa , ker morajo reševati nas , "" je dejal Vezjak .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O
""" Pred protestom deležni pritiska """,O O O O O O
"Pisateljica Janja Vidmar , ki je sodelovala pri organizaciji protesta , je dejala , da so bili pred začetkom protesta deležni številnih pritiskov , zato je ne čudi , da se je tik pred zdajci umaknil rektor mariborske univerze Danijel Rebolj , ki je bil prav tako napovedan kot govornik .",O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O
"Sicer pa je dejala , da je sita , da mora živeti v državi , v kateri je zastraševanje oblika komunikacije oblasti z narodom .",O O O O O O O O O O O O O O O O O O O O O O O O O
""" Sita sem podtikanj in tega , da tistim , ki si sploh še upajo javno izpostaviti , takoj očitajo politično konotacijo .",O O O O O O O O O O O O O O O O O O O O O O O
"S tem samo dokazujejo , da je politika najbolj umazana kurba , kar jih je v tej državi , ter da si ne zasluži , da vodi našo državo .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Mi si moramo vzeti državo nazaj , ker nam je bila ukradena , "" je dejala Vidmarjeva , ki je zbranim prebrala tudi sporočilo pesnika Cirila Zlobca .",O O O O O O O O O O O O O O O O B-PER O O O O O O O O B-PER I-PER O
"Ta je v pismu med drugim aktualni vladi očital samovšečnost , ki cinično uživa v zavesti , da ji nihče ne more do živega , pa naj počne kar koli že .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Pri tem se sklicuje na pooblastilo volivcev , ki da ga je dobila na volitvah , s prezirom pa zavrača iz dneva v dan vse globlje nezaupanje vse širše javnosti , celo do stvari , pri katerih so spremembe nujne , je zapisal Zlobec in premierja Janeza Janšo spomnil na to , da naj se ravna po merilih , ki jih je postavil sam , in po katerih bi morala vlada odstopiti , "" ko zaupanje pade pod določen odstotek "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Zbralo se je ogromno govornikov",O O O O O
"Na govorniškem odru so se med drugim zvrstili tudi igralki Lara Jankovič in Draga Potočnjak , raper Darko Nikolovski , nekdanji član SDS Ludvik Čanžek , predstavniki sindikatov in drugi .",O O O O O O O O O O B-PER I-PER O B-PER I-PER O O B-PER I-PER O O O B-ORG B-PER I-PER O O O O O O
"Med slednjimi je spregovorila tudi predstavnica podravske območne organizacije Zveze svobodnih sindikatov Slovenije Breda Črnčec in zbrane pozvala tudi na napovedani vseslovenski protest , ki bo v organizaciji sindikatov potekal 17. novembra v Ljubljani .",O O O O O O O O O B-ORG I-ORG I-ORG I-ORG B-PER I-PER O O O O O O O O O O O O O O O O O O B-LOC O
"RTV Slovenija je nocoj v okviru dobrodelne akcije Stopimo skupaj , pomagajmo žrtvam poplav zbrala 582.000 evrov .",B-ORG I-ORG O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O
"Zbrana sredstva bo nacionalna televizija namenila za pomoč žrtvam novembrskih poplav .",O O O O O O O O O O O O
"Osrednji dogodek akcije je bila nocojšnja posebna oddaja , ki bo potekala v živo iz studia Televizije Slovenija , začela pa se je ob 20. uri in sedem minut .",O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O
"Oddaja je bila sestavljena iz prispevkov novinarjev in dopisnikov RTVS z najbolj prizadetih območij in pogovora z različnimi gosti , ki so vključeni v saniranje škode in reševanje ljudi ter premoženja ob poplavah .",O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O
"V oddaji je sodeloval tudi Simfonični orkester RTVS s Tinkaro Kovač , Nušo Derenda , Darjo Švajger , Eroiko , Janom Plestenjakom , ansamblom Franca Miheliča , otroškim pevskim zborom RTV SLO in drugimi imeni slovenske glasbe , so sporočili iz RTVS .",O O O O O B-ORG I-ORG I-ORG O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-ORG O B-PER I-PER O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O B-ORG O
"Voditelji osrednje oddaje so bili Slavko Bobovnik , Jasmina Jamnik in Jelena Aščić .",O O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O
"Za žrtve poplav",O O O
"Novembrske poplave so najbolj prizadele Štajersko , Koroško , Posavje in Posočje .",O O O O O B-LOC O B-LOC O B-LOC O B-LOC O
"Voda je zalila številne stavbe – poškodovanih naj bi bilo nekaj tisoč stanovanjskih in poslovnih objektov – in ceste ter sprožila vrsto plazov .",O O O O O O O O O O O O O O O O O O O O O O O O
"Za pomoč prizadetim so se po poplavah med drugim odločili Slovenska karitas , Rdeči križ Slovenije in poslanske skupine .",O O O O O O O O O O B-ORG I-ORG O B-ORG I-ORG I-ORG O O O O
"Neuradno je znana celotna sestava novega mandata državnega sveta .",O O O O O O O O O O
"Novoizvoljenih je 18 svetnikov , od katerih jih je 16 funkcijo opravljalo že do sedaj , v 40 - članskem organu pa bosta po novem dve ženski .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Uradna potrditev rezultatov bo na seji 27. novembra .",O O O O O O O O O
"Novoizvoljeni svetniki naj bi se sestali 12. decembra , na kateri naj bi izvolili svojega predstavnika .",O O O O O O O O O O O O O O O O O
"V novem mandatu iz vrst delodajalcev je položaj obdržal Stojan Binder , poleg njega so bili izvoljeni predsednik Združenja delodajalcev Slovenije Milan Lukić , generalni sekretar Združenja delodajalcev obrti in podjetnikov Igor Antauer in predsednica upravnega odbora Trgovinske zbornice Slovenije Marija Lah .",O O O O O O O O O B-PER I-PER O O O O O O O B-ORG I-ORG I-ORG B-PER I-PER O O O B-ORG I-ORG I-ORG I-ORG I-ORG B-PER I-PER O O O O B-ORG I-ORG I-ORG B-PER I-PER O
"Predstavnika kmetov bosta še naprej Cvetko Zupančič in Peter Vrisk .",O O O O O B-PER I-PER O B-PER I-PER O
"Odvetniška zbornica Slovenije je za predstavnico samostojnih poklicev predlagala Bojano Potočan .",B-ORG I-ORG I-ORG O O O O O O B-PER I-PER O
"Univerze , visoke in višje šole bo zastopal rektor ljubljanske univerze Radovan Stanislav Pejovnik .",O O O O O O O O O O O B-PER I-PER I-PER O
"Ravnatelj SNG Opera in balet Ljubljana Mitja Bervar je zastopnik za Funkcionalne interese kulture in športa .",O B-ORG I-ORG I-ORG I-ORG I-ORG B-PER I-PER O O O O O O O O O
"Za interese socialnega varstva je bila izvoljena sekretarka Združenja centrov za socialno delo Darja Kuzmanič Korva .",O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG B-PER I-PER I-PER O
"Na svetniški funkciji ostaja Janvit Golob kot predstavnik raziskovalne dejavnosti in za interese zdravstva Peter Požun .",O O O O B-PER I-PER O O O O O O O O B-PER I-PER O
