index,sentence,ner
534,Branom će se obezbediti voda neophodna za navodnjavanje .,O O O O O O O O O
1762,"Sada je trenutak da Kosovo krene da pregovara o tom pitanju sa Makedonijom i Crnom Gorom "" , kaže Gaši .",O O O O B-LOC O O O O O O O B-LOC O B-LOC I-LOC O O O B-PER O
2393,Delegat na godišnjem okupljanju EBRD stiže u konferencijsku salu u Beogradu 22. maja .,O O O O B-ORG O O O O O B-LOC O O O
1059,""" Ministarski sastanak u Mastrihtu rezultirao je određenim brojem ključnih strategija koje ćemo slediti narednih godina "" , izjavio je u četvrtak ( 15. januara ) u Beču bugarski ministar inostranih poslova Solomon Pasi podsećajući na sastanak ministara inostranih poslova zemalja članica OEBS-a u decembru .",O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O B-PER I-PER O O O O O O O O B-ORG O O O
1100,"Da bi bila zastupljena u parlamentu , politička stranka mora da dobije preko 5 odsto glasova .",O O O O O O O O O O O O O O O O O
3834,"Razgovori su uključivali i turski cilj da se zemlja bavi balkanskim problemima i bolje sarađuje sa regionom , rekao je Davutoglu .",O O O O O O O O O O O O O O O O O O O O B-PER O
3040,""" Svaki dan , svaki sat moraju biti posvećeni naporima u pravcu integracije "" , rekao je on .",O O O O O O O O O O O O O O O O O O O
3198,"Kompleks američke ambasade , koji se proteže duž celog jednog bloka u centru Atine , i okružen je čeličnom ogradom , jedan je od najčuvanijih objekata u prestonici .",O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O
2735,""" Oči Evrope i sveta sada su uprte u BiH čiji bi lideri trebalo da odluče da li će iskoristiti priliku da načine istorijski korak ka NATO-u i evropskim bezbednosnim strukturama "" , navodi se u poruci .",O O B-LOC O O O O O O B-LOC O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O
2623,"U slabom obrazovnom sistemu još uvek godišnje diplomira više od 30.000 mladih ljudi , bez stručnosti koja im je potrebna da uspeju .",O O O O O O O O O O O O O O O O O O O O O O O
766,Visoki zvaničnik poginuo u bombaškom napadu na grčko ministarstvo bezbednosti,O O O O O O O O O O
3118,Mnogi preispituju razloge što je efekat protesta protiv nacrta zakona o reformi zdravstva oslabljen nasiljem i nekim drugim ciljevima .,O O O O O O O O O O O O O O O O O O O O
2351,Većina te energije potiče iz rasprava o pitanjima na koja je EXIT uvek ukazivao .,O O O O O O O O O O O B-MISC O O O
2302,Dvojica albanskih sudija tog suda odmah su podneli ostavke u znak protesta .,O O O O O O O O O O O O O
294,SETimes : Da li bi funkcionisao princip reciprociteta između dve zemlje i da li će Kosovo to tražiti ?,B-ORG O O O O O O O O O O O O O O B-LOC O O O
3106,"U poslednjih dvadeset godina u piramidi je održano nekoliko komercijalnih i sajmova knjiga , a danas se tu nalaze kancelarije i studio privatne nacionalne televizije Top čenel .",O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O
684,Nekoliko policajaca UN-a i pripadnika KFOR-a povređeno je u ponedeljak u sukobima sa srpskim demonstrantima u etničkim podeljenom gradu Mitrovici na Kosovu .,O O B-ORG O O B-ORG O O O O O O O O O O O O O B-LOC O B-LOC O
2789,"Prema navodima iz Transgranične dijagnostičke analize Crnog Mora ( Transboundary Diagnostic Analysis - TDA ) , sprovedene uz pomoć nekoliko organizacija , među kojima UNDP i Biroa UN za projektne usluge , količina otpadnih hranjivih materija koja se uliva iz reka smanjena je za oko 30 odsto u prethodnih desetak godina .",O O O B-MISC I-MISC I-MISC B-LOC I-LOC O B-MISC I-MISC I-MISC O B-MISC O O O O O O O O O O B-ORG O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O
2536,Ona je prvo bila optužena da je koristila svoj uticaj za ilegalnu dodelu stana u državnom vlasništvu dadilji svog unuka 2000. godine .,O O O O O O O O O O O O O O O O O O O O O O O
2673,"Ilhan Džavdžav , predsednik sporskog kluba Gendžlerbirligi iz Ankare , izjavio je da je bio dva puta pitan da namesti utakmice .",B-PER I-PER O O O O B-ORG O B-LOC O O O O O O O O O O O O O
1790,"Kako prenosi agencija Rojters , on je rekao da bi EU trebalo da razmotri mogućnost da odredi 2018. godinu kao ciljni datum .",O O O B-ORG O O O O O O B-ORG O O O O O O O O O O O O
1954,""" On pruža osnovu za demokratsko i multietničko Kosovo u kojem su prava i interesi svih zajednica čvrsto zagarantovani i zaštićeni od strane institucija zasnovanih na vladavini zakona .",O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O
1631,"Pored Divca , za kupovinu Večernjih novosti zainteresovani su Vestdojče Algemajne Cajtung , kao i neki srpski tajkuni .",O B-PER O O O B-ORG I-ORG O O B-ORG I-ORG I-ORG O O O O O O O
2225,"U radu semininara , koji su organizovali Bugarska akademija nauka i nemački Fond Alfred Tofer , učestvovali su renomirani kulturni eksperti , naučnici i akademici iz Bugarske , Makedonije i Srbije i Crne Gore .",O O O O O O O B-ORG I-ORG I-ORG O O B-ORG I-ORG I-ORG O O O O O O O O O O O B-LOC O B-LOC O B-LOC I-LOC I-LOC I-LOC O
1182,"Pozdravljajući potpisivanje političkog sporazuma , grčki premijer Kostas Karamanlis opisao ga je kao "" istorijski dogovor "" kojim se stvaraju uslovi za implementaciju projekta od velikog značaja ne samo za zemlje koje u njemu učestvuju nego i za ceo region .",O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1513,""" To su vrlo ohrabrujući podaci , jer pokazuju da mnoge žene žele da se obrazuju , unapređuju i ostave trag u poslovnom svetu svojim rezultatima "" , rekla je Jelena Gajić iz magazina Poslovna žena za SETimes .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O B-ORG I-ORG O B-ORG O
1325,""" Cilj zakona je da se reše svi sporovi između poslodavaca i zaposlenih , bez sudskog procesa .",O O O O O O O O O O O O O O O O O O
3051,Dva nedavna napada na policijske stanice u Makedoniji uzdrmala su zemlju .,O O O O O O O B-LOC O O O O
1168,"Ministri razvoja Bugarske i Grčke Valentin Cerovski i Dimitris Siufas potpisali su dokument zajedno sa ruskim ministrom industrije i energetike Viktorom Kristenkom , na ceremoniji koja je održana u Sofiji .",O O B-LOC O B-LOC B-PER I-PER O B-PER I-PER O O O O O O O O O O B-PER I-PER O O O O O O O B-LOC O
1838,"Opisujući takve izveštaje kao "" uznemirujuće "" , OHR je u sredu saopštila da će , ako je to istina , "" posledice biti katastrofalne za RS i celokupnu BiH "" .",O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O B-LOC O O B-LOC O O
3243,Ruski Lukoil do sada je u ovoj godini investirao 56 miliona evra u Hrvatskoj .,O B-ORG O O O O O O O O O O O B-LOC O
130,"Činjenica da se ni Srbija , ni srpsko stanovništvo na Kosovu , kao ni jedan broj zemalja na svetu , sa takvim činom ne slažu govore da se nalazimo pred periodom ozbiljnih izazova .",O O O O B-LOC O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O
3693,"UNICEF je obezbedio ćebad , kuhinjsko posuđe , tablete za čišćenje vode i so za oralnu rehidraciju , dok je Kancelarija UN-a za koordinaciju humanitarnih poslova dala donaciju od preko 24.500 evra za koordinaciju reakcije u vanrednoj situaciji .",B-ORG O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O
3752,Ešdaunova kancelarija okreće se tranziciji,B-PER O O O O
3310,"Međutim , vladu više brine inflacija .",O O O O O O O
1535,"On je ukazao da uslovi za članstvo u EU uključuju poštovanje ljudskih i manjinskih prava , kao i napore u borbi protiv ilegalne imigracije , organizovanog kriminala i korupcije .",O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O
3540,Granični spor fokusiran je na oblast Piranskog zaliva .,O O O O O O B-LOC I-LOC O
1335,""" Poslodavci će u početku više obraćati pažnju , dok se , kao što je slučaj sa većinom propisa u Srbiji , ne ispostavi da zakon protiv mobinga ne može efektivno da se sprovodi "" , rekla je Živanović .",O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O B-PER O
1791,"On je , ipak , naglasio da određivanje datuma ne znači i da će te tada zemlje postati članice ako ne ispune sve uslove .",O O O O O O O O O O O O O O O O O O O O O O O O O
2372,Kosovski premijer Hašim Tači ( desno ) i češki ministar inostranih poslova Karel Švarcenberg razgovaraju sa novinarima u ponedeljak ( 14. januara ) u Prištini .,O O B-PER I-PER O O O O O O O O B-PER I-PER O O O O O O O O O O B-LOC O
616,Prvi let u oba smera obavljen je iz Bazela u Švajcarskoj do Prištine .,O O O O O O O O B-LOC O B-LOC O B-LOC O
523,"Da bi pomogli da se očuva grad star 1.800 godina , aktivisti za zaštitu životne sredine i drugi volonteri formirali su grupu Inicijativa Alianoi , uz slogan "" Ne dozvolite da se Alianoi potopi "" .",O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O B-LOC O O O
1310,Među iskusnijim blogerima su član kolektivnog predsedništva Željko Komšić i potpredsednik Partije demokratskog progresa Branislav Borenović .,O O O O O O O B-PER I-PER O O B-ORG I-ORG I-ORG B-PER I-PER O
1132,""" Sa prvim priznavanjem jednog izbeglice , Hrvatska je napravila važan korak u pravcu funkcionalnog sistema azila , u skladu sa Konvencijom o izbeglicama iz 1951. godine i evropskim standardima i praksom , saopštio je predstavnik UNHCR u Hrvatskoj Žan-Klod Konkolato .",O O O O O O O B-LOC O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O O O O O O O O O O O B-ORG O B-LOC B-PER I-PER O
1389,"Kukan : Kao što sam već rekao , svaki incident i nasilje , posebno prema međunarodnim misijama , neprihvatljivi su za evropske institucije .",B-PER O O O O O O O O O O O O O O O O O O O O O O O
1723,"Od ostalih učesnika iz država jugoistočne Evrope , Bugarin Jordan Jovčev osvojio je drugo mesto u vežbama na karikama .",O O O O O O B-LOC O B-PER B-PER I-PER O O O O O O O O O
2595,""" Da stvari budu gore , najmoćniji autoritarni režimi postali su represivniji , uticajniji na međunarodnoj sceni i beskompromisniji "" .",O O O O O O O O O O O O O O O O O O O O O
2385,Štajnmajer je međutim naglasio da potpisivanje sporazuma zavisi od potpune saradnje sa Haškim tribunalom za ratne zločine .,B-PER O O O O O O O O O O O B-ORG I-ORG O O O O
495,"Sveukupna stopa rasta iznosila je oko 25 procenata ; u Bukureštu je bila još veća , dostigavši 40 odsto .",O O O O O O O O O O B-LOC O O O O O O O O O
328,"Tom misijom je trebalo da se obeleži prva godišnjica Flotile slobode , koja je pokušala da prekine blokadu Gaze u maju 2010. godine .",O O O O O O O O O B-MISC I-MISC O O O O O O O B-LOC O O O O O
2446,"Na sastanku u Bonu , OHR-u su data ovlašćenja da donosi zakone , obavezujuće odluke i smenjuje zvaničnike koji opstruiraju proces .",O O O B-LOC O B-ORG O O O O O O O O O O O O O O O O
3052,"Dvanaestog jula tri granate iz ručnog raketnog bacača ispaljene su na policijsku stanicu u selu Vratnica , u blizini Tetova .",O O O O O O O O O O O O O O O B-LOC O O O B-LOC O
2938,"Neki predviđaju pozitivan efekat , dok drugi strahuju da bi to moglo da poveća etničke i međuentitetske tenzije .",O O O O O O O O O O O O O O O O O O O
1735,Muhamet Brajšori za Southeast European Times iz Prištine -- 28.12.2011.,B-PER I-PER O B-ORG I-ORG I-ORG O B-LOC O O
251,""" Ono što je sigurno je da mi želimo da se proces nastavi , pod okriljem UN , tako da se pronađe obostrano prihvatljivo rešenje "" , rekao je portparol grčke vlade .",O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O
2075,""" Sudsko veće je utvrdilo da je dokazima ustanovljeno izvan svake sumnje "" da je Haračija "" izvršio uticaj "" na Morinu , navodi se u saopštenju MKSJ .",O O O O O O O O O O O O O O O B-PER O O O O O B-PER O O O O O B-ORG O
3002,""" Mikro , malim i srednjim preduzećima na polju proizvodnje organske hrane , obrade drveta , kamena , proizvodnje vode , šumskih i morskih proizvoda i uslužnog sektora , trebalo bi da bude posvećena posebna pažnja .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3890,"U međuvremenu , prodajom najveće albanske banke austrijskom kupcu , Tirana je napravila važan korak u svojim pokušajima da privatizuje strateške sektore svoje ekonomije .",O O O O O O O O O O B-LOC O O O O O O O O O O O O O O
2400,Premijer Srbije Vojislav Koštunica izjavio je posle sastanka sa predsednikom EBRD Žanom Lemijerom da održavanje velike bankarske skupštine u Beogradu pokazuje da postoji značajna podrška reformama u Srbiji i uputio investitorima signal da ulažu u državnu zajednicu .,O B-LOC B-PER I-PER O O O O O O B-ORG B-PER I-PER O O O O O O B-LOC O O O O O O O B-LOC O O O O O O O O O O
580,"Tirana u potpunosti podržava integritet i suverenitet Gruzije i odbacuje svaku paralelu sa Kosovom , rekao je albanski premijer Sali Beriša .",B-LOC O O O O O O B-LOC O O O O O B-LOC O O O O O B-PER I-PER O
2325,"Ukupni troškovi projekta procenjeni su na 56,4 miliona evra .",O O O O O O O O O O
3558,Dokument je naljutio kosovske Albnace koji kažu da je narušen suverenitet Kosova .,O O O O B-PER O O O O O O B-LOC O
2799,Prodaja novih automobila u Bugarskoj povećala se za 28 odsto .,O O O O B-LOC O O O O O O
1651,""" Preduzećemo razne inicijative "" , izjavio je Zapatero na zajedničkoj konferenciji za novinare sa premijerom Simeonom Saks-Koburgom , koji je u sredu doputovao u dvodnevnu zvaničnu posetu Madridu .",O O O O O O O O B-PER O O O O O O O B-PER I-PER O O O O O O O O O O B-LOC O
1511,""" Sada je vreme krize , ali mi radimo na obrazovanju poslovnih žena početnica , u skladu sa Strategijom za žensko preduzetništvo 2010-2013 , kao i na stvaranju baze podataka ženskog preduzetništva "" , rekla je predsednica hrvatskog Udruženja poslovnih žena Krug Jadranka Radovanović za SETimes .",O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG B-PER I-PER O B-ORG O
3242,"Takođe u poslovnim vestima : Ekonomska inicijativa za Kosovo i Američka privredna komora na Kosovu potpisali pakt , a Skoplje domaćin Globalne nedelje preduzetništva .",O O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O B-LOC O B-MISC I-MISC I-MISC O
2107,Manekenka na Beogradskoj nedelji mode .,O O B-MISC I-MISC I-MISC O
3566,"Većina kosovskih Albanaca i dalje nije uverena u to , jer smatraju da se radi o ustupku Beogradu na račun njihove nove nezavisne države .",O O B-PER O O O O O O O O O O O O O O B-LOC O O O O O O O
2898,Festival kosovske savremene i klasične muzike ReMuzika počinje u četvrtak ( 21. maj ) u Prištini .,B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O B-LOC O
1639,Ne postoji pravo žalbe na odluku Vrhovnog suda .,O O O O O O B-ORG I-ORG O
2091,Mnogi turisti koji prvi put dođu u zemlje Jugoistočne Evrope često pomenu da su zapanjeni brojem dobro obučenih žena i muškaraca na ulici .,O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O
1796,"Majkrosoft je prošlog meseca izdao verziju svog operativnog sistema Windows XP na makedonskom jeziku , a kompanija je najavila da će do kraja maja izdati i Microsoft Office -- koji uključuje Microsoft Word za obradu teksta , Excel za tablično računanje , Power Point za prezentacije i Outlook za elektronsku poštu -- na makedonskom jeziku .",B-ORG O O O O O O O O B-MISC I-MISC O O O O O O O O O O O O O O O B-MISC I-MISC O O O B-MISC I-MISC O O O O B-MISC O O O O B-MISC I-MISC O O O B-MISC O O O O O O O O
3303,Istaknuti politički lider kosovskih Albanaca upozorio je u sredu na sve veće tenzije u pokrajini i moguće ulične proteste .,O O O O B-PER O O O O O O O O O O O O O O O
283,Huruglica : Održani su sastanci .,B-PER O O O O O
215,"Sledeća tri meseca biće od presudnog značaja za kandidaturu Hrvatske da postane 28. članica EU , kako se ta zemlja nada , 2010. godine , naglasio je jedan visoki zvaničnik Evropske komisije ( EK ) u utorak ( 8. aprila ) i pozvao Zagreb da ubrza reforme .",O O O O O O O O O B-LOC O O O O B-ORG O O O O O O O O O O O O O O O B-ORG I-ORG O B-ORG O O O O O O O O O B-LOC O O O O
2417,"Mislim da ćemo dobiti dosta pomoći od međunarodne zajednice u tom domenu , jer je u svačijem interesu da infrastruktura ovde bude bolja , rekao je srpski ministar finansija Mlađan Dinkić .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
3317,"Krajem juna domaća valuta je naglo skočila , zabeleživši rast od 2,66 odsto u roku od deset dana .",O O O O O O O O O O O O O O O O O O O
1517,Kasnije je Latkovac počelo da posećuje više hiljada turista godišnje .,O O B-LOC O O O O O O O O
3086,""" Predlažemo održavanje ozbiljne naučne diskusije o metodi , konkretnim uslovima u Bugarskoj , utvrđivanju preventivnih mera kao i načinu za smanjenje rizika .",O O O O O O O O O O O O B-LOC O O O O O O O O O O O
2170,""" Možete pratiti ovaj put ka Evropi ili krenuti alternativnim putem . ...",O O O O O O B-LOC O O O O O O
3619,Obnova bi trebalo da košta više od sedam miliona evra .,O O O O O O O O O O O
376,"Tokom sednice Generalne skupštine UN-a 9. novembra 2001. godine , Trajkovski je prvi put predstavio svoj predlog za održavanje regionalnog foruma u Ohridu , kao konkretan korak ka implementaciji Globalnog programa za dijalog civilizacija i njegovog Programa akcije koji je usvojen na istoj sednici .",O O B-ORG I-ORG I-ORG O O O O O B-PER O O O O O O O O O O O B-LOC O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O B-MISC I-MISC O O O O O O O
1778,Pravilo kojeg se moramo pridržavati kaže da put prema punopravnom pristupanju mora da ostane otvoren .,O O O O O O O O O O O O O O O O
336,""" Pozdravljam sve napore uložene da se zaustavi konvoj "" , dodao je on .",O O O O O O O O O O O O O O O
343,"U saopštenju od nedelje Grčka je branila svoj postupak , ponovivši da je to uradila iz bezbednosnih razloga .",O O O O B-LOC O O O O O O O O O O O O O O
13,"Osim toga , mnoge kompanije koje su privatizovane promenile su lokaciju poslovanja i vrlo često se zaposleni , kao što je Beriša , skidaju sa platnog spiska , što dovodi do čestih protesta ispred Agencije za privatizaciju .",O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O B-ORG I-ORG I-ORG O
3081,""" Iste hemikalije i abrazivi se koriste u eksperimentalnoj kao i u proizvodnoj fazi "" , dodaje on .",O O O O O O O O O O O O O O O O O O O
154,Crvenkovski : Iskreno se nadam da se to neće desiti .,B-PER O O O O O O O O O O
373,"Program rada uključuje panel diskusije i sastanke radnih grupa na tri glavne teme : mir i stabilnost , demokratija i civilno društvo , kultura i različitost .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
3279,"To omogućava kriminalnim grupama da se dobro organizuju i ujedine , bez obzira na nacionalnost .",O O O O O O O O O O O O O O O O
2346,"Prvi "" nezvanični EXIT održan je u leto 2000. godine .",O O O B-MISC O O O O O O O
1615,"Poljski kompozitor Zbignjev Prajsner , poznat po svom radu sa režiserom Kristofom Kišlovskim , zadužen je za muziku , a Judžin Geriti koji je učestvovao u snimanju "" Avijatičara "" za ton .",O O B-PER I-PER O O O O O O O B-PER I-PER O O O O O O O B-PER I-PER O O O O O O B-MISC O O O O
2627,""" U izveštaju se jasno zaključuje da je Kosovo pokazalo snažan napredak u decentralizaciji i saradnji sa EULEKS-om . """,O O O O O O O O B-LOC O O O O O O O O B-ORG O O
2818,Takođe u diplomatskim vestima : sirijski predsednik Bašar Al Asad sastao se sa kiparskom ministarskom inostranih poslova Erato Kozaku-Markulis .,O O O O O O O B-PER I-PER I-PER O O O O O O O B-PER I-PER O
1549,Slovenija je priznala Kosovo 2008. godine .,B-LOC O O B-LOC O O O
2777,"Umesto toga , stotine miliona bačeno je na projekte seoskih kanalizacija koje nisu deo obaveza prema EU .",O O O O O O O O O O O O O O O O B-ORG O
2861,""" Ne očekujemo pravdu ili milost od režima na vlasti i oni sigurno neće oklevati da na različite načine nameste ili zloupotrebe izbore , ali mislim da su ljudi sve nezadovoljniji njihovom štetnom politikom i još više činjenicom da vlast često nema nikakvu politiku , i zbog svega toga situacija se mora promeniti . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2375,"Ministar inostranih poslova takođe se sastao sa predsednikom Kosova Fatmirom Sejdiuom , predsednikom parlamenta Jakupom Krasnićijem i zamenikom šefa UNMIK-a Lerijem Rosinom .",O O O O O O O O B-LOC B-PER I-PER O O O B-PER I-PER O O O B-ORG B-PER I-PER O
3643,"Uticajna Asocijacija turskih industrijalaca i poslovnih ljudi ( TUSIAD ) , kao i bankarski sektor , pozivaju na hitan aranžman sa MMF .",O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O O B-ORG O
3677,"Formirano je više od 20 grupa vojnog osoblja , obučenog za pružanje pomoći stanovništvu u pogođenim oblastima , izjavio je u petak načelnik generalštaba general Nikola Kolev saopštavajući plan obnove koji je urađen prošle nedelje .",O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O
1650,"On je takođe obećao povećanje španskih investicija u Bugarskoj , pre svega u oblasti turizma , odbrane i infrastrukture .",O O O O O O O O B-LOC O O O O O O O O O O O
3889,"Takođe je vredno pomenuti da je britanska pivara SABMiller kupila kontrolni paket - 81,1 odsto rumunske pivarske kompanije Aurora .",O O O O O O O O B-ORG O O O O O O O O O B-ORG O
3173,Kipar je bio domaćin papi Benediktu XVI .,B-LOC O O O O B-PER I-PER O
3529,Ciljni datum ulaska - 2007. godina - pokazao se kao svojevrsni katalizator za reforme .,O O O O O O O O O O O O O O O
463,""" Neki ljudi u muslimanskoj kulturi identifikuju demokratiju sa najgorim pojavama u zapadnoj pop kulturi i ne žele da budu deo toga "" , rekao je on .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1303,"Rasprava je podstaknuta internet stranom koju je kreirao opozicioni kandidat Ognjen Tadić , a koja koristi URL koji bi mogao da navede posetioce da pomisle da se radi o zvaničnoj internet strani predsedništva RS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O
1887,"Međutim , region se i dalje suočava sa nekim ozbiljnim problemima .",O O O O O O O O O O O O
3288,""" Svaki predlog koji ne podrazumeva nezavisnost Kosova je neprihvatljiv "" , rekao je on , upozoravajući takođe da bi svaka ponuda da se pokrajina podeli duž etničkih linija mogla da natera Prištinu da napusti pregovore .",O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O
2245,"U uvodniku ovog lista ukazano je da su na Liponena uticali opozicioni protesti , a ne realnost .",O O O O O O O O O B-PER O O O O O O O O
1077,HDZ i SDP vode toliko tesnu borbu da neki razmatraju mogućnost široke koalicije .,B-ORG O B-ORG O O O O O O O O O O O
3865,[ Marta Muco ],O B-PER I-PER O
1055,"Implementacija obaveza OEBS-a biće glavni prioritet Bugarske kao predsedavajućeg ove 55-člane organizacije tokom 2004. godine , izjavio je bugarski ministar inostranih poslova .",O O B-ORG O O O B-LOC O O O O O O O O O O O O O O O O
2427,Oni koji su kasno stigli u BiH trebalo bi da ostanu dok se posao ne završi,O O O O O O B-LOC O O O O O O O O O
1949,Očekuje se da izaslanik UN-a Marti Ahtisari predstavi svoj predlog statusa Kosova u petak ( 26. januara ) u Beču .,O O O O B-ORG B-PER I-PER O O O O B-LOC O O O O O O O B-LOC O
1081,"Kampanja je zvanično počela u subotu ( 3. novembra ) , kada je istekao krajnji rok za sve kandidate da predaju svoje liste Državnoj izbornoj komisiji .",O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O
2274,""" Ako ne bude rezolucije , Kosovo bi ove godine trebalo da proglasi nezavisnost . """,O O O O O O B-LOC O O O O O O O O O
1532,Grčki premijer Jorgos Papandreu doputovao je u ponedeljak ( 4. januara ) u Beograd da bi prisustvovao ambasadorskoj konferenciji koju je organizovalo ministarstvo inostranih poslova Srbije .,O O B-PER I-PER O O O O O O O O O B-LOC O O O O O O O O O O O B-LOC O
3541,"Hrvatska premijerka Jadranka Kosor i njen slovenački kolega Borut Pahor postigli su sporazum u petak ( 11. septembra ) o tome kako da nastave dalje u pogledu tekućeg graničnog spora između dve zemlje , čime su otvorena vrata nastojanjima Hrvatske za pridruživanje EU .",O O B-PER I-PER O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O B-ORG O
2537,Protiv Markovićeve i njenog sina Marka takođe se vodi istraga za krijumčarenje cigareta .,O B-PER O O O B-PER O O O O O O O O
2036,Abortusi u Albaniji su dozvoljeni kada trudnoća uzrokuje ženi psihološke i socijalne probleme .,O O B-LOC O O O O O O O O O O O
