sentence,ner
"To so javni organi , ki so odgovorni za izvajanje posameznih elementov zakonodaje notranjega trga .",O O O O O O O O O O O O O O O O
"Evropska unija tako ne sme prevzemati nalog , ki so bolj primerne za nacionalne , regionalne ali lokalne administracije .",B-ORG I-ORG O O O O O O O O O O O O O O O O O O
"Dostop do vsebine imajo le pristojni organi , ki so neposredno vključeni v izmenjavo informacij .",O O O O O O O O O O O O O O O O
"Generalnega sekretarja predsedstvo imenuje za pet let .",O O O O O O O O
"Na ta dan so potekale prijateljske tekme , » flashmobi « , radijski maratoni , mojstrski tečaji , televizijske oddaje , odprti treningi itd.",O O O O O O O O O O O O O O O O O O O O O O O O
"V Grčiji se je dogodka udeležil Theodoras Zagorakis , zmagovalec Evropskega nogometnega prvenstva 2004 , z državno reprezentanco .",O B-LOC O O O O B-PER I-PER O O B-MISC I-MISC I-MISC I-MISC O O O O O
"Cilj programa je z nogometom med mladimi spodbuditi razvoj pomembnih vrednot in zanimanje za zdrav življenjski slog .",O O O O O O O O O O O O O O O O O O
"Mladi udeleženci z azijske celine – otroške nogometne ekipe iz Japonske , Kitajske in Kazahstana – so prvič sodelovali v programu .",O O O O O O O O O O B-LOC O B-LOC O B-LOC O O O O O O O
"Mladi novinarji iz novinarskega središča v okviru programa predstavijo svoje stališče in tako sledijo formatu » otroci o otrocih « .",O O O O O O O O O O O O O O O O O O O O O
"Po vojni so mesto obnovili .",O O O O O O
"Do konca leta je še 357 dni ( 358 v prestopnih letih ) .",O O O O O O O O O O O O O O
"Med treningom je vratar NK Zenit , Jurij Lodigin , visoko ocenil Zakharjeve sposobnosti in mu zaupal skrivnosti vratarjenja .",O O O O B-ORG I-ORG O B-PER I-PER O O O B-PER O O O O O O O
"Udeleženci programa so mladi nogometaši in novinarji , ki predstavljajo 211 držav in regij sveta .",O O O O O O O O O O O O O O O O
"Vse aktivnosti programa Nogometa za prijateljstvo se pričnejo z izmenjavo zapestnic prijateljstva , ki so simbol enakosti in zdravega načina življenja .",O O O B-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O
"Pozneje je bilo pismo poslano vodjem UEFE , FIFE in MOKA .",O O O O O O B-ORG O B-ORG O B-ORG O
"Zmagovalec Mednarodnega turnirja v uličnem nogometu leta 2014 je bila mladinska ekipa Benfica .",O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O B-ORG O
"Zgodaj leta 2005 je novi predsednik založbe Columbia Records , Steve Greenberg , poslušal Nickov posnetek .",O O O O O O O B-ORG I-ORG O B-PER I-PER O O B-PER O O
"Državna valuta je avstralski dolar .",O O O O O O
"Prvič so se programa Nogomet za prijateljstvo udeležili otroci iz Mehike in Združenih držav Amerike .",O O O O B-MISC I-MISC I-MISC O O O B-LOC O B-LOC I-LOC I-LOC O
"Skupaj so se tretje sezone udeležile mladinske ekipe 24 nogometnih klubov iz 24 držav .",O O O O O O O O O O O O O O O
"17. januar je 17. dan leta v gregorijanskem koledarju .",O O O O O O O O O O
"Ta praznik se je prvič praznoval leta 2014 v 16 državah .",O O O O O O O O O O O O
"Film je bil nominiran za tri oskarje .",O O O O O O O O
"Ta izkušnja je pustila močan pečat na njegovih poznejših delih .",O O O O O O O O O O O
"Razvojna biologija je študij procesov rasti in razvoja organizmov .",O O O O O O O O O O
"Venus Express je prva raziskovalna odprava na Venero Evropske vesoljske agencije ( ESA ) .",B-MISC I-MISC O O O O O B-LOC B-ORG I-ORG I-ORG O B-ORG O O
"Leta 1923 je z asistentom Erichom Hücklom predlagal izboljšavo teorije Svanteja Arrheniusa o električni prevodnosti v elektrolitskih raztopinah .",O O O O O B-PER I-PER O O O B-PER I-PER O O O O O O O
"V Ameriki in v naši državi je jedrsko orožje – grozovito orožje , ki lahko v trenutku ubije milijone ljudi .",O B-LOC O O O O O O O O O O O O O O O O O O O
"Recimo , newton je definiran kot sila , ki je potrebna , da pospeši en kilogram za en meter na kvadratno sekundo .",O O O O O O O O O O O O O O O O O O O O O O O
"Film je posnet po resnični zgodbi .",O O O O O O O
"V zgodnjih letih so podelili več kot eno medaljo letno , od leta 1833 pa je bila podeljena le ena medalja na leto .",O O O O O O O O O O O O O O O O O O O O O O O O
"Antibiotiki ne učinkujejo proti virusnim okužbam oziroma virusom , ki povzročajo navadni prehlad .",O O O O O O O O O O O O O O
"Znamenite poslednje besede Fransa Sammuta so bile : » Žena in jaz bi morala iti v Jeruzalem , vendar mislim , da se je načrt spremenil . «",O O O B-PER I-PER O O O O O O O O O O O B-LOC O O O O O O O O O O O
"Življenjska doba je približno šest let .",O O O O O O O
"Končno je bil odpuščen iz državne službe .",O O O O O O O O
"Po preteku 8 do 12 tednov okužena oseba preide v kronično fazo bolezni in v 60 – 70 % nikoli ne razvije novih simptomov .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Nekaj let pozneje ( 1906 ) je objavil Słownik chemiczny , prvi poljski kemijski slovar .",O O O O O O O O B-MISC I-MISC O O O O O O
"Na splošno predlagamo prekinitev njihove nadaljnje proizvodnje in uničenje vseh zalog na Zemlji .",O O O O O O O O O O O O B-LOC O
"Sovjetski narod dobro ve , kako strašna stvar je vojna .",O O O O O O O O O O O
"Kmetijska proizvodnja je omejena , le 2 % zemlje je obdelovalne in večino hrane je treba uvoziti .",O O O O O O O O O O O O O O O O O O
"Prvi , lesen slavolok zmage je bil zgrajen v naglici , potem ko je Romunija postala neodvisna ( 1878 ) , tako da so lahko pod njim korakale zmagovite čete .",O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O
"Podrobnosti tega procesa so odvisne od količine in vrste snovi v vesolju .",O O O O O O O O O O O O O
"Odgovoril ti bom resno in iskreno .",O O O O O O O
"Ta knjiga je znana in priljubljena med vsemi fanti in dekleti v naši državi .",O O O O O O O O O O O O O O O
"Če ne , mi , prosim , povejte , kako boste pomagali , da ne bo vojne .",O O O O O O O O O O O O O O O O O O
"V tistem času je bila to njihova največja ladja .",O O O O O O O O O O
"Olimpijske igre 1916 so bile dodeljene Berlinu , vendar so bile odpovedane zaradi prve svetovne vojne .",B-MISC I-MISC I-MISC O O O B-LOC O O O O O O O O O O
"Člani se v okviru nacionalnih delegacij sestanejo pred plenarnimi zasedanji in drugimi dogodki ter oblikujejo skupna stališča .",O O O O O O O O O O O O O O O O O O
"Uporabniki lahko tudi sami povejo , kateri podatki manjkajo na portalu in podajo svoje mnenje o kakovosti razpoložljivih podatkov .",O O O O O O O O O O O O O O O O O O O O
"Zadolžen je za izvajanje sklepov predsednika in predsedstva ter za nemoteno delovanje uprave OR .",O O O O O O O O O O O O O B-ORG O
"V tem obdobju je vložil okoli 75 milijard € – skoraj 10 % proračuna EU – v projekte , ki pospešujejo zaposlovanje .",O O O O O O O O O O O O O O B-ORG O O O O O O O O
"Prvotni cilj je bil določitev standarda XML za izmenjavo informacij o blagovnih znamkah .",O O O O O O B-MISC O O O O O O O
"Kot vodja uprave OR generalni sekretar ne sme biti nosilec političnega mandata .",O O O B-ORG O O O O O O O O O
"OR lahko oblikuje mnenje tudi na lastno pobudo , kar mu omogoča , da na dnevni red EU uvršča točke .",B-ORG O O O O O O O O O O O O O O O O B-ORG O O O
"Nekateri metapodatki ( npr. imena ponudnikov podatkov in geografska pokritost ) so v 24 jezikih .",O O O O O O O O O O O O O O O O
"Stopnja financiranja ESS se med regijami razlikuje in je odvisna od njihovega relativnega bogastva .",O O B-ORG O O O O O O O O O O O O
"Vlogo pri oblikovanju prednostnih nalog za uporabo sredstev ESS ima tudi Evropska socialna agenda .",O O O O O O O O B-ORG O O B-ORG I-ORG I-ORG O
"Portal odprtih podatkov EU je točka dostopa do javnih podatkov , ki jih objavijo institucije , agencije in drugi organi EU .",B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O B-ORG O
"Prav tako se imenujejo organi za potrjevanje in revizijski organi , ki nadzorujejo in zagotavljajo skladnost izdatkov s predpisi ESS .",O O O O O O O O O O O O O O O O O O O B-ORG O
"Povabljeni so tudi dobitniki nagrad iz prejšnjih let , da nastopijo kot posebni gostje .",O O O O O O O O O O O O O O O
"Po sprejetju strategije in porazdelitve proračuna se ubere skupen pristop k načrtovanju programov .",O O O O O O O O O O O O O O
"Portal je na voljo v 24 uradnih jezikih EU , večina metapodatkov pa je zaenkrat dostopna le v omejenem številu jezikov ( angleščini , francoščini in nemščini ) .",O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O
"Na portalu lahko uporabniki dostopajo do podatkov , objavljenih na spletnih straneh različnih institucij , agencij in drugih organov EU .",O O O O O O O O O O O O O O O O O O O B-ORG O
"Države članice imenujejo nacionalne upravne organe ESS , ki so odgovorni za izbiro projektov , izplačevanje sredstev ter ocenjevanje napredka in rezultatov projektov .",O O O O O O B-ORG O O O O O O O O O O O O O O O O O
"Te skupne prednostne naloge so potem povzete v Zaposlitvenih smernicah in vključene v Nacionalne programe reform , ki jih izdelajo države članice same .",O O O O O O O O B-MISC I-MISC O O O B-MISC I-MISC I-MISC O O O O O O O O
"Leta 1903 je bila ukrajinska priseljenska skupnost v zahodni Kanadi že dovolj velika , da je pritegnila pozornost verskih voditeljev , politikov in izobražencev .",O O O O O O O O O B-LOC O O O O O O O O O O O O O O O
"Pristojni organi so končni uporabniki IMI ( informacijskega sistema za notranji trg ) .",O O O O O B-MISC O B-MISC I-MISC I-MISC I-MISC I-MISC O O
"Izvorno je bil namenjen prevajanju med sorodnimi jeziki , vendar so ga nedavno razširili tudi na obravnavo bolj oddaljenih jezikovnih parov .",O O O O O O O O O O O O O O O O O O O O O O
"Steroide se daje rutinsko , v hudih primerih se uporablja adrenalin .",O O O O O O O O O O O O
"IMI omogoča javnim organom na državni , regionalni in lokalni ravni , da poiščejo sorodne organe v drugih državah in z njimi izmenjajo informacije .",B-MISC O O O O O O O O O O O O O O O O O O O O O O O O
"Graf , ki vsebuje Hamiltonov cikel , se imenuje Hamiltonov graf .",O O O O B-MISC I-MISC O O O B-MISC I-MISC O
"Razjeda je v notranjosti lahko večja kot na površini kože in obdaja jo lahko oteklina .",O O O O O O O O O O O O O O O O
"Lahko se nanaša tudi na živali in rastline .",O O O O O O O O O
"Pri njihovi pripravi sodelujejo zunanji strokovnjaki .",O O O O O O O
"Virusna pljučnica je odgovorna za okoli 200 milijonov primerov .",O O O O O O O O O O
"Ponavadi je potreben samo enkratni odmerek , za katerega na splošno velja , da je precej varen .",O O O O O O O O O O O O O O O O O O
"Proces še ni dokončan .",O O O O O
"Mednarodno novinarsko središče za otroke združuje zmagovalce nacionalnih tekmovanj za najboljšega mladega novinarja , mlade blogerje , fotografe in pisatelje .",B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O
"Nižni Novgorod je gostil prijateljsko tekmo za mlade nogometaše iz NK Volga , medtem ko so odrasli igralci kluba vodili ogrevanje in trening za otroke .",B-LOC I-LOC O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O
"Merkur je sestavljen iz približno 70 % kovinskih in 30 % silikatnih snovi .",B-LOC O O O O O O O O O O O O O
"Po zaključku foruma so udeleženci sledili tradiciji in se udeležili zaključne tekme Lige prvakov UEFA .",O O O O O O O O O O O O B-MISC I-MISC I-MISC O
"V Moskvi je bil ob podpori Zveze za šport slepih organiziran Turnir enakih možnosti .",O B-LOC O O O O B-ORG I-ORG I-ORG I-ORG O B-MISC I-MISC I-MISC O
"Cervantesov vpliv na španski jezik je bil tako velik , da se jezik velikokrat imenuje la lengua de Cervantes ( » Cervantesov jezik « ) .",B-PER O O O O O O O O O O O O O O O O O B-PER O O B-PER O O O O
"To nas je naučil veliki ustanovitelj naše države Vladimir Lenin .",O O O O O O O O B-PER I-PER O
"Meji na vse južnoameriške države , z izjemo Ekvadorja in Čila .",O O O O O O O O B-LOC O B-LOC O
"Ja , Samantha , v Sovjetski zvezi se po najboljših močeh trudimo , da na Zemlji ne bo vojne .",O O B-PER O O B-LOC I-LOC O O O O O O O O B-LOC O O O O
"Eulerjeva funkcija je imenovana po švicarskem matematiku Leonhardu Eulerju .",B-MISC I-MISC O O O O O B-PER I-PER O
"Pavia je po triletnem obleganju padla leta 572 in tako postala prva prestolnica novega italskega Langobardskega kraljestva .",B-LOC O O O O O O O O O O O O O O B-LOC I-LOC O
"Apollo 12 je bila šesta vesoljska odprava s človeško posadko v ameriškem programu Apollo in druga , ki je pristala na Luni .",B-MISC I-MISC O O O O O O O O O O O B-MISC O O O O O O O B-LOC O
"Red britanskega imperija je ustanovil kralj Jurij V. Britanski 4. junija 1917 .",O O O O O O B-PER I-PER I-PER O O O O
"Zato je menil , da je glavna naloga vojaških voditeljev temeljita priprava vseh možnih izidov .",O O O O O O O O O O O O O O O O
"Palazzo je danes največji muzejski kompleks v Firencah .",B-ORG O O O O O O B-LOC O
"Fokker je bil nizozemski proizvajalec letal , poimenovan po svojem ustanovitelju , Anthonyju Fokkerju .",B-ORG O O O O O O O O O O O B-PER I-PER O
"Poroka je bila predlagana kot način , da se ustvari prijateljstvo med Dansko in Švedsko .",O O O O O O O O O O O O B-LOC O B-LOC O
"Njihova pričakovana življenjska doba je vsaj 10 let .",O O O O O O O O O
"Občinska zastava mesta Jeruzalem temelji na izraelski zastavi .",O O O B-LOC O O O O O
"Na zgornji strani je modra , na spodnji pa zelena .",O O O O O O O O O O O
"Izobraženi grški sužnji so bili v Rimu zelo iskani , še posebej zdravniki in učitelji , in izobraženi moški so predstavljali pomembno izvozno blago .",O O O O O O B-LOC O O O O O O O O O O O O O O O O O O
"Kljub temu da Greenberg ni maral albuma , mu je bil všeč Nickov glas .",O O O B-PER O O O O O O O O B-PER O O
"Čeprav je jezero Kyoga del sistema afriških Velikih jezer , samo ne šteje za veliko jezero .",O O O B-LOC O O O B-LOC I-LOC O O O O O O O O
"Opažanja kažejo , da je 73 % celotne energijske gostote današnjega vesolja v tej obliki .",O O O O O O O O O O O O O O O O
"Le dva meseca po zaključku študija je objavil svoj prvi znanstveni članek na temo Einsteinove splošne teorije relativnosti .",O O O O O O O O O O O O O O B-PER O O O O
"Kot veliko drugih obolenj je tudi debelost posledica medsebojnega vpliva genetskih in okoljskih dejavnikov .",O O O O O O O O O O O O O O O
"Za bolezen ni posebnega zdravljenja .",O O O O O O
"Grabowski je bil odgovoren za prve tečaje esperanta na nekaj šolah v Varšavi .",B-PER O O O O O O O O O O O B-LOC O
"Film vsebuje izvlečke govorov , ki so jih imeli na kongresu različni nacistični voditelji , vključno z Adolfom Hitlerjem .",O O O O O O O O O O O O O O O O O B-PER I-PER O
"Paladijevska arhitektura je evropski arhitekturni slog , ki izhaja in se navdihuje po načrtih beneškega arhitekta Andree Palladia ( 1508 - 1580 ) .",O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O
"Poimenovana je po francoskem politiku in generalu Charlesu de Gaullu .",O O O O O O O B-PER I-PER I-PER O
"Tudi sam UNHCR je bil nagrajen z dvema Nobelovima nagradama za mir v letih 1954 in 1981 .",O O B-ORG O O O O O B-MISC I-MISC I-MISC I-MISC O O O O O O
"Anafilaksa je hud alergijski odziv , ki nastopi hitro in prizadene številne sisteme v telesu .",O O O O O O O O O O O O O O O O
"Heyerdahl je predlagal teorijo , po kateri naj bi bili Kanarski otoki antična pomorska baza za plovbo med Ameriko in Mediteranom .",B-PER O O O O O O O O O B-LOC I-LOC O O O O O O B-LOC O B-LOC O
"Nihče v naši državi – ne delavci , kmetje , pisatelji ali zdravniki , ne odrasli ne otroci niti člani vlade – si ne želi niti velike niti » majhne « vojne .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Zdravljenje zahteva jemanje več antibiotikov v daljšem časovnem obdobju .",O O O O O O O O O O
"V času festivala so potekale prijateljske nogmetne tekme in drugi dogodki .",O O O O O O O O O O O O
"Lunina iluzija je optična prevara , ki povzroči , da se Luna zdi večja ob horizontu kot višje na nebu .",O O O O O O O O O O O B-LOC O O O O O O O O O
"Po še več uporih so bili Sasi leta 804 dokončno podjarmljeni .",O O O O O O B-PER O O O O O
"Analize Luninih rotacij , ki so časovno spremenljive , kažejo , da je jedro vsaj delno staljeno .",O O O O O O O O O O O O O O O O O O
"V rimski mitologiji je bil Neptun bog morja , enakovreden grškemu Pozejdonu .",O O O O O B-PER O O O O O B-PER O
"Sposoben je tudi slediti več tarčam naenkrat .",O O O O O O O O
"Močno monsunsko deževje julija in avgusta povzroča občasne zemeljske plazove , ki lahko zaprejo cesto za več ur ali dni .",O O O O O O O O O O O O O O O O O O O O O
"Januarja 2003 se je vpisala na Univerzo v Stockholmu , kjer je začela s študijem umetnostne zgodovine .",O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O
"Trasa KKH sledi eni od mnogih starodavnih poti v trasi Svilne ceste .",O B-LOC O O O O O O O O B-LOC I-LOC O
"Čutilni sistemi kodirajo štiri vidike dražljaja : vrsto ( modalnost ) , intenziteto , lokacijo in trajanje .",O O O O O O O O O O O O O O O O O O
"Od leta 2010 piše mesečno kolumno za revijo Joods Aktueel , najbolj razširjeno judovsko publikacijo v Belgiji .",O O O O O O O O B-ORG I-ORG O O O O O O B-LOC O
"Prebivalstvo je sprejelo nadvlado kralja Norveške , je pa obdržalo svoje pravo .",O O O O O B-LOC O O O O O O O
"Ørsted je pomembno prispeval k področju kemije , ko je prvič pridobil aluminij .",B-PER O O O O O O O O O O O O O
"Bil je kurator prve monografske razstave o knjižnici Zamoyski .",O O O O O O O O B-ORG O
"Mesto je bilo najprej ustanovljeno kot sedež britanske kolonijalne oblasti .",O O O O O O O O O O O
"Diseases Database je prosto dostopna spletna stran , ki nudi informacije o povezavi med zdravstvenim stanjem , simptomi in zdravili .",B-MISC I-MISC O O O O O O O O O O O O O O O O O O O
"Ta odnos je pri mnogih zbujal zgražanje in celo Periklejev lastni sin , Ksantip , ki je imel politične ambicije , ni okleval obrekovati svojega očeta .",O O O O O O O O O B-PER O O O B-PER O O O O O O O O O O O O O
"Nekateri astronomi verjamejo da obročaste galaksije nastanejo , ko gre manjša galaksija skozi središče večje galaksije .",O O O O O O O O O O O O O O O O O
"Prevladujoča tema filma je vrnitev Nemčije kot velike moči s Hitlerjem kot vodjo , ki bo narodu prinesel slavo .",O O O O O B-LOC O O O O B-PER O O O O O O O O O
"Zanj so se zanimali tudi številni drugi klubi v Prvi ligi .",O O O O O O O O O B-MISC I-MISC O
"Tokrat ni bil sam : k sebi je vzel nečaka in njegovo prijateljico Jutei , ki sta okrevala po bolezni .",O O O O O O O O O O O O O B-PER O O O O O O O
"Besedilo so spremenili tako , da ni več omenjalo Josipa Stalina .",O O O O O O O O O B-PER I-PER O
"Niso ekonomsko pomembni .",O O O O
"Po navadi igra na mestu levega vezista ali levega branilca .",O O O O O O O O O O O
"Predsedstvo OR pri delu podpira tudi posebna komisija za finančne in upravne zadeve ( CFAA ) .",O B-ORG O O O O O O O O O O O O B-ORG O O
"Enostaven in brezplačen dostop do podatkov pospešuje njihovo inovativno uporabo in gospodarski potencial .",O O O O O O O O O O O O O O
"Člani Odbora regij se sestanejo na plenarnem zasedanju v Bruslju šestkrat na leto , da bi oblikovali in sprejeli mnenja , poročila in resolucije .",O B-ORG I-ORG O O O O O O B-LOC O O O O O O O O O O O O O O O
"Zapestnica je iz dveh vrvic , modre in zelene , in nosi jo lahko vsak , ki priznava vrednote programa .",O O O O O O O O O O O O O O O O O O O O O
"Resolucije omogočijo , da Odbor regij izrazi svoje stališče o pomembnih in aktualnih vprašanjih .",O O O O B-ORG I-ORG O O O O O O O O O
"Prireditev snema nizozemska televizijska postaja NOS / NTR in jo prenaša prek NPO 3 .",O O O O O B-ORG I-ORG I-ORG O O O O B-ORG I-ORG O
"Večina zvezd je starih med 1 milijardo in 10 milijardami let .",O O O O O O O O O O O O
"Zgodbe o uspehu ESS : več kot 70 zgodb o uspehu priča o tem , kako so projekti ESS izboljšali delovna življenja ljudi po vsej Evropi .",O O O B-ORG O O O O O O O O O O O O O O B-ORG O O O O O O B-LOC O
"Tako je projekt združil mlade igralce štirih kontinentov – Afrike , Evrazije , Severne in Južne Amerike .",O O O O O O O O O B-LOC O B-LOC O B-LOC I-LOC I-LOC I-LOC O
"Medtem ko se strategijo določa na nivoju EU , so za izvajanje financiranja ESS odgovorne države članice EU in regije .",O O O O O O O B-ORG O O O O O B-ORG O O O B-ORG O O O
"12. marca 1999 je Češka republika , skupaj s Poljsko in Madžarsko , postala članica zveze NATO .",O O O O B-LOC I-LOC O O O B-LOC O B-LOC O O O O B-ORG O
"Ponekod zakonodaja zahteva komunikacijo med državami članicami in Evropsko komisijo ( na primer obveščanje o nacionalnih ukrepih za izvajanje zakonodaje Evropske unije ) .",O O O O O O O O B-ORG I-ORG O O O O O O O O O O B-ORG I-ORG O O
"Strategija določa cilje financiranja ESS , ki si jih deloma ali v celoti deli z drugimi strukturnimi skladi .",O O O O B-ORG O O O O O O O O O O O O O O
"Lokalne in regionalne oblasti znotraj Evropske unije so lobirale za večji vpliv pri zadevah EU .",O O O O O B-ORG I-ORG O O O O O O O B-ORG O
"Konvergenčni cilj : spodbujati rast in zaposlovanje v najmanj razvitih regijah .",O O O O O O O O O O O O
"V hujših primerih , povezanih z gripo tipa A ali B , se lahko uporabi protivirusne zaviralce nevraminidaze .",O O O O O O O O O O O O O O O O O O O
"Portal je namenjen tudi krepitvi preglednosti in odgovornosti institucij in drugih organov EU .",O O O O O O O O O O O O B-ORG O
"Skupno raziskovalno središče Evropske komisije je odgovorno za nudenje tehnične in znanstvene podpore pobudi .",B-ORG I-ORG I-ORG B-ORG I-ORG O O O O O O O O O O
"Strategija določa tudi širše prednostne osi – ukrepe , ki so potrebni za doseganje ciljev in ki so upravičeni do financiranja .",O O O O O O O O O O O O O O O O O O O O O O
"Marca leta 1994 poteka prvo plenarno zasedanje OR v Bruslju .",O O O O O O O B-ORG O B-LOC O
"Programska oprema SnatchBot je brezplačno oblakovno orodje za ustvarjanje pogovornega robota , ki je bilo zasnovano za družabna omrežja .",O O B-MISC O O O O O O O O O O O O O O O O O
"O strategiji ESS in proračunu se pogajajo države članice EU , Evropski parlament in Evropska komisija .",O O B-ORG O O O O O O B-ORG O B-ORG I-ORG O B-ORG I-ORG O
"Woodard je znan po svojih replikah Dreamachine , nekoliko psihoaktivne svetilke , ki je bila razstavljena v umetniških muzejih po vsem svetu .",B-PER O O O O O B-MISC O O O O O O O O O O O O O O O O
"Kot člana komunistične partije so ga izbrali v državno dumo .",O O O O O O O O O O O
"ESS se upravlja v okviru sedemletnega programskega cikla .",B-ORG O O O O O O O O
"Vsaka država članica ima enega nacionalnega koordinatorja IMI ( NIMIC ) , večinoma na katerem od nacionalnih ministrstev .",O O O O O O O B-ORG O B-ORG O O O O O O O O O
"Z nagrado želi Evropska komisija spodbuditi čezmejno kroženje repertoarja popularne glasbe in poudariti bogato glasbeno raznolikost Evrope .",O O O B-ORG I-ORG O O O O O O O O O O O B-LOC O
"Ekonomski dejavniki vključujejo ekonomsko rast , obrestne mere , menjalne tečaje in stopnjo inflacije .",O O O O O O O O O O O O O O O
"Ko pristojni organ potrebuje informacije od sorodnega organa v drugi državi , lahko pošlje zahtevek za informacijo .",O O O O O O O O O O O O O O O O O O
"Portal je ključni instrument strategije EU o odprtih podatkih .",O O O O O B-ORG O O O O
"S 84 km² je največje naravno jezero na Islandiji .",O O O O O O O O B-LOC O
"V tej funkciji je predlagal pobratenje mesta z mestom Nueva Germania v Paragvaju .",O O O O O O O O O B-LOC I-LOC O B-LOC O
"Cilj IMI je » postati prilagodljivo orodje za upravno sodelovanje , ki prispeva k boljšemu upravljanju notranjega trga « .",O B-ORG O O O O O O O O O O O O O O O O O O
"Bakterije se lahko širijo tudi s krvjo .",O O O O O O O O
"Družba , v kateri ni zajamčeno varstvo pravic in v kateri ni določena delitev oblasti , nima ustave .",O O O O O O O O O O O O O O O O O O O
"Pri zelo starih in zelo mladih so lahko simptomi nejasni ali pa nespecifični .",O O O O O O O O O O O O O O
"Po smrti Karla Velikega 28. januarja 814 v Aachnu , so ga pokopali v njegovi dvorni kapeli v Aachnu .",O O B-PER I-PER O O O O B-LOC O O O O O O O O O B-LOC O
"Primer takšnega skladišča je seznam registrov , ki ga vzdržujejo pristojni organi v Evropskem gospodarskem območju .",O O O O O O O O O O O O O B-ORG I-ORG I-ORG O
"Rurik je ostal na oblasti do svoje smrti leta 879 .",B-PER O O O O O O O O O O
"Mehanizem izmenjave uporablja sezname vnaprej prevedenih vprašanj in odgovorov , ki so na voljo v vseh jezikih EU .",O O O O O O O O O O O O O O O O O B-ORG O
"Kadar se uporablja kot tak , pomeni , da nobena stran ne pridobi niti ne izgubi ozemlja ter ekonomskih in političnih pravic .",O O O O O O O O O O O O O O O O O O O O O O O
"Čeprav je visoka gostota Zemlje , posebno v jedru , v veliki meri posledica težnostnega pritiska , je Merkur precej manjši in njegova notranjost ni tako zgoščena .",O O O O B-LOC O O O O O O O O O O O O O B-LOC O O O O O O O O O
"Bolezen je leta 1909 prvič opisal Carlos Chagas , po katerem je dobila ime .",O O O O O O B-PER I-PER O O O O O O O
"Otroci , pri katerih nasičenost s kisikom znaša manj kot 92 % , morajo dobiti kisik , bolnike s hudim krupom pa je treba sprejeti v bolnišnico na opazovanje .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Praktični primer zahtevka za informacije je , ko želi nemški učitelj s svojimi dejavnostmi nadaljevati na Portugalskem .",O O O O O O O O O O O O O O O O B-LOC O
"Korenine so globoke in močne .",O O O O O O
"Adrenalin običajno v 10 – 30 minutah zniža silovitost krupa , učinek pa traja zgolj približno dve uri .",O O O O O O O O O O O O O O O O O O O
"Ko se imunski sistem odzove na okužbo , lahko pride do dodatne okvare pljuč .",O O O O O O O O O O O O O O O
