index,sentence,ner
18037,"Smijmo se ljudi , smijeh je znak da živimo ovaj čudesni život , smijeh je obaveza , svjedočanstvo nutarnje slobode .",O O O O O O O O O O O O O O O O O O O O O
6499,"Ipak , Finac nije zabrinut .",O O B-PER O O O
5750,"Danas , na izmaku 2010. vidljivo je doista koliko je kriza ohladila Hrvate od opsesivnog šopinga .",O O O O O O O O O O O O B-PER O O O O
22291,"Pomireni , prepušteni nemoći , uvjereni da je to zadnja granica njihove moći",O O O O O O O O O O O O O
22522,"Odličan odabir citata , a vjerujem i njemu draga čestitka .",O O O O O O O O O O O
9163,I ne mogu vjerovati da je ona rodila onakvo dijete kao što je Zvjezdana .,O O O O O O O O O O O O O B-PER O
1420,"Natječaj za izbor građevinske tvrtke trebao bi biti raspisan do konca 2011. godine , rekla je .",O O O O O O O O O O O O O O O O O
2276,Trajao je 100 dana i označio početak kraja za Miloševića .,O O O O O O O O O B-PER O
15961,Situacija koju si nam opisala doista djeluje uznemiravajuće i jako mi je žao što ona tvoju svakodnevicu ispunjava osjećajem straha i stalnom brigom koju spominješ .,O O O O O O O O O O O O O O O O O O O O O O O O O O
5247,Povoljno je vrijeme za putovanja .,O O O O O O
8921,Iskreno mislim da je obrnuto .,O O O O O O
20137,"Dakle , oni će uzeti drogu i ona će im se svidjeti .",O O O O O O O O O O O O O
23736,"Sveto pismo smrt naziva posljednjim neprijateljem čovjeka kojeg je Isus obeskrijepio podloživši svaku vlast i svako vrhovništvo pod svoje noge ( usp. 1 Kor 15 , 20 28 ) .",B-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
21206,Brano : Svakako,B-PER O O
11726,Vjerojatno određen udio njih i bi .,O O O O O O O
15903,"U tom se slučaju najčešće zrači i područje odstranjene dojke , ali indikacija nije apsolutna jer postoji i stav da to nije potrebno jer je vjerojatnost lokalnog recidiva ipak vrlo mala s obzirom na niski proliferacijski potencijal tumora ( Ki67 je samo 1 % ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
9993,"No , za razliku od događaja u Mariboru , policija je ovaj put ostala pribrana te je silu koristila samo protiv provokatora čime su stav sindikata policije o neprimjerenosti mjera štednje te nezadovoljstvo situacijom u državi potvrđeni i u praksi .",O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6641,Diplomatskom akademijom upravlja ravnatelj .,O O O O O
12530,"Promocija knjige , koju je objavila izdavačka kuća Znanje , održana je u zagrebačkom baru Bling u Cascade centru .",O O O O O O O O B-ORG O O O O O O B-ORG O B-ORG I-ORG O
10149,"Kako su na današnjoj konferenciji za novinare izvijestili iz kompanije , Energija 2 Sustavi promijenit će ime u RWE Energija i električnu energiju nuditi kućanstvima i gospodarskim subjektima , a potrošači u Hrvatskoj mogu očekivati konkurentne cijene , pouzdanost isporuke i uslugu koja brine o kupcima .",O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O B-ORG I-ORG O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O
10153,""" RWE je poznata i renomirana kompanija u energetskom sektoru .",O B-ORG O O O O O O O O O
19304,"U trećoj dionici stvorili smo tri gola prednosti , jedno vrijeme imali i 5:1 .",O O O O O O O O O O O O O O O
12656,"- U pripremi obroka u "" Black Rocku "" ne upotrebljava se ulje , niti mast .",O O O O O O B-ORG I-ORG O O O O O O O O O
14587,Rubeola,O
13157,"Još je vitalan i redovito slavi misu na oltaru zagrebačke katedrale , a nađe se i u ispovjedaonicama katedrale ili nekoj drugoj okolnoj crkvi .",O O O O O O O O O O O O O O O O O O O O O O O O O
24600,"Također je jedne noći dok su svi spavali i sva svjetla bila ugašena , odjednom ( budući da živim u zgradi ) portafon počeo pištati užasno visokim tonovima kao da ga netko dere i kolje .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1343,Ne očekujem da će se to promijeniti .,O O O O O O O O
6109,"Instantor radi tako što ocjenjuje kreditni rejting korisnika sustavom internetskog bankarstva i prosljeđuje ga klijentu , odnosno tvrtki od koje korisnik želi kupiti neki proizvod ili uslugu .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
23863,"Marx je za razliku od Hegela i antičkih materijalista , mehaničkih materijalista iliti , skupno nazvano filozofskih materijalista , bio historijski materijalist",B-PER O O O O B-PER O O O O O O O O O O O O O O O O
1646,""" Mi smo potpisali sporazum s predstavnicima srpske manjine , koji pružaju potporu našoj vladi "" , rekao je Sanader najavljujući planove za imenovanje nekoliko predstavnika srpske zajednice na položaje državnih tajnika u vladi .",O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O
3094,"U sklopu dvodnevna posjeta , Saakashvili se također sastao s premijerom Emilom Bocom i ostalim političkim i vjerskim čelnicima .",O O O O O B-PER O O O O O B-PER I-PER O O O O O O O
5053,Svakodnevne bioenergetske kure poslije dva mjeseca potpuno su izmijenile Jadranku R. : spremno se počela suočavati s problemima .,O O O O O O O O O B-PER I-PER O O O O O O O O
375,"Ministrica obrazovanja Anna Diamantopoulou , bivša povjerenica EU koja se smatra jednim od nekolicine mogućih nasljednika sadašnjeg premijera Georgea Papandreoua na čelu vladajuće stranke , nazvala je glasovanje u parlamentu "" povijesnim "" , ističući da bi se takav konsenzus mogao postići i na ostalim područjima .",O O B-PER I-PER O O O B-ORG O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O
9806,nedovoljan ( 1 ),O O O O
1231,"EC želi vidjeti stvaran , razvidan napredak u provedbi pravosudnih reformi , unaprjeđenju učinkovitosti pravosudnog sustava i u borbi protiv organiziranog kriminala i korupcije , izjavio je Leigh nakon sastanka s ministricom europskih integracija Meglenom Kunevom .",B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O B-PER I-PER O
3687,"Cvetković je izjavio na tiskovnoj konferenciji kako vlada nije u stanju djelovati zbog unutarnjih sukoba , te on želi smijeniti "" one članove kabineta koji uništavaju ugled vlade "" .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
11188,"Osim Kranjčara , Redknappove su želje , prenosi britanski portal In The News , Emile Heskey , Steven Taylor iz Newcastlea te Owen Hargreaves .",O B-PER O B-PER O O O O O O B-ORG I-ORG I-ORG O B-PER I-PER O B-PER I-PER O B-ORG O B-PER I-PER O
5265,Zdravlje je solidno .,O O O O
16377,"Samo "" Do you CEE ? "" izvješće obuhvaća pregled stanja na tržištu Interneta 15 država srednje i istočne Europe u 2010. godini , odnosno područja s 300 milijuna stanovnika i velikim potencijalom rasta .",O O O O B-ORG O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O
5353,Ugled vam je povećan .,O O O O O
4986,"Popijač ističe i kako postoji interes investitora pogotovo u energetici i turizmu , da su deseci projekata u tim djelatnostima u odmakloj fazi , a ni jedan nije ispod sto milijuna eura .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1542,Sa sobom je donio 12 mapa na kojima su prikazane potencijalne zaštićene zone .,O O O O O O O O O O O O O O
900,"Kampanja je prošlog tjedna postala prljava , a suprotstavljeni su tabori razmjenjivali osobne napade .",O O O O O O O O O O O O O O O
16932,Riječ je Gospodnja .,O O O O
22574,Izrada pletilja sa Zlatibora,O O O B-PER
12103,Ovo vrijedno izdanje moći će se kupiti uz velik prigodni popust .,O O O O O O O O O O O O
3874,"U nekim smo igrama preokrenuli totalni poraz u pobjedu sa samo dvije oklopne jedinice koje smo odveli od naše do protivničke baze i na putu pomeli desetak pješačkih vodova , dok je u drugima naš pomno planirani protunapad propao jer nas je artiljerija pronašla zahvaljujući skrivenom snajperistu .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6717,"Uopće se ne nadamo pobjedi , ima tu ozbiljnijih bandova od nas .",O O O O O O O O O O O O O
15358,- Užasna si / užasan si .,O O O O O O O
22597,"Što je tko rekao , obukao , provalio , napravio , ' postigao ' itd.",O O O O O O O O O O O O O O O
8958,"Život joj je spašen i osjeća se dobro , a smještena je u koronarnoj jedinici .",O O O O O O O O O O O O O O O O
12091,"Četvrtak , 24. 02. 2011. od 18:00 - 19:00 sati Predavanje : Upis na preddiplomski studij u SAD-u ( Jessica Kuntz , alumna Sveučilišta Georgetown )",O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-PER I-PER O O B-ORG I-ORG O
4625,"Mi smo imali prvi chat s Račanom i Budišom , u to vrijeme mnogi političari nisu ni znali što je Internet , a da bismo dobili tadašnje oporbene čelnike na chat , morali smo se služiti trikovima , kaže Babić .",O O O O O O B-PER O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O
10953,"Umjesto da za svoje zasluge bude nagrađen pljeskom , veteran je na nedjeljnoj utakmici protiv Rome ' nagrađen ' zviždanjem Milanovih navijača .",O O O O O O O O O O O O O O O B-ORG O O O O B-ORG O O
15937,"Danas za ručkom mi je najprije rekla da misli sve najgore o meni i da ju uopće nije briga za mene , ali - kontrastno od toga - poludjela je kad nisam htjela jesti , što iz protesta , što iz nekih svojih glupih nesigurnosti ( sigurna sam da smo svi kroz to prošli ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6268,"To znači da prvo treba smanjivati deficit države i proračuna , najbolje formiranjem primarnog suficita i onda se s njim može smanjivati državni dug .",O O O O O O O O O O O O O O O O O O O O O O O O O
22961,"Vožnja u Volvo automobilu može olakšati disanje osobama osjetljivim na alergije te doprinijeti sigurnosti vožnje , ističe Andreas Andersson , menadžer za alergijski optimizirane interijere pri Volvo Cars .",O O B-ORG O O O O O O O O O O O O O O B-PER I-PER O O O O O O O B-ORG I-ORG O
19942,"Majka ti je stara i bolesna , liječnici su rekli svoje , socijalni radnici djeluju u okviru zakonskih ovlasti i obveza , zakoni su takvi kakvi jesu , nekome ne pašu , to mi je jasno , ali se poštivati moraju .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
12338,"Mikiju su ful počele rasti dlake po cijelom tijelu i svakog dana se mora depilirati , inače izgleda kao majmun .",B-PER O O O O O O O O O O O O O O O O O O O O
17674,Rekla sam da mi ostavi svoj broj telefona i da će je nazvati moj muž čim se vrati s kave .,O O O O O O O O O O O O O O O O O O O O O
23551,Sa tog diska treba što prije kopirati bitne podatke .,O O O O O O O O O O
3691,"Vladajuća koalicija ima slabu većinu u parlamentu i , uz pomoć oporbe , Dinkićevih 24 zastupnika ne bi imalo poteškoća srušiti je .",O O O O O O O O O O O O O B-PER O O O O O O O O O
6468,Hrvatska zabrinuta presudama u Egiptu,B-LOC O O O B-LOC
22214,"Draga moja Ljerkice , mi koji smo imali nešto pa to izgubili , mi to znamo cijeniti i sitne kapi kiše , i pahulje snijega i proljetno Sunce na obrazima , sve to nama mnogo znači , ne zamjerajmo onima koji nas ne razumiju i poželimo im da nas nikad , ali baš nikad ne shvate , jer dok nas ne shvaćaju ZDRAVI SU",O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
17810,"Talijin hram je bio raskrižje mojih puteva i tu sam se , iako Talija nije moja boginja , uvijek u trenutcima previranja vraćala .",B-PER O O O O O O O O O O O O B-PER O O O O O O O O O O
16463,"U taj posao trebao sam ići u suradnji s osnivačem Iskona Damirom Sabolom , ali se nismo uspjeli poklopiti u brzini , različito radimo .",O O O O O O O O O O B-ORG B-PER I-PER O O O O O O O O O O O O
3087,Kosor je izrazila potporu Zagreba euroatlantskim težnjama BiH .,B-PER O O O B-LOC O O B-LOC O
7112,"Uplate u mirovinske fondove se mogu tretirati kao neka vrsta međugeneracijske štednje , pa samo oni koji su štedjeli imaju pravo koristiti , Sve druge kategorije umirovljenih koje su se uz pomoć politike radi raznih razloga , ubacivale u mirovinske fondove treba iz njih odstraniti , te ostaviti onima koji su ih prijevremeno ili po povlaštenim uvjetima umirovili , da iznalaze sredstva za financiranje istih , stav je Stranke umirovljenika , koja je spremna u tom cilju upotrijebiti sva raspoloživa politička sredstva , te napominju kako ne sumnjaju u uspjeh .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O
5803,Jednakopravnost je nespojiva s privilegiranim isticanjem jednog religijskog vjerovanja ili ateizma .,O O O O O O O O O O O O
14601,"Svaki peti Britanac odmor završi sa trovanjem hranom , što je čak dva milijuna ljudi godišnje .",O O B-PER O O O O O O O O O O O O O O
21463,Šteta .,O O
20774,Nađite besplatne linkove i kompletnu seriju s hrvatskim titlovima online .,O O O O O O O O O O O
6874,"Također , Taslidžić u knjizi » Na vratima naroda , na granici svjetova « bilježi kako se perivoj prostire na površini od oko osam hektara , a dvorac je 1824. godine bio okružen šljivikom i šumom i tek poslije preoblikovan u perivoj .",O O B-PER O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2063,"Sljedeće vodstvo EU činit će predstavnici vodećih političkih stranaka u Europi -- 13 , uključujući Barrosa , iz konzervativne Europske narodne stranke ( EPP ) , osam iz Europske liberalno demokratske i reformske stranke ( ELDR ) i šest iz Progresivnog saveza socijalista i demokrata ( S&D ) , stranke lijevog centra .",O O B-ORG O O O O O O O B-LOC O O O O B-PER O O O B-ORG I-ORG I-ORG O B-ORG O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O
8420,"Zdravlje - Izmjenjivat će se razdoblja kad ćete osjećati snagu tijela i duha s onima u kojima ćete zbog tereta odgovornosti osjećati velik umor , bezvoljnost i frustraciju .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
20577,"I mi odemo opet tamo , i opet se klub napuni i ti si van sebe",O O O O O O O O O O O O O O O O
1669,"Dragan Antonovski dobio je nagradu za dokumentarni film "" Ključ je u tvojim rukama "" , dok je Belinda Koka osvojila nagradu za najbolju radio emisiju .",B-PER I-PER O O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O O O B-PER I-PER O O O O O O O
8887,"Predstoji još postavljanje asfalta na kolniku i nogostupu , no ta aktivnost bit će objedinjena s asfaltiranjem novog parkirališta koje se gradi kod Doma zdravlja .",O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O
1768,""" Radi se prije svih o osumnjičenima i počiniteljima , ali i o onima od kojih se očekuje prihvaćanje političke i institucionalne odgovornosti , jer zločini koji su počinjeni nisu samo bili čin neorganiziranih postrojbi , nego su počinjeni pod okriljem određenih ideologija i vojnih postrojbi . . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
9597,"Natječaj se sastoji od tri kategorije , a na prvu kategoriju se mogu prijaviti učenici osnovnih škola od 5. do 8. razreda do 20. svibnja 2013. Na natječaj se prijavljuju razredi , a ne učenici individualno .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
20517,Shot : Jako mnogo .,B-PER O O O O
8649,"Nakon 15 godina tranzicije , rumunjski građani zaslužuju demokraciju i gospodarstvo koje bolje funkcionira .",O O O O O O O O O O O O O O O
1201,Blanka Vlašić iz Hrvatske postala je svjetska prvakinja u skoku u vis u dvorani .,B-PER I-PER O B-LOC O O O O O O O O O O O
9655,"Te godine općinski sindak Samuelli u svom izvještaju izražava mišljenje da u Veloj Luci neće biti moguće uvesti nastavu , jer mjesto neće smoći sredstva za izdržavanje škole .",O O O O B-PER O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O
3877,Do tada vas očekuju mnoge radosti zbog nenadanih pobjeda i ljutnje zbog protivnika koji je uvijek korak ispred .,O O O O O O O O O O O O O O O O O O O
1401,"BAT je na kraju povukao svoju ponudu , uz pojašnjenje da nije bila u skladu s financijskim planovima te tvrtke .",B-ORG O O O O O O O O O O O O O O O O O O O O
10320,Ovisi o kojoj generaciji termoelektrane na ugljen se radi ...,O O O O O O O O O O
6631,Važno je da roditelji i najbliži detektiraju pravovremeno djetetov problem,O O O O O O O O O O
3302,"Od ukupno 400 učenika u osnovnoj školi u tom gradu , samo 20 prisustvuje nastavi .",O O O O O O O O O O O O O O O O
16978,Petar ovdje nastavlja službu Isusa dobrog pastira .,B-PER O O O B-PER O O O
16859,"Odmah mi je palo na pamet da možda ne bi bilo dobro da se predomislim po pitanju odabira , ili da dodam još nešto , koliko bi taj morao hodati",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
20679,Zvuči zeznuto a ?,O O O O
23805,Ja : Mislim da sam normalniji od tebe .,O O O O O O O O O
17966,Iza mjeseca u dubini beskraja vidjeh sjenku svirača koji prebire po strunama gitare .,O O O O O O O O O O O O O O
587,""" Naravno , ovakva agresija mora imati nekakve posljedice "" , rekao je litavski ministar vanjskih poslova Petras Vaitiekunas .",O O O O O O O O O O O O O O O O O B-PER I-PER O
23467,"Istraživači su uočili da se neki apoptotski geni eksprimiraju različito u ljudi nego kod čimpanza , i njihovi podaci sugeriraju da ljudske stanice nisu jednako učinkovite u izvršavanju programirane smrti stanice , barem što se tiče mozga i ostalih proučavanih tkiva",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
23970,- ICTY ? - zaledila se Hrvatska demokratska zajednica .,O B-ORG O O O O B-ORG I-ORG I-ORG O
16915,A svijet nas ne poznaje zato što ne poznaje njega .,O O O O O O O O O O O
12917,No niti ova opcija nije toliko zdrava .,O O O O O O O O
