index,sentence,ner
4094,"Na souši se želvy pohybují poměrně hbitě a živí se zpravidla smíšenou potravou , kterou přijímají jak ve vodě , tak na pevnině .",O O O O O O O O O O O O O O O O O O O O O O O O
2211,Viditelně zuřil .,O O O
6896,( 26 / 94 ) Úvodník Bohumila Pečinky,O O O O O B-MISC I-MISC I-MISC
8825,""" Chirurga vyšetřovatel obvinil z ublížení na zdraví z nedbalosti , "" uvedl ve středu zástupce ředitele tachovského úřadu vyšetřování Rudolf Císař .",O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
7322,Po včerejší valné hromadě to HN řekl předseda představenstva ZPK Miroslav Kubeš .,O O O O O B-ORG O O O B-ORG B-PER I-PER O
259,""" O sestavě ale budu ještě hodně přemýšlet , na jednom dvou postech může dojít ke změnám , "" uvedl Nevrlý .",O O O O O O O O O O O O O O O O O O O O B-PER O
2075,S přídavkem dvaceti metrů se budou muset vypořádat Gaston ( Šindelářová ) a kvalitní Andy Skal ( amatér Rokyta ) .,O O O O O O O O O O B-PER O O O O O O O B-PER O O
3557,"Ing . Karel Hennhofer , PhD , zastupující ostravskou divizi Technické inspekce "" DOM - ZO 13 "" popsal nové pojetí systému managementu jakosti podle normy ČSN EN ISO 9001 : 2001 .",B-PER I-PER I-PER I-PER O B-PER O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O
4994,"Cítil soucit jak se starým komunistou , tak s těmi , kdo ho považovali za nepřítele .",O O O O O O O O O O O O O O O O O
5016,"Noční teploty 16 až 10 , odpolední 20 až 26 stupňů .",O O O O O O O O O O O O
7381,Účast psychologa na moderním řízení podniku PhDr . Lubomír Stejskal,O O O O O O B-PER I-PER I-PER I-PER
3300,Je zde velmi hezky .,O O O O O
7557,"Atletika - Oblastní přebor družstev mužů a žen v Ústí v 10 Fotbal - Divize : SK Roudnice - FK Kadaň , Slovan Varnsdorf - FK Teplice B , oba v 17 Házená - III : liga mužů : Louny - Chomutov v 10.30 , Lovosice B - Havlíčkův Brod ve 12 .",O O O O O O O O O B-LOC O O O O O O B-ORG I-ORG O B-ORG I-ORG O B-ORG I-ORG O B-ORG I-ORG I-ORG O O O O O O O O O O O B-ORG O B-ORG O O O B-ORG I-ORG O B-ORG I-ORG O O O
7396,Pro nás je to skončená záležitost .,O O O O O O O
1339,Točité schůdky ho vyvedly do věže .,O O O O O O O
1513,"Jeho stálou složkou je N 2 ( 78 % ) , O 2 ( 21 % ) , CO 2 ( 0 , 03 % ) , vzácné ( netečné , inertní ) plyny argon Ar , helium He , neon Ne , krypton Kr , xenon Xe , radon Rn a vodík H 2 .",O O O O B-MISC I-MISC O O O O O B-MISC I-MISC O O O O O B-MISC I-MISC O O O O O O O O O O O O O O O B-MISC O O B-MISC O O B-MISC O O B-MISC O O B-MISC O O B-MISC O O B-MISC I-MISC O
2321,Teď už měl proti ní zbraň .,O O O O O O O
3258,""" Copak Kája ! "" řekl uznale Tonda Rysovic , "" ten se nebojí ničeho .",O O B-PER O O O O B-PER I-PER O O O O O O O
406,"Vakcína stojí okolo 160 korun , zájemce ji hradí v plné výši a chrání jeden rok .",O O O O O O O O O O O O O O O O O
6957,"samota režisérky Very Caisové ( producent : Etamp Film Praha , a . s . , Triplan Productions , koproducent : Lucernafilm , a . s . , Road movies Dritte Productions GMBH , Canal Plus , Eurimages , CIPA , Kabel Plus ) míjející se zcela se smyslem i poetikou Hrabalových textů anebo česko - slovenská koprodukce Vášnivý polibek režiséra Miro Šindelky ( producent Rudolf Bierman , Charlie ' s Bratislava , koproducent STV Bratislava , TV Nova , investor Ateliéry Zlín , IN Film Praha , E . F . A . Praha ) , chaotický pokus zachytit osobní drama",O O B-PER I-PER O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG O B-ORG O B-ORG O B-ORG I-ORG O O O O O O O O B-PER O O O O O O B-MISC I-MISC O B-PER I-PER O O B-PER I-PER O B-ORG I-ORG I-ORG I-ORG O O B-ORG I-ORG O B-ORG I-ORG O O B-ORG I-ORG O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O
6377,Rovněž v Brodku u Prostějova se skóre utkání poprvé změnilo hned v jeho úvodu .,O O B-LOC I-LOC I-LOC O O O O O O O O O O
1204,"Důvod pro vydávání přílohy nazvané Jihovýchodní Morava DNES je prostý : zanedlouho má vzniknout Zlínský kraj , s vlastními institucemi .",O O O O O B-ORG I-ORG I-ORG O O O O O O B-LOC I-LOC O O O O O
3165,Ústí nad Labem - Operaci nosních dutin mikroskopickou metodou mohli včera v přímém přenosu sledovat účastníci semináře v Masarykově nemocnici v Ústí nad Labem .,B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O B-ORG I-ORG O B-LOC I-LOC I-LOC O
2066,"Snažila se proti tomu bojovat , stejně jako bojovala proti pocitu ponížení .",O O O O O O O O O O O O O
5401,"Startovní čáru vyryjeme na takovém místě , aby odtud bylo co nejdál ke konci hřiště nebo k rohu .",O O O O O O O O O O O O O O O O O O O
8238,Chtěl sem ušetřit rum !,O O O O O
7542,"BRITÁNIE : Zdrženlivá radost Rozšíření NATO se věnovala veřejnoprávní i soukromá média , například konzervativní deník The Times ale včerejší oficiální přijetí tří středoevropských zemí do aliance prakticky vůbec nezaujalo .",B-LOC O O O O B-ORG O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O
1900,Pákistánské a indické jednotky na sebe v Kašmíru přes hranici často střílejí .,O O O O O O O B-LOC O O O O O
2587,Trojice je právě na pětitýdenním evropském turné na podporu druhého alba Cost To Coast Motel ( Sony Music ) .,O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC O B-ORG I-ORG O O
1237,"V duchu jsem viděl jeho rozložitá ramena a úzké boky , jak vylez v lázních z bazénu .",O O O O O O O O O O O O O O O O O O
1024,Debata o rozdělení postů mezi HZDS a ODS ve federální vládě pak už byla poměrně jednoduchá .,O O O O O B-ORG O B-ORG O O O O O O O O O
6171,Jak stéblo slámy v chlévě naděje se třpytí .,O O O O O O O O O
1533,"Na jihlavskou přehlídku , kde kromě maratonu filmových projekcí proběhne i řada výstav a koncertů , naváže v prvním srpnovém týdnu přehlídka Ozvěny LFŠ , připravená do pražského Kongresového centra .",O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O B-ORG I-ORG O
7011,Dva prsty si zabořila do skulinky a jeden do zadku .,O O O O O O O O O O O
1606,"Vynikající klaun a mim - zkrátka komediant schopný vytvářet představení a projekty originální a neopakovatelné , což mohou potvrdit ti nemnozí šťastlivci , kteří viděli v posledních letech Cirkus Alfréd nebo Archu bláznů .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC O B-MISC I-MISC O
4664,"silniční projekt Frýdek - Místek - Dobrá ( celkově z ISPA 20,4 mil . eur - z toho z alokace roku 2000 - 10,1 mil . ) .",O O B-LOC I-LOC I-LOC O B-LOC O O O B-ORG O O O O O O O O O O O O O O O O O
6550,Kladu znovu otázku : Kdo každý rok podepisoval vyúčtování za Státní fond kinematografie ?,O O O O O O O O O O B-ORG I-ORG I-ORG O
1566,"A pak najednou přišel na velký igelitový pytel marihuany , který vyplňoval celou ledničku , na lahvičky s nějakými divnými tabletami v zaprášených bagančatech na polici botníku , na malé balíčky bílého , hořce chutnajícího prášku v nohách mosazné postele .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7419,"Star Trek : Vzpoura ( USA , 1998 ) .",B-ORG I-ORG O B-ORG O B-LOC O O O O
2060,Pořád nic .,O O O
3446,"Italská zpěvačka ( Řím , 20 . 9 . 1890 - tamtéž , 1962 ) .",O O O B-LOC O O O O O O O O O O O O
5176,"P . O . Box 19 , 10005 Praha 105 nebo telefonicky na linkách 296180024 či 604384116 .",O O O O O O O O B-LOC O O O O O O O O O
8591,"zahraničních investic úplně nové slévárenské provozy , které výrazně ovlivnily skladbu odlévaných kovů a slitin , takže v roce 2003 se za dominantní materiál šedou litinu ( 53 % ) tlačí před ocelové odlitky , které byly tradičněna 2 . místě ( 16,8 % ) výroba odlitků ze slitin Al ( 14,5 % ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O
5979,"Vrchol žánru podle mého Thibaulti , pojatí r . 1920 , do1922 .",O O O O O O O O O O O O O
3475,Ve dvou lodních třídách se postavilo na startovní čáru celkem 44 surfařů z celé republiky .,O O O O O O O O O O O O O O O O
2533,Nechaly jsme ji napospas samotě .,O O O O O O
1016,"KRNOV ( mot ) - Nové hraniční přechody pro osobní dopravu na čs . - polské hranici budou do konce roku otevřeny v opavském okrese mezi Sudicemi a Pietrazsinem s celní budovou na polské straně , celnice na české straně se buduje na přechodu Píšť - Owczčicze .",B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O B-LOC O B-LOC O
8503,"Líbí se nám náš jazyk , máme malého chlapce , který tady teď začal chodit do první třídy , a neumím si představit , že by na mě nemluvil česky , "" svěřila se nedávno Českému rozhlasu 6 bioložka Jolana Turečková , která v USA pracovala společně s manželem , také vědcem .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O B-PER I-PER O O O B-LOC O O O O O O O O
2846,"Se jménem Jaromíra Žáka jsou spjaty historicky největší úspěchy bývalé československé dráhové cyklistiky , které podtrhl sprinter Anton Tkáč ziskem zlaté medaile na olympijských hrách 1976 v Montrealu .",O O B-PER I-PER O O O O O O O O O O O O O B-PER I-PER O O O O O O O O B-LOC O
6836,"Jedná se o nejnižší řadu nabízející levné zabezpečení napájení pro PC a síťové stanice , která byla doposud dostupná s výkony 250 VA , 400 VA , 600 VA .",O O O O O O O O O O O O O O O O O O O O O O B-MISC O O B-MISC O O B-MISC O
4354,Je noc na 16 . května v Praze 4 hodiny ráno a v naší ulici zápasí básníci ve vycházkových uniformách,O O O O O O O B-LOC O O O O O O O O O O O O
1111,Pod záplavou stránek jsem si nikdy nevšimnul stavby .,O O O O O O O O O
7533,"K základnímu vybavení patří stroj se stojanem , otočnou vrtací hlavou se systémovým rozměrem EURO ( 32 mm ) , motor 3 x 220 / 380 V , 50 Hz , 0.75 kW , základní pravítko ( délka 600 mm ) se dvěma výkyvnými zarážkami a s integrovanou měřicí stupnicí ( v mm a rastrem 32 mm ) a jedna sada nářadí .",O O O O O O O O O O O O O O O O O B-MISC O O O O O O O O B-MISC O O B-MISC O O B-MISC O O O O O O B-MISC O O O O O O O O O O O O B-MISC O O O B-MISC O O O O O O
2242,Fiat Multipla - od 499900 Kč,B-MISC I-MISC O O O B-MISC
3556,"Broskve ponoříme na 1 minutu do vroucí vody , pak je osušíme .",O O O O O O O O O O O O O
5600,"Kromě toho by se jedlým nádobím snížily zisky ze zázračných televizí propagovaných mycích prostředků , a tudíž by poklesl národní produkt , což je také považováno za tragédii .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
5761,"Zatím spolu v bratrském objetí sousedí hesla E . T . - Mimozemšťan , Dívka na koštěti a Noční můra v Elm Street , což však v žádném případě nic nemění na užitečnosti publikace .",O O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O
2459,"Ani nemluvě o Vietnamu , Kambodži , odposlouchávání telefonů Státní bezpečnostní rady , Chile , CIA a Nixonově pardonování .",O O O B-LOC O B-LOC O O O B-ORG I-ORG I-ORG O B-LOC O B-ORG O B-PER O O
6135,Vítkovice 3 : 4 Branky : 7 . a 33 .,B-ORG O O O O O O O O O O
3155,Dobovou hudbou a výstupy čtyř párů Tanečního studia pardubického divadla dal Andersonovu humoru laskavější rovinu s lehkou nostalgií po dávno zašlých časech .,O O O O O O B-ORG I-ORG I-ORG I-ORG O B-PER O O O O O O O O O O O
8361,Obr . 5 je pohledem z boku na horní část středního sloupku .,O O O O O O O O O O O O O
8267,"Podle ní letouny NATO při posledních útocích zrevidovaly některé vojenské cíle , které byly zasaženy od konce srpna , kdy NATO operaci v Bosně zahájilo .",O O O B-ORG O O O O O O O O O O O O O O O O B-ORG O O B-LOC O O
7238,Nesmí jít jako čistá surovina do obchodu .,O O O O O O O O
