sentence,ner
"Přitom ještě v roce 1990 se Chorvatska obávalo jen 3.8 % Slovinců a největší hrůzu - 47.2 % dotázaných - nahánělo Srbsko ( to v roce 1992 spadlo na 17 % , přičemž v anketě figurují ještě Itálie , Rakousko , Maďarsko a Německo , které však ve zmíněných letech ani jednou nevzbudily obavy více než desetiny Slovinců ) .",O O O O O O B-LOC O O O O B-PER O O O O O O O O O B-LOC O O O O O O O O O O O O O O O B-LOC O B-LOC O B-LOC O B-LOC O O O O O O O O O O O O O B-PER O O
"Rád by řekl , že nesnáší lež .",O O O O O O O O
"Lucemburk ( Od našeho zvláštního zpravodaje ) - Podle komisaře Evropské unie ( EU ) pro vnější vztahy Hanse van den Broeka není pro skutečné přijetí do EU podstatný okamžik podání přihlášky .",B-LOC O O O O O O O O O B-ORG I-ORG O B-ORG O O O O B-PER I-PER I-PER I-PER O O O O O B-ORG O O O O O
"A když nám pláchl , jel jsem , haha , navštívit váš hrob .",O O O O O O O O O O O O O O
"1.00 Hitman 3",O B-MISC I-MISC
"Nějak mi najednou přišlo to s tím kastrůlkem a vůbec všechno .",O O O O O O O O O O O O
"Podle S . Miloševiče vyvolá stažení sil OSN hrozbu nové krvavé války SARAJEVO - V bihačské enklávě na severozápadě Bosny a Hercegoviny včera trvaly boje .",O B-PER I-PER I-PER O O O B-ORG O O O O B-LOC O O O O O O B-LOC I-LOC I-LOC O O O O
"Nízký obrat českého obchodu s Maďarskem a Polskem by proto měl v nadcházejících letech vzrůstat .",O O O O O B-LOC O B-LOC O O O O O O O O
"Farmak je obchodní firma , založená a vlastněná zaměstnanci státního podniku , která původně usilovala o koupi Farmakonu v přímém prodeji .",B-ORG O O O O O O O O O O O O O O O O B-ORG O O O O
"Nebyli by šli všichni za jednoho , nýbrž tak jako obyčejně mohl jít pouze jeden za všechny .",O O O O O O O O O O O O O O O O O O
""" Byl tu nával celých čtrnáct dní , "" řekl majitel obchodu Patrick Barouhiel .",O O O O O O O O O O O O B-PER I-PER O
"Teď vidím mezi korunami javorů nebe , zářící nad hřbitovem bubenečským .",O O O O O O O O O O O O
"V první půli brankář Šimurka zázračně vyrazil gólovou střelu ostravského Slončíka , ve druhém Marek Poštulka netrefil domácí branku z ideální pozice .",O O O O B-PER O O O O O B-PER O O O B-PER I-PER O O O O O O O
"Myslíš , že to nevím ?",O O O O O O
"12.00 Zprávy 12.05 Vstupte , prosím 12.30 O zdraví 12.45 Polopatě 13.05 Auto - moto revue 13.35 Kdyby ty muziky nebyly 14.15 Náš venkov 14.35 Silvánovci ( 37 ) , Neuvěřitelná cesta 15.05 Odysea Cousteauova týmu , Tajemství podmořských jeskyní 15.55 Kronika česká : Život a působení Jana Husa 16.20 Kočky , franc . krimidrama 18.00 Zprávy 18.05 Listárna 18.15 Úsměvy Waldemara Matušky 19.00 Večerníček 19.08 Šťastných deset a Šance milion 19.15 Události 20.00 Fany , český film 21.40 Zprávy 21.50 Dům v Nightmare parku , brit . film 23.25 Vražda Mary Phaganové ( 1 ) , americký film 1.15 Zprávy",O B-MISC O B-MISC I-MISC I-MISC O B-MISC I-MISC O B-MISC O B-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC O B-MISC O O O O B-MISC I-MISC O B-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-MISC O O O O O B-MISC O B-MISC O B-MISC I-MISC I-MISC O B-MISC O B-MISC I-MISC I-MISC I-MISC I-MISC O B-MISC O B-MISC O O O O B-MISC O B-MISC I-MISC I-MISC I-MISC O O O O O B-MISC I-MISC I-MISC O O O O O O O B-MISC
"Ale předpokládejme , že došlo k velkému zakřivení času .",O O O O O O O O O O
"PZ Kladno 20 0 1 19 43 : 183 1 RLSŽ 15 . kolo : Zbraslav - Louny 2 : 8 , Černošice - Benátky 0 : 13 , Kralupy - Roudnice 12 : 1 , Rakovník - Beroun 5 : 0 , Říčany - Neratovice 2 : 1 , V . Popovice - Nymburk 0 : 4 , Benešov Žižkov",O B-LOC O O O O O O O O O O O O O B-ORG O B-ORG O O O O B-ORG O B-ORG O O O O B-ORG O B-ORG O O O O B-ORG O B-ORG O O O O B-ORG O B-ORG O O O O B-ORG I-ORG I-ORG O B-ORG O O O O B-ORG B-ORG
"Tohle nemá cenu tajit .",O O O O O
"Budeme soutěžit o titul Super Model of The World , "" líčí své úspěchy studentka vyšší odborné školy fyzioterapeutické , která skončila v krajském kole loňské tuzemské Miss na třetím místě .",O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O B-ORG O O O O
"LONDÝN - Účastníci londýnské schůzky sedmi nejvyspělejších zemí světa a Ruska ( G8 ) v pátek Londýně souhlasili s požadavkem ministryně zahraničních věcí Spojených států Madeleine Albrightové , aby některé půjčky s výjimkou humanitárních přislíbené Indii a Pákistánu byly odloženy .",B-LOC O O O O O O O O O B-LOC O B-ORG O O O B-LOC O O O O O O B-LOC I-LOC B-PER I-PER O O O O O O O O B-LOC O B-LOC O O O
"Asi měli správně vidět tohle .",O O O O O O
"Náměstek ministra obrany Jaroslav Novotný míní , že členové vlády podle zákona certifikát nepotřebují .",O O O B-PER I-PER O O O O O O O O O O
"Senátor za Zelené Athos De Luca upozorňuje , že pokud se v nejkratší době nepodaří vyřešit "" zápletku "" kolem Havlovy složky k BR , je nutné před vyšetřující komisi povolat všechny tehdejší představitele , kteří se v roce 1990 s Havlem setkali .",O O B-ORG B-PER I-PER I-PER O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O B-PER O O
"V několika hodinách se změnil z taxikáře v našeho zastánce a do týdne byl naším průvodcem , filosofem a přítelem .",O O O O O O O O O O O O O O O O O O O O O
""" Hospodyně na Dobrušsku dávaly na Velký pátek hned ráno vyvětrat peřiny před stavení , aby se v nich nedržely blechy , "" uvedl Zrůbek .",O O O B-LOC O O O O O O O O O O O O O O O O O O O O B-PER O
"Sebe i své chlapce .",O O O O O
"kočky , hlavičku vedle hlavy , a růžové jazýčky lábají , sem tam si nasrknou do růžových nosánků , zakuckají se , odfrknou si . . . a vy , miss April , vzdušnou drahou jistě slyšíte kolem svých oušek a kadeří , jak kočenky vám šeptají do oušek poselství z Kerského polesí až tam do Kalifornie . . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O B-LOC O O O
"Zatelefonoval domů , že přijde pozdě k večeři , a když v půl jedenácté dorazil , střílel si z chudáka Franze a zkoušel ho z umění prodávat , pokládaje mu nesmyslné otázky typu : Co bys dělal , kdyby vaše oddělení navštívila moje žena a přímo před tvýma očima by ukradla Ronalda ?",O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O
"rezervace: +420-257314071 fax: +420-257310067 recepce: +420-257314068 fax recepce: +420-257314072 info@hotelpetr.cz Ing. Tomáš BRYCHTA - SCANTRAVEL , Drtinova 17 , Praha 5 , IČO: 15279111 , OR MS Praha odd. A, vl. č. 2467",O O O O O O O O O B-ORG B-ORG I-ORG I-ORG I-ORG I-ORG O B-LOC O O B-LOC O O O O O B-MISC I-MISC I-MISC O O O O O
"Celou svou bytostí volal po tom , čemu se zpočátku vzpíral a čeho se děsil .",O O O O O O O O O O O O O O O O
"V tom okamžiku si Dodo , které vždycky trvalo delší chvíli , než se přizpůsobila rychlému spádu událostí , všimla poprvé Aleka .",O O O O B-PER O O O O O O O O O O O O O O O O B-PER O
"za staré republiky , odejel by se aspoň léčit do Švýcarska , vagónem první třídy , otec ustaraně se tvářící na Wilsoňáku , maminka v slzách , odjel by s Editou , celou dychtivou do nových milostných pletek za hranicema a oficiálně o něj pečující , vykloněnou v cestovním kostýmu od Podolské z okna wagon - lit , bílým šátkem mávající .",O O O O O O O O O O B-LOC O O O O O O O O O O B-ORG O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O
"Ano , jsem vinen , "" prohlásil opět kníže s nesmírným zármutkem , "" a víte , pouze ona , jediná Aglaja se takto dívala na Nastasju Filippovnu .",O O O O O O O O O O O O O O O O O O O O O B-PER O O O O B-PER I-PER O
"Posadila se na posteli , zvedla telefon a vytočila číslo do Southhamptonu .",O O O O O O O O O O O B-LOC O
"Veliká prázdnota v lebi a celkový duševní stav rozbitý .",O O O O O O O O O O
"Hercule Poirot 2010 Z magazínů Ellery Queen ' s Mystery Magazine a Alfred Hitchcock ' s Mystery Magazine",B-PER I-PER O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC
"Jak se točí a jak mě provázejí bezobličejové ženy nebo takové , jejichž tvář se skládá z růžových plátků a já ty plátky odtrhávám , abych se dobral až k podobě pod nimi , ale plátky jsou bez konce , bez dna a zase krouží , jak padají .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Myslím , že by bylo v zájmu nás všech , kdyby i v této sféře KBSE nabídla svou konkrétní pomoc .",O O O O O O O O O O O O O O O B-ORG O O O O O
"Pak se na obzoru za jezerem Wörther See objevily Karavanky , hraniční hory , které ve večerním slunci vytvářely nádherný horizont pro naše unavené oči .",O O O O O O B-LOC I-LOC O B-LOC O O O O O O O O O O O O O O O O
"Chtělo se mu plakat .",O O O O O
"1924 1 Francie 12.6 Dánsko",O O B-LOC O B-LOC
"Kvůli spoustě záležitostí budete do města dojíždět .",O O O O O O O O
"Nazdar čaji Nazdar dome",O O O O
"V Československu měl v posledních letech příležitost ilustrovat Taufrův překlad Chlebnikova a básnickou sbírku B . Sluckého .",O B-LOC O O O O O O B-PER O B-PER O O O B-PER I-PER I-PER O
"Odepnul jí punčochy a pomalu je shrnul dolů .",O O O O O O O O O
"53 ) Odtud pro Klímu vyplývá jeho "" poslední slovo "" ;",O O O O B-PER O O O O O O O
"V uznání velkých zásluh o rozvoj české myslivosti a myslivecké kynologie pořádá Klub chovatelů hrubosrstých a maďarských ohařů , jehož byl spoluzakladatelem a prvním předsedou , všestranné zkoušky , které jsou k uctění jeho památky nazvány "" Memoriál Jaroslava Svobody "" .",O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O
"Patří do čeledi Liliaceae ( liliovité ) .",O O O B-MISC O O O O
"Drkotám se v horečce .",O O O O O
"Konečně v roce 1995 se objevují mikroprocesory Intel Pentium 120 , 133 , 150 a 166 MHz a v roce 1996 ještě mikroprocesor Intel Pentium 200 MHz , které nabízejí výpočetní výkon 180 až 300 MIPS .",O O O O O O O B-MISC I-MISC O O O O O O O B-MISC O O O O O O B-MISC I-MISC O B-MISC O O O O O O O O B-MISC O
"Nahlédněme do jeho Epištoly k voličům čís .",O O O B-MISC I-MISC I-MISC O O
"V čemže ?",O O O
"Technici z Profiky vytipovali spolehlivý produkční CNC soustruh HYUNDAI typ HiT 18 - S s oběžným průměrem 440 mm , max . soustruženým průměrem 254 mm , max . délkou obrábění 434 mm a s výkonem na vřetenu 15 kW .",O O B-ORG O O O O O B-MISC O B-MISC I-MISC I-MISC I-MISC O O O O B-MISC O O O O O O B-MISC O O O O O O B-MISC O O O O O O B-MISC O
"Přemýšlení o budoucím dítěti vyvolává mnoho otázek , které nejsou všechny nové , ale nově mohou být zodpovězeny , nové jsou dnešní poznatky i způsob Vašeho uvažování .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Pořád jsem přece někde lítala .",O O O O O O
"Londýnská hala Hammersmith Palais se stane na devět měsíců působištěm Original Dixieland Bandu v rámci jeho britského turné .",O O B-ORG I-ORG O O O O O O B-ORG I-ORG I-ORG O O O O O O
"Vstřícný přístup k dobrovolným hasičům z Moravičan měl referát obrany a ochrany ze Šumperka a ti se proměnili v záchrannou jednotku CO okresu .",O O O O O O B-LOC O O O O O O B-LOC O O O O O O O O O O
"Energie uvolněná odbouráváním glukosy však nemusí být ukládána do molekul ATP , ale do jiné makroergické sloučeniny , která neslouží jako pohotový zdroj energie , ale jako tzv . redukční síla ( energií bohaté redukční činidlo buněk ) .",O O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ale není zase tak těžké hrát na housle , jak si myslíš .",O O O O O O O O O O O O O
"Dalšího dne ráno nás vycházející slunce spolu s Koudym donutilo vstát a začít balit .",O O O O O O O O B-PER O O O O O O
"Tehdy se teprve čtrnáctiletí Mickey Melchiondo a Aaron Freeman prohlásili za bratry a přijali jméno Gene a Dean Weenovi .",O O O O B-PER I-PER O B-PER I-PER O O O O O O B-PER I-PER I-PER I-PER O
"Při obřadu zazpívali Marta Kubišová a Dan Bárta .",O O O B-PER I-PER O B-PER I-PER O
"Nejlepší technologie je ta , o níž nevíme , dokud nepřestane fungovat Výše uvedené heslo se stalo okřídleným pořekadlem , kterým se začínají a ukončují konference nebo zvýrazňují superlativy na billboardech .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Její postup přes nekonečné bramborové pole , přes brázdy čerstvě zorané půdy se zpomalil v namáhavé ploužení .",O O O O O O O O O O O O O O O O O O
"O stejné procento jako elitní PX 50 klesl i PX GLOB složený ze všech titulů burzy .",O O O O O B-MISC I-MISC O O B-MISC I-MISC O O O O O O
"Z Varšavy byl už pak jen skok do Prahy , kde začal pracovat v pobočce francouzské společnosti Cofinec , která dává přednost americkým manažerům .",O B-LOC O O O O O O B-LOC O O O O O O O O B-ORG O O O O O O O
"Zdá se , že ještě žije , že je z tohoto světa .",O O O O O O O O O O O O O
"Jana Nepomuckého na Karlově mostě .",B-PER I-PER O B-LOC I-LOC O
"Pro děti z Ukrajiny ROŽNOV ( fsch ) -",O O O B-LOC B-LOC O O O O
"V oblasti cen , pokud si vzpomínám , došlo ke konzultacím tehdy , když k nám po reformě v Lotyšsku přijeli odborníci z Moskvy , aby se poučili z našich chyb .",O O O O O O O O O O O O O O O O O O O B-LOC O O O B-LOC O O O O O O O O
"Spokojeně se usmál , což ovšem nebyla reakce , kterou chtěla vyvolat .",O O O O O O O O O O O O O
"V nedělním pořadu Co týden dal pan Dušan Slobodník řekl , že podle náměstka ministra financí SR Mariana Tkáče by případný poměr české a slovenské koruny činil 1 : 1.06 .",O O O B-MISC I-MISC I-MISC O B-PER I-PER O O O O O O O B-LOC B-PER I-PER O O O O O O O O O O O O
"Mexičan Chavez zvítězil v exhibičním střetnutí superlehké hmotnostní kategorie v Las Vegas nad Američanem Jakubowským r . s . c . v 6 . kole .",B-PER B-PER O O O O O O O O B-LOC I-LOC O B-PER B-PER O O O O O O O O O O O
"do klubu přicházel i J . S . Machar , ale také Ivan Olbracht a Helena Malířová , redigující tehdy vídeňské Dělnické listy .",O O O O B-PER I-PER I-PER I-PER I-PER O O O B-PER I-PER O B-PER I-PER O O O O B-ORG I-ORG O
"Bouři přežili a už to samo o sobě byl obrovský výkon .",O O O O O O O O O O O O
"V poslední třetině využil Čikl přesilovku a Konečný pečetil .",O O O O B-PER O O B-PER O O
""" Podle psychiatrických znalců , "" říká prokurátor , "" byl Ján T . zcela jistě trestně odpovědný za začátek svého jednání , tedy za usmrcení prvního Roma . """,O O O O O O O O O O O B-PER I-PER I-PER O O O O O O O O O O O O O B-PER O O
"Všichni si myslili , že bez ní nemůže žít , a to nejenom proto , že si neumí nic sám zařídit , ale že ani neví , co chce , protože i svou vůli jí už dávno odevzdal .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Tento podnět podali podle tajemníka SPR - RSČ Jana Vika republikání v úterý 12 . října , jako reakci na prohlášení městské policie , že bude 28 . října chránit při kladení věnců k soše svatého Václava prezidenta Havla .",O O O O O B-ORG I-ORG I-ORG B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O B-PER O
"Sarajevo - Srbský voják Borislav Herak , který je v Sarajevu souzen za hromadné znásil - ňování a zabíjení muslimských žen , včera oznámil , že pro sebe žádá trest smrti .",B-LOC O O O B-PER I-PER O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O
"Dnes se ovšem poměr sil mění a my musíme obhájit svou čest a tvář s tím , že idea socialismu zůstává nadále jediným řešením pro budoucí perspektivu celého světa .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"12.50 Na pozvání Svobodné Evropy , Cesta do Evropy",O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC
"Jedním z nich byl Antonín .",O O O O B-PER O
"Přitáhnu si ho , celá se k němu vzepnu - a v sametovém temném tunýlku vychutnávám jeho blaženost svou blažeností .",O O O O O O O O O O O O O O O O O O O O O
"Každý si to tu mohl najít .",O O O O O O O
"Do tří dnů musela čs . delegace opustit území Podkarpatska a tato potupa se nezastavila ani před náčelníkem vojenské mise generálem Hasalem .",O O O O O O O O O B-LOC O O O O O O O O O O O B-PER O
"Podle agentury Interfax zaslal ruský ministr zahraničí Andrej Kozyrev generálnímu tajemníku OSN B . Ghali dopis , ve kterém varuje před leteckými údery v Bosně .",O O B-ORG O O O O B-PER I-PER O O B-ORG B-PER I-PER I-PER O O O O O O O O O B-LOC O
"Ale že by se utopil ?",O O O O O O
"kalhoty za 180 Kč ( 410 Kč ) , dětské boty velikost 23 , 28 , 31 až 37 za 190 Kč a 220 Kč , dětské trumpety za 45 Kč ( 179 Kč ) , foukací harmoniky s menší vadou za 24 Kč ( 85 Kč ) , audio kazety Silver Sound C - 90 za 20 Kč a C - 60 za 15 Kč .",O O O B-MISC O O B-MISC O O O O O O O O O O O O O O B-MISC O O B-MISC O O O O O B-MISC O O B-MISC O O O O O O O O O B-MISC O O B-MISC O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O B-MISC O B-MISC I-MISC I-MISC O O B-MISC O
"Tleskali sme tomu reprezentantovi .",O O O O O
"Jednání o přesunu z AC do Sampdorie inicioval sám Gullit a během pár dní bylo vše domluveno .",O O O O B-ORG O B-ORG O O B-PER O O O O O O O O
"Já vim , že to víš .",O O O O O O O
"Válka s nepřáteli Boha je pro ni náboženskou povinností a stát podobný Írán ajatolláha Chomejního cílem .",O O O B-PER O O O O O O O O B-LOC O B-PER O O
"MOSKVA - Ruská generální prokuratura včera rozhodla o zahájení trestního stíhání čečenského prezidenta Džochara Dudajeva a vydala příkaz k jeho zatčení .",B-LOC O O O O O O O O O O O O B-PER I-PER O O O O O O O
"Konečně už jsem vzhůru .",O O O O O
"LONDÝN - Britský tisk včera přinesl zprávy , že středový hráč Paul Gascoigne přestoupil z Lazia Řím do Glasgow Rangers .",B-LOC O O O O O O O O O O B-PER I-PER O O B-ORG I-ORG O B-ORG I-ORG O
"Nejsilnější pětku následuje japonská Marubeni , američtí Ford a Exxon , firma Nissho z Japonska a teprve desáté místo obsadil zástupce jiné země , britsko - nizozemský ropný koncern Royal Dutch / Shell .",O O O O B-ORG O O B-ORG O B-ORG O O B-ORG O B-LOC O O O O O O O O O O O O O O B-ORG I-ORG O B-ORG O
"Měl pravdu .",O O O
"Vývoz ČR do Bahrajnu dosáhl vloni hodnoty 0.7 miliónu USD , za prvních sedm měsíců letos 9.5 miliónu USD .",O B-LOC O B-LOC O O O O O B-MISC O O O O O O O O B-MISC O
"Na včerejší tiskové konferenci u příležitosti světové premiéry promítání tzv . sférického kaleidoskopu Pilsner Urquell Story to pro HN uvedl mluvčí PP Jaroslav Pomp .",O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O B-ORG O O B-ORG B-PER I-PER O
"Cítil se pořád zesláblý a v hlavě mu vířil kolotoč a hučely varhany .",O O O O O O O O O O O O O O
"Bezcílně tápající Trofimov Milana Mikulčíka , vykolejená Charlota Božidary Turzonovové , prázdno v duši Piščika Dušana Tarageľa . . .",O O B-MISC B-PER I-PER O O B-MISC B-PER I-PER O O O O B-MISC B-PER I-PER O O O
"První odpověď skýtá několikaletá historie odporu , který proti tomuto přípravku vede z katolických důvodů německý velkokoncern Hoechst .",O O O O O O O O O O O O O O O O O B-ORG O
"Také se motal .",O O O O
"Jistou zárukou , že se firma snaží se svými zaměstnanci komunikovat a že jí záleží na jejich pocitech , jsou každoroční pohovory s každýmz nich - tak jak se to podle Olgy Rozehnalové dělá v OMV .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O B-ORG O
"Nositelka Zlaté palmy z loňského festivalu v Cannes , černá válečná komedie absolventa pražské FAMU Emira Kusturici Underground , se před časem natáčela i v barrandovských ateliérech a jako jeden z mála festivalových snímků zároveň vstupuje do běžné distribuce .",O B-MISC I-MISC O O O O B-LOC O O O O O O B-ORG B-PER I-PER B-MISC O O O O O O O O O O O O O O O O O O O O O O
"Oficiální index PX 50 se tentokrát do letošních nejvyšších pozic nevrátil , naopak z počáteční stagnace nakonec při slabších objemech sestoupil ještě níže .",O O B-MISC I-MISC O O O O O O O O O O O O O O O O O O O O
"Rozhlédl se po všech posluchačích s jakýmsi zvláštním uspokojením .",O O O O O O O O O O
"A nezáleží ani na tom , kolikrát jsem přešel sem i tam kolem vrat , než jsem se odhodlal zazvonit .",O O O O O O O O O O O O O O O O O O O O O
"1.15 V Praze bejvávalo blaze aneb silvestrovská taškařice 2.05 Jak se zpívá na Silvestra II 2.20 Miss bikini , atraktivní soutěž 3.10 Vzhůru na Olymp , trampská skupina Staré pistole 3.25 Kufr , Silvestr 1994 4.20 Golden Kids Comeback II ( S ) 5.00 Silvestr s Moravankou 5.30 Michal Tučný po 25",O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC O O O O B-MISC I-MISC I-MISC O O O B-ORG I-ORG O B-MISC I-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC O O O O B-MISC I-MISC I-MISC O B-MISC I-MISC I-MISC I-MISC
"Například tím , že opakují ročník , "" vysvětluje Zeithammer .",O O O O O O O O O B-PER O
"Potom se náhle a nečekaně objevila na balkoně drobná postava .",O O O O O O O O O O O
"Továrny na výrobu bomb , které jsou dodnes funkční , se nazývaly "" Y - 12 "" a "" K - 25 "" a výzkum se prováděl v "" Clintonových laboratořích "" ( jinak zvaných "" Objekt X - 10 "" ) , které se později přejmenovaly na Oak Ridgeskou národní laboratoř .",O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O O B-MISC I-MISC I-MISC O O O O O O O B-ORG I-ORG O O O O O B-MISC I-MISC I-MISC I-MISC O O O O O O O O B-ORG I-ORG I-ORG I-ORG O
"Od hranice do Hamburku platíte Deutsche Bahn .",O O O B-LOC O B-ORG I-ORG O
"Na lícních kostech se rděly sytě růžové skvrny , a rtěnka v odstínu zaschlé krve se jí slepovala v koutcích stejně jako ten první den , kdy jsem ji viděla u ní v apartmá .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Citát z Politických novin Republika",O O B-ORG I-ORG I-ORG
"V třineckých hutích se základním jměním 8.1 miliardy korun jsou po společnosti Moravia Steel , jež drží více než padesát procent majetku , druhým největším akcionářem s pětinovým podílem Východoslovenské železárny .",O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O B-ORG I-ORG O
"Zasmála jsem se .",O O O O
"Volejbaloví reprezentanti prohráli v přípravných utkáních s Řeckem v Liberci 1 : 3 ( 11 , -11 , 8 , -11 ) a 1 : 3 ( 11 , -3 , -8 , -12 ) .",O O O O O O O B-ORG O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O
"Dramatizace Břetislav Rychlík .",O B-PER I-PER O
"Komisaři proti fúzi společností Boeing a McDonnell Douglas",O O O O B-ORG O B-ORG I-ORG
"Zasmál jsem se , po chvilce váhání jsem mu vtiskl do ruky stříbrný cruzado , vsedl na osla a rychle odcválal , trochu znepokojený , či snad spíše trochu nejistý ohledně účinku toho stříbrňáku .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Průměrná délka života v Rusku i nadále klesá .",O O O O B-LOC O O O O
