sentence,ner
"Europska komisija je u četvrtak zatražila od Hrvatske da izmijeni zakon o privatizaciji Ine-Industrije nafte , jer se njime krši sloboda kretanja kapitala i sloboda poslovnog nastana , a što je obveza koju je Hrvatska preuzela još 2010. tijekom pristupnih pregovora u poglavlju Sloboda kretanja kapitala .",B-ORG I-ORG O O O O O B-LOC O O O O O O O O O O O O B-MISC I-MISC I-MISC O O O O O O O O O O O B-LOC O O O O O O O O B-MISC I-MISC I-MISC O
"Komisija je Hrvatskoj poslala obrazloženo mišljenje , što je drugi korak u pokretanju postupka za povredu europskih propisa .",B-ORG O B-LOC O O O O O O O O O O O O O O O O
"Ako Hrvatska u roku od dva mjeseca Zakon o privatizaciji Ine ne uskladi s pravom EU-a , Komisija može odlučiti uputiti predmet Sudu EU-a .",O B-LOC O O O O O B-MISC I-MISC I-MISC I-MISC O O O O B-LOC O B-ORG O O O O B-ORG I-ORG O
"Komisija navodi da je Ina najveće hrvatsko poduzeće za opskrbu energijom , djelomično u vlasništvu hrvatske Vlade .",B-ORG O O O B-ORG O O O O O O O O O O B-LOC B-ORG O
"Prema Zakonu o privatizaciji Ine državi su dodijeljene posebne ovlasti u tom poduzeću , uključujući pravo na veto u slučaju odluka društva koje se odnose na prodaju dionica / imovine u vrijednosti koja prelazi određeni prag .",O B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Posljedica toga je situacija da dioničari ne mogu utjecati na važne odluke društva razmjerno svojim udjelima , što može odvratiti potencijalne ulagače od ulaganja u Inu .",O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O
"Komisija smatra da takve posebne ovlasti predstavljaju ograničenje slobodnog kretanja kapitala i slobode poslovnog nastana , koje se na temelju Ugovora o funkcioniranju EU-a ne može opravdati .",B-ORG O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC O O O O
"Iako je zaštita sigurnosti opskrbe energijom cilj kojim bi se mogla opravdati ograničenja sloboda navedenih u Ugovoru o funkcioniranju EU , čini se da bezuvjetno pravo veta koje je država dobila prema Zakonu o privatizaciji Ine nadilazi ono što je nužno i proporcionalno za postizanje tog cilja , ističe Komisija .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O B-ORG O
"Europska komisija : Financijsko obrazovanje za prevenciju prezaduženosti |",B-ORG I-ORG O O O O O O O
"Zbog ozbiljnih problema koje izaziva osobna prezaduženost , Europska komisija predložila je sustav sprječavanja i ublažavanja osobne prezaduženosti * koji se sastoji od prevencije , rješavanje problema koji nastaju na tržištu , pomaganja , rješavanje i rehabilitacije dužnika .",O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Prevencija obuhvaća financijsko obrazovanje i osposobljavanje usmjereno na razvoj financijske pismenosti , odgovorno pozajmljivanje te ranu uključenost kreditora i / ili vjerovnika .",O O O O O O O O O O O O O O O O O O O O O O O
"Prema Europskoj komisiji , financijska pismenost je izuzetno važna i s tim opismenjavanjem treba započeti u osnovnim školama , a savjetovanje u vezi duga podrazumijeva pružanje nezavisne i holističke usluge u kojoj će se poštivati osobnost i dignitet prezadužene osobe .",O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Prezaduženost se obično javlja nakon neočekivane promjene razine primanja zbog iznenadne nezaposlenosti ili povećanih izdataka zbog bolesti , odnosno prevelike potrošnje koja je iznad mogućnosti pojedine osobe i njezine obitelji .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Značajan utjecaj naravno imaju i važni životni događaji poput razvoda braka ili dugotrajne veze , tako da pogođene osobe moraju gotovo iznova započeti s organizacijom života .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Posebno se u prezaduženost lako ulazi u uvjetima gospodarske krize , kada se smanjuju mogućnosti zapošljavanja , snižava se dohodak i ograničava prostor za dopunsku zaradu .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Nepovoljan utjecaj krize na prezaduženost vjerojatno se najviše očituje na pritisnuti srednji sloj , odnosno osobe koje su u doba gospodarskog prosperiteta razmjerno lako otplaćivale kredite i pokrivale nastale obveze , a sada to ne mogu činiti i nemaju pravo na materijalne oblike socijalne pomoći .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Njihov je položaj bitno drukčiji od onog kojeg imaju osobe s malim ili neredovitim prihodima , pa stoga nisu ni mogle uzimati kredite , a imale su pravo na različite oblike socijalne pomoći .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Materijalni položaj tih osoba zbog krize gotovo da se nije pogoršao .",O O O O O O O O O O O O
"Financijsko obrazovani potrošači – najbolji su potrošači .",O O O O O O O O
"Financijska pismenost je izuzetno važna i s tim opismenjavanjem treba započeti u osnovnim školama a kao posebno područje financijske pismenosti , Europska komisija navodi razvoj individualne odgovornosti u planiranju izdvajanja za otplatu budućeg kredita i troškova .",O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O
"Financijska je pismenost važna zbog toga što financijski obrazovani potrošači pridonose učinkovitoj sinergiji financijskog i realnog sektora što ima pozitivan učinak na cjelokupni gospodarski rast i razvoj .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"S druge strane , važnost financijske pismenosti leži i u tome što smanjuje rizike individualnih pogrešnih odluka te se time smanjuje pojedinačno i ukupno siromaštvo i socijalna isključenost .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Izvori financiranja nacionalnih kampanja širenja financijske pismenosti u javnom sektoru su nadležna ministarstva financija i / ili gospodarstva , regulatori financijskih usluga te središnje banke .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"Isto tako , javni obrazovni sustav , kao dio javnog sektora , od osnovne i srednje škole do visokog obrazovanja , također treba biti uključen u proces širenja financijske pismenosti putem edukacijskih programa na redovitoj ili povremenoj bazi .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Tu su također i različite gospodarske i obrtničke komore ili udruženja koja mogu imati interes u financijskom i štednom opismenjavanju stanovništva kao i udruge civilnog društva .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Svjetska mreža edukatora .",O O O O
"U cilju unapređenja financijske pismenosti stanovništva , OECD je osnovao Međunarodnu mrežu za financijsko obrazovanje ( International Network on Financial Education – INFE ) koju čini oko 150 institucija iz 100 zemalja .",O O O O O O O B-ORG O O B-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O
"Mreža svake druge godine organizira konferencije , razmjene informacija i mišljenja te rasprave o programima , inicijativama , problemima s podacima i istraživanjima na temu financijske edukacije .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Osim toga mreža se zalaže za priznavanje međunarodnih standarda vezanih uz financijsku pismenost te osigurava vodiče , upute i koordinaciju za one koji se tek uključuju u programe financijskog obrazovanja .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Rehabilitacija dužnika .",O O O
"Rano uključivanje kreditora i / ili vjerovnika pokazalo se kao jako korisna mjera .",O O O O O O O O O O O O O O
"Kao posebno dobar primjer može se istaknuti britanska Savjetodavna služba za financije i proračun .",O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Služba je predviđena za pojedince i obitelji , najčešće s niskim dohotkom , koji trebaju pomoć oko osobnih financija .",O O O O O O O O O O O O O O O O O O O O
"Usluga je besplatna za korisnike i povjerljiva .",O O O O O O O O
"Slični programi razvijeni su u Austriji i Njemačkoj .",O O O O O B-LOC O B-LOC O
"U Finskoj i Nizozemskoj , postoji i zakonodavna obveza lokalnih vlasti za pružanje savjeta u pogledu prezaduženosti .",O B-LOC O B-LOC O O O O O O O O O O O O O O
"Takve se usluge obično financiraju iz javnih izvora i uglavnom su besplatne za korisnika .",O O O O O O O O O O O O O O O
"U Belgiji pozitivan utjecaj ima Zakon o kolektivnom podmirenju duga i to tako što osoba zadužena kod različitih vjerovnika obraća se za pomoć opunomoćenom i stručnom posredniku koji stupa u kontakt sa svim vjerovnicima i zajedno pronalaze rješenje problema .",O B-LOC O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Kao pozitivan primjer , može se navesti Fond protiv prezaduženosti koji duži niz godina uspješno posluje u Belgiji .",O O O O O O O B-ORG I-ORG I-ORG O O O O O O O B-LOC O
"Svaki vjerovnik uplaćuje u Fond u skladu s izračunima ukupnih nepodmirenih obveza , a prikupljena sredstva služe za pokriće troškova medijatora i drugih savjetodavnih tijela uključenih u smanjivanje prezaduženosti * Rad je nastao uz potporu Hrvatske zaklade za znanost u okviru projekta 6558 Business and Personal Insolvency – the Ways to Overcome Excessive Indebtednes .",O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O
"Obrazovanje potrošača i Europska komisija",O O O B-ORG I-ORG
"Među njima , Europska Unija je obrazovanje potrošača uključila u dio općih ciljeva zaštite potrošača ( članak 153 , Ugovor iz Amsterdama , 1997 ) .",O O O O B-LOC O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O O O
"Obrazovanje potrošača je , dakle , priznato pravo europskih potrošača i cilj koji se želi zajednički postići sa strane država članica Europske unije .",O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O
"Europska komisija je također definisalo digitalne kompetencije kao jedan od ključnih aspekata cjeloživotnog učenja .",B-ORG I-ORG O O O O O O O O O O O O O
"S Lisabonskim ugovorom u 2007 , osim članka 12. o zaštiti potrošača , članak 169 ugovora propisuje da "" Unija će doprinijeti zaštiti zdravlja , sigurnosti i gospodarskih interesa potrošača , promicanju potrošačima pravo na informiranje , obrazovanje i pravo na organiziranje potrošača kako bi zaštitili svoj ​​ interes . """,O B-MISC I-MISC O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Potrošačka Agenda objavljena u proljeće 2012 je najavila da će Europska komisija izraditi "" interaktivnu platformu za razmjenu najboljih praksi i distribuciju potrošača obrazovnih materijala među nastavnicima i drugim stručnjacima koji rade sa učenicima 12 - 18 godine starosti , uključujući i materijale za digitalnu pismenost , novih medijskih tehnologija i održivoj potrošnji . """,B-MISC I-MISC O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Europska komisija - Izvješće za Hrvatsku 2016. - CEA",B-ORG I-ORG O B-MISC I-MISC I-MISC I-MISC O B-ORG
"Europska komisija – Izvješće za Hrvatsku 2016.",B-ORG I-ORG O B-MISC I-MISC I-MISC I-MISC
"Europska komisija donosi Izvješće za Hrvatsku 2016. – S detaljnim preispitivanjem sprječavanju i ispravljanju makroekonomskih neravnoteža .",B-ORG I-ORG O B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O
"Kroz Europski semestar Europska komisija koordinira i potiče dizajn i provedbu reformskih javnih politika s državama članicama EU .",O B-MISC I-MISC B-ORG I-ORG O O O O O O O O O O O O B-LOC O
"Europska komisija kroz Izvješće za Hrvatsku 2016. donosi preciznu analizu hrvatskih makroekonomskih neravnoteža .",B-ORG I-ORG O B-MISC I-MISC I-MISC I-MISC O O O O O O O
"Mogu se vidjeti i vrlo bolne činjenice iza kojih stoje određeni ( para ) birokratski partikularni interesi , koji se često predstavljaju kao “ javni interes ” .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Temeljem analize , Hrvatska donosi nacionalni program reformi .",O O O B-LOC O O O O O
"Izvješće za Hrvatsku 2016. je prilika da se definiraju novi prioriteti javnih politika u Hrvatskoj i počnu provoditi ozbiljne institucionalne reforme .",B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O B-LOC O O O O O O O
"Izvješće Europske komisije trebalo bi biti prvoklasno štivo već u srednjim školama ( a pogotovo na fakultetima ) , u svim političkim strankama , tijelima javne uprave i drugih dionicima koji utječu na upravljanje promjenama u društvu .",O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Samo uz novi mentalitet možemo stvarati bolje odluke i mjere koje će poboljšati kvalitetu institucija i time stvoriti bolje prilike za stvaranje vrijednosti .",O O O O O O O O O O O O O O O O O O O O O O O O
"Izvješće Europske komisije je zapravo poticaj da Hrvatska završi svoju tranziciju prema tržišnom gospodarstvu .",O B-ORG I-ORG O O O O B-LOC O O O O O O O
"I kad se to dogodi , reforme će ostati stalni izazov kako bi država izgradila okvir za slobodnije poslovanje , s manje prepreka i tereta koje je uzrokovala prekomjerna birokracija .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"CEA se zalaže za povećanje tržišne slobode , sustavnu deregulaciju i snažno rezanje birokracije , kako bi država bila što manja i efikasnija .",B-ORG O O O O O O O O O O O O O O O O O O O O O O O
"Prekomjerni fiskalni , parafiskalni i regulatorni nameti i tereti nisu opravdani jer ozbiljno narušavaju slobodu tržišta i prilike za stvaranje vrijednosti .",O O O O O O O O O O O O O O O O O O O O O O
"Zato smatramo da država treba dati svoj maksimum da se potakne nesputana i slobodna",O O O O O O O O O O O O O O
"Europska komisija čeka zahtjev za financiranje Pelješkog mosta , Hrvatska tvrdi da je u izradi",B-ORG I-ORG O O O O B-LOC I-LOC O B-LOC O O O O O
"Vijesti.hr",B-MISC
"Vlada , kako prošla tako i nova , vjeruje da će Europska komisija financirati 85 posto Pelješkog mosta .",O O O O O O O O O O O B-ORG I-ORG O O O B-LOC I-LOC O
"Ostatak bi platili hrvatski građani .",O O O O O O
"Europska komisija , izvršno tijelo Europske unije , čeka iz Hrvatske zahtjev za financiranje Pelješkog mosta najavljenog hrvatskim građanima prije 13 godina , a vlada u Zagrebu kaže da je zahtjev u izradi , ali ne iznosi procjene kada bi mogao naći u Bruxellesu .",B-ORG I-ORG O O O B-LOC I-LOC O O O B-LOC O O O B-LOC I-LOC O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O B-LOC O
"Hrvatska vlada , kako prošla tako i nova , vjeruje da će Europska komisija financirati 85 posto od oko 2 milijarde kuna vrijednog mosta s okolnim cestama u sklopu svoje politike smanjivanja nejednakosti među europskim regijama .",B-LOC O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O
