index,sentence,ner
223,"Північна Ірландія буде підпорядковуватися режиму Європейського спільного ринку , тому товари з провінції матимуть необмежений доступ до європейського ринку , а також до ринку Сполученого Королівства .",B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O
7916,"Нині ж перевага Байдена вимірюється десятками тисяч голосів в кожному "" спірному "" штаті .",O O O B-PER O O O O O O O O O O O
3903,"Всі вони , природно , повинні були бути громадянами Європейського Союзу .",O O O O O O O O O B-ORG I-ORG O
703,"У разі поразки глави уряду партії належить обрати нового лідера , на що відводиться три місяці .",O O O O O O O O O O O O O O O O O
112,"Але приклад Brexit показує , що це , насправді , послаблює країну економічно .",O O B-EVT O O O O O O O O O O O
1971,"Заклики про допомогу згасають , і поширюється гірке усвідомлення того , що гастрономія і культура не мають для системи значення .",O O O O O O O O O O O O O O O O O O O O O
1810,"З початку пандемії в США заразилися на коронавірус понад 19 , 5 млн осіб , померли понад 341 тис .",O O B-EVT O B-LOC O O O O O O O O O O O O O O O
2582,Китайська вакцина CoronaVac належить до так званих інактивованих .,O O B-PRO O O O O O O
3427,На шляху до виборів президента Комісії ?,O O O O O B-ORG O
5789,Пілоти Ryanair 12 вересня мають намір провести добовий страйк,O B-ORG O O O O O O O
5166,Депутати закликали Євросоюз не допустити будівництва « Північного потоку - 2 »,O O B-ORG O O O O B-ORG I-ORG I-ORG I-ORG O
2535,Кампанія з вакцинації від коронавірусу COVID - 19 стартувала вже у 46 країнах .,O O O O B-EVT B-EVT I-EVT I-EVT O O O O O O
4914,"Фактично рішення суду означає відновлення арешту на період як мінімум до моменту прийняття судом рішення за скаргою Нафтогазу України на рішення органу щодо стягнення боргів "" , - йдеться в повідомленні .",O O O O O O O O O O O O O O O O O B-ORG B-LOC O O O O O O O O O O O O O
7406,"Виборці заздалегідь знають , кого підтримує кожен вибірник .",O O O O O O O O O
5209,"Міністр закордонних справ Естонії Свен Міксер вимагає зупинити будівництво газопроводу "" Північний потік - 2 "" , передає УНН з посиланням на DW .",O O O B-LOC B-PER I-PER O O O O O B-ORG I-ORG I-ORG I-ORG O O O B-ORG O O O B-ORG O
4383,"Урядові повноваження Комісії були такі , що деякі , такі як колишній прем'єр - міністр Бельгії Гі Верхофстадт пропонують змінити свою назву на "" Європейська уряд "" , назвавши нинішню назву Комісії « сміховинною » .",O O B-ORG O O O O O O O O O O O O B-ORG B-PER I-PER O O O O O O O O O O O O O B-ORG O O O O
7713,Позиція республіканців,O O
4741,"Тим не менш , за оцінками Mac Donald Mott , на модернізацію ГТС України необхідно щонайменше 4 , 8 млрд дол .",O O O O O O B-ORG I-ORG I-ORG O O O O B-LOC O O O O O O O O
1045,Сама вакцина не зупинить коронавірус – ВООЗ,O O O O B-EVT O B-ORG
1268,09 . 12 . 2020,O O O O O
2298,[22 ],O O
539,КИЇВ .,B-LOC O
6978,Однак такий розвиток подій більшість експертів вважає малоймовірним .,O O O O O O O O O
2342,"11 серпня 2020 року уряд США уклав угоду про закупівлю 100 мільйонів доз передбачуваної вакцини Moderna , [44 ] яку , як пише Financial Times , Moderna планувала оцінити від 50 до 60 доларів США за курс вакцинації .",O O O O O B-LOC O O O O O O O O O B-ORG O O O O O O O B-PRO I-PRO O B-ORG O O O O O O O B-LOC O O O O
6266,""" Невдовзі після закриття виборчих дільниць свої вітання з перемогою передала Хілларі Клінтон .",O O O O O O O O O O O B-PER I-PER O
4930,Вищий суд швейцарського кантону Цуг призупинив дію рішення місцевого органу зі стягнення боргів про виключення акцій Nord Stream AG та Nord Stream 2 AG з переліку арештованого майна .,B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG O O O O O
4082,"Вона виступає із законодавчими ініціативами , а після затвердження контролює їх втілення в життя .",O O O O O O O O O O O O O O O
1545,У всіх цих пацієнтів були серйозні захворювання .,O O O O O O O O
7989,"Документ отримав назву "" Про імпічмент Дональда Джона Трампа , президента Сполучених Штатів , за особливо тяжкі злочини та проступки "" .",O O O O O O B-PER I-PER I-PER O O B-LOC I-LOC O O O O O O O O O
8230,"Будь ласка , переконайтеся , що ви ознайомились з нашими умовами і політикою конфіденційності .",O O O O O O O O O O O O O O O
1055,"За його словами , перші поставки вакцини від COVID - 19 будуть обмежені , тому пріоритет віддаватимуть працівникам охорони здоров'я , літнім людям та іншим групам ризику .",O O O O O O O O B-EVT I-EVT I-EVT O O O O O O O O O O O O O O O O O
81,У листопаді минулого року у Великобританії в рамках кампанії підтримки переслідуваних християн Близького Сходу червоним кольором висвітлили будівлю парламенту в Лондоні і ще близько десятка найбільших соборів по всій країні .,O O O O O B-LOC O O O O O O B-LOC I-LOC O O O O O O B-LOC O O O O O O O O O O
7331,"Після перемоги Джо Байдена в штаті Мічиган до розряду визначальних перейшов штат Невада – саме там у демократа є всі шанси отримати 6 голосів , яких ще бракує для перемоги .",O O B-PER I-PER O O B-LOC O O O O O B-LOC O O O O O O O O O O O O O O O O O O
3710,Єврокомісія складається з 28 комісарів і президента .,B-ORG O O O O O O O
5094,"30 травня президент Порошенко заявив , що у низці європейських країн почали стягувати активи російського "" Газпрому "" на користь "" Нафтогазу "" на виконання рішення Стокгольмського арбітражу щодо контракту на транзит газу .",O O O B-PER O O O O O O O O O O O O B-ORG O O O O B-ORG O O O O B-ORG I-ORG O O O O O O
7334,Результати в штаті Невада не оновлюються кілька годин .,O O O B-LOC O O O O O
7977,Джо Байден також був віцепрезидентом за часів президента Барака Обами .,B-PER I-PER O O O O O O B-PER I-PER O
3571,"Проте , це спричи - няє певне роз’єднання у підрозділах , що викликає проблеми в координуванні .",O O O O O O O O O O O O O O O O O
6712,"За словами лідера сенатської більшості Чака Шумера , демократи згодилися на відстрочку процесу , щоб дати колишньому президенту можливість організувати свою команду юристів і підготувати захист .",O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O
2597,"Особливості китайської вакцини Китайська вакцина CoronaVac , яку вирішила закупити Україна , належить до так званих інактивованих .",O O O O O B-PRO O O O O B-LOC O O O O O O O
290,"За словами прибічників "" жорсткого "" Brexit , чернетка угоди "" виявилася гіршою , ніж очікувалося і не відповідає обіцянкам , даним народу прем'єр - міністеркою "" .",O O O O O O B-EVT O O O O O O O O O O O O O O O O O O O O O
6554,"Також відомо , що Трамп запланував на прес - конференцію 15 грудня в Нью-Йорку , аби обговорити свої плани щодо відокремлення від його обширних бізнес інтересів перед тим , як він складе присягу в якості президента .",O O O O B-PER O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O
2442,""" Супутник V "" : чи можна довіряти російській вакцині від коронавірусу ( 15 . 10 . 2020 )",O B-PRO I-PRO O O O O O O O O B-EVT O O O O O O O
1358,"В цілому Єврокомісія уклала форвардні контракти на закупівлю вакцин проти COVID - 19 з шістьма виробниками - Pfizer / BioNTech , CureVac , AstraZeneca , Johnson & Johnson , Sanofi і Moderna .",O O B-ORG O O O O O O O B-EVT I-EVT I-EVT O O O O B-ORG O B-ORG O B-ORG O B-ORG O B-ORG I-ORG I-ORG O B-ORG O B-ORG O
4511,Призначення здійснюється на основі угоди між державами - членами і тільки за умови досягнення консенсусу .,O O O O O O O O O O O O O O O O
4149,"Договір , що засновує європейське співтовариство ( Консолідований текст з урахуванням Ниццский змін ) / / КонсультантПлюс , по Станом на жовтень 2007р . [ 46 ] Зайцев А . Ю . Європейська комісія : порядок формування та повноваження .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O
4247,Яскравим прикладом плідної співпраці нашої держави з цією організацією стала Конституція 1996 року .,O O O O O O O O O O O O O O
1073,"На його думку , на цей час вакцина не є рішенням , тому що про неї мало відомо .",O O O O O O O O O O O O O O O O O O O
2830,"Зазначається , що 20 членів консультативної ради FDA дійшли до висновку , що переваги препарату перевищують ризики для використання особами віком від 18 років .",O O O O O O O B-ORG O O O O O O O O O O O O O O O O O
7180,"Нагадаємо , Президент США Дональд Трамп пообіцяв , що залишить Білий дім за умови , якщо Колегія виборників підтримає на голосуванні його суперника від Демократичної партії Джо Байдена .",O O O B-LOC B-PER I-PER O O O O B-ORG I-ORG O O O O B-ORG I-ORG O O O O O O B-ORG I-ORG B-PER I-PER O
5977,"Про це "" Інтерфакс - Україна "" .",O O B-ORG I-ORG I-ORG I-ORG I-ORG O
7626,"Капітолій і Білий дім огороджені бар'єрами , потрапити на інавгурацію можна буде тільки за квитками .",B-LOC O B-ORG I-ORG O O O O O B-EVT O O O O O O
3663,Кандидатури інших комісарів пропонуються національними урядами при узгодженні з новим президентом та схвалюються Європейським парламентом .,O O O O O O O O O O B-MISC O O B-ORG I-ORG O
4883,"Як повідомлялося , Стокгольмський арбітраж присудив виплату "" Газпромом "" "" Нафтогазу України "" штрафу в розмірі $ 4 , 7 млрд за транзитним контрактом .",O O O B-ORG I-ORG O O O B-ORG O O B-ORG B-LOC O O O O O O O O O O O O O
259,"Очікується , що перехідний період триватиме до 31 грудня 2020 року , але в уряді зазначили , що він може бути подовжений на невизначенний термін .",O O O O O O O O O O O O O O O O O O O O O O O O O O
5342,"У Belgocontrol заявили , що працюють над шляхом вирішення проблеми .",O B-ORG O O O O O O O O O
2351,"↑ Номер клінічного дослідження NCT04405076 для "" Dose-Confirmation Study to Evaluate the Safety , Reactogenicity , and Immunogenicity of mRNA - 1273 COVID - 19 Vaccine in Adults Aged 18 Years and Older "" на вебсайті ClinicalTrials.gov ( англ . )",O O O O O O O O O O O O O O O O O O O B-PRO I-PRO I-PRO B-EVT I-EVT I-EVT O O O O O O O O O O O B-PRO O O O O
7517,"Байден виграв у Мічигані , до перемоги залишається один штат",B-PER O O B-LOC O O O O O O
4321,"Спільне використання мережі O2 CZ / CETIN і T-Mobile CZ розпочалося у 2011 році , його інтенсивність постійно зростає .",O O O B-ORG O O O O B-ORG I-ORG O O O O O O O O O O
3182,"Розгорнуті рішення з цього питання були прийняті , зокрема , у Празі в 1992 р .",O O O O O O O O O O O B-LOC O O O O
1197,У найближчому майбутньому в країну надійдуть перші дози .,O O O O O O O O O
5400,КИЇВ . 25 липня .,B-LOC O O O O
2368,"Однак , пізніше вони пояснили , що цифра була заснована на вузькому критерії , який стосувався людей з потребою в медичному догляді .",O O O O O O O O O O O O O O O O O O O O O O O
5660,У Німеччині в компанії Ryanair працевлаштовано близько 400 пілотів і 1000 бортпровідників / УНІАН .,O B-LOC O O B-ORG O O O O O O O O B-ORG O
3277,"По-четверте , Комісія забезпечує виконання рішень , прийняту Радою у межах її відання , виконання яких доручається Комісію .",O O B-ORG O O O O O B-ORG O O O O O O O O B-ORG O
6614,"Станом на 5 листопада у нього є 264 голосів з 270 , необхідних для перемоги .",O O O O O O O O O O O O O O O O
4375,Правила процедури Європейської Комісії створює роботу і організацію Комісії .,O O B-ORG I-ORG O O O O B-ORG O
4455,Це – головна система саботажу реформ в Україні .,O O O O O O O B-LOC O
1140,Чи були такі більш жорсткі обмеження необхідні ?,O O O O O O O O
6552,"Проте Дональд Трамп згодом написав у своєму акаунті в Twitter , що не буде займатися шоу The Apprentice .",O B-PER I-PER O O O O O O B-MISC O O O O O O B-MISC I-MISC O
722,19 листопада .,O O O
2544,"Як відомо , в межах глобальної ініціативи COVAX щодо вакцинації бідних країн від COVID - 19 Україна безплатно отримає 8 млн доз вакцини від коронавірусної хвороби .",O O O O O O O B-PRO O O O O O B-EVT I-EVT I-EVT B-LOC O O O O O O O B-EVT I-EVT O
8190,Джорджія,B-LOC
4032,"По-третє , Комісія володіє власною розпорядчої владою , а одно бере участь у прийнятті рішень іншими інститутами , насамперед Радою і Парламентом .",O O B-ORG O O O O O O O O O O O O O O O O B-ORG O B-ORG O
2701,Головний лікар одного з діагностичних медичних центрів Львова Тарас Жиравецький :,O O O O O O O B-LOC B-PER I-PER O
3581,"Розробка концепції наддержавності повинна була стати сут - тєвою відмінністю , яка б відрізняла європейський процес інтег - рації від інших міжнародних організацій .",O O O O O O O O O O O O O O O O O O O O O O O O
4990,У результаті довелося обійтися без платформи .,O O O O O O O
7338,"Трамп подає в суд на Мічиган і Пенсильванію , щоб зупинити підрахунок голосів .",B-PER O O O O B-LOC O B-LOC O O O O O O
4269,Тобто Венеціанська комісія є своєрідним інструментом Ради Європи з упровадження європейських цінностей в Україні .,O B-ORG I-ORG O O O B-ORG I-ORG O O O O O B-LOC O
5934,"Сім профспілок , які представляють бортпровідників з п’яти різних країн Бельгії , Італії , Нідерландів , Португалії та Іспанії , підтримали цю кампанію .",O O O O O O O O O O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O O O O O
4745,"Однак відповідно до інвестиційних планів компанії "" Укртрансгаз "" , обсяги капіталовкладень у 2018 р . очікуються на рівні 4 , 85 млрд грн , або трохи більше 6 % від очікуваного доходу .",O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O
117,"Це бачать сьогодні і у Франції , і у Нідерландах .",O O O O O B-LOC O O O B-LOC O
4689,"Конкуренція європейських хабів за "" нульову точку "" ціни .",O O O O O O O O O O
2043,"Закінчивши медичну освіту , Шахін кілька років працював лікарем в клініці Кельнського університету й багато займався гематологією та онкологією , а потім його запросили до медичного центру Саарландського університету .",O O O O B-PER O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O B-ORG I-ORG O
5112,"Як повідомляв УНІАН , проект « Північний потік - 2 » передбачає будівництво і роботу двох ниток газопроводу загальною потужністю 55 млрд кубометрів газу на рік від узбережжя Росії через Балтійське море до Німеччини .",O O B-ORG O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O B-LOC O B-LOC I-LOC O B-LOC O
4537,"Ключові задачі , які лишається виконати ( для виділення траншу ) ухвалити закон про регулятора на ринку електроенергетики , а також прибрати торговельні обмеження , які не сумісні з Угодою про асоціацію , нагадав Домбровскіс .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O B-PER O
1092,"У Франції натомість скасували заборону на подорожі країною , але подовжили дію комендантської години принаймні до 20 січня .",O B-LOC O O O O O O O O O O O O O O O O O
6966,Суд позов відхилив .,O O O O
5575,Виплату інших компенсацій пасажирам керівництво Ryanair відхиляє .,O O O O O B-ORG O O
1049,Джерело : Гебреєсус в Twitter,O O B-PER O B-PRO
816,""" Ми хочемо чітко пояснити , що переговори між Сполученим Королівством і ЄС не поширюються на Гібралтар "" , - заявив Борель , підкресливши , що "" майбутні переговори щодо Гібралтару - окремі переговори .",O O O O O O O O O B-LOC I-LOC O B-LOC O O O B-LOC O O O O B-PER O O O O O O O O B-LOC O O O O
3039,"Експерти вважають , що такий звіт Міністерства юстиції Чорногорії – це правильний крок на шляху належного запровадження реформ і є позитивним прикладом для інших держав - членів .",O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O
7516,Підписуйтесь на Telegram - канал : https://t.me/espresotb,O O B-PRO O O O O
4913,Вищий суд швейцарського кантону Цуг призупинив дію рішення місцевого органу щодо стягнення боргів про виключення акцій Nord Stream AG і Nord Stream 2 AG з переліку заарештованого майна .,B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG O O O O O
429,"Листи говорять про те , що Бенксу під час кампанії за Brexit нібито запропонували три угоди , пов'язані з російським бізнесом .",O O O O O O B-PER O O O O B-EVT O O O O O O O O O O
3734,Це призначення схвалює Європейський Парламент .,O O O B-ORG I-ORG O
2080,Підписуйтеся на наш Telegram або Viber !,O O O B-PRO O B-PRO O
3559,"На цю тему проведені дуже цікаві дослідження А . Стівенса ( A . Stevens ) та С . Стівенса ( S . Stevens ) , про які докладно йдеться далі .",O O O O O O O B-PER I-PER I-PER O O O O O O B-PER I-PER I-PER O O O O O O O O O O O O
7031,Новообраний президент Джо Байден виступив зі зверненням до нації у своєму рідному місті Вілмінгтон .,O O B-PER I-PER O O O O O O O O O B-LOC O
8065,"Такі результати були досягнуті після голосування вибірників у штаті Каліфорнія , де всі 55 голосів вибірників були віддані Байдену .",O O O O O O O O O B-LOC O O O O O O O O B-PER O
1659,Нагадаємо :,O O
3173,"Один із чотирьох його основних розділів , стосуються гуманітарного співробітництва європейських держав і прав людини .",O O O O O O O O O O O O O O O O
6287,"Для него общение так же важно , как и воздух .",O O O O O O O O O O O
7617,А також заплановано виступ ще однієї попдіви — Дженіфер Лопес .,O O O O O O O O B-PER I-PER O
3705,"Європейську комісію ще називають "" охоронницею договорів ЄС "" .",B-ORG I-ORG O O O O O B-ORG O O
7187,Трамп написав про це в п'ятницю у Tweeter .,B-PER O O O O O O B-PRO O
7000,Палата представників США також розробила резолюцію із закликом до віце - президента Майка Пенса перебрати на себе виконання обов’язків президента .,B-ORG I-ORG B-LOC O O O O O O O O O B-PER I-PER O O O O O O O
7757,"Штат зазвичай голосує за кандидата від Демпартії , але на минулих виборах там переміг республіканець .",O O O O O O B-ORG O O O O B-EVT O O O O
1212,"43 % респондентів висловили згоду піти на щеплення за умови , що за неї не треба буде платити .",O O O O O O O O O O O O O O O O O O O
4342,"Нарешті , Комісія забезпечує деяке зовнішнє представництво для Об'єднання , пліч -о-пліч з Державами - членами та Спільної Зовнішньої Політики і Політики Безпеки , представляючи Об'єднання в організаціях як наприклад Світова Торгова Організація .",O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O
4629,— Національний Еразмус+ офіс в Україні Генеральний Директорат з питань освіти та культури Європейської Комісії оголосив результати цьогорічного конкурсу програми Еразмус+ : Спільні програми Еразмус Мундус .,O O O O O B-LOC O O O O O O O B-ORG I-ORG O O O O O O O O O B-MISC I-MISC O
7519,"Кандидат в президента США від Демократичної партії Джо Байден переміг у Мічигані , одному із ключових штатів , який може забезпечити йому перемогу на виборах .",O O O B-LOC O B-ORG I-ORG B-PER I-PER O O B-LOC O O O O O O O O O O O O B-EVT O
996,"У сусідній Польщі триватиме жорсткий карантин , а у новорічну ніч буде комендантська година .",O O B-LOC O O O O O O O O O O O O
1765,"І це залежить від нас , в цьому позитив "" , - зазначив чиновник .",O O O O O O O O O O O O O O O
1248,"Швидка поява мРНК - 1273 і пандемія , яка рухає його розвитком , привели до зміщення акценту в Модерні .",O O B-PRO I-PRO I-PRO O B-EVT O O O O O O O O O O O B-ORG O
2168,Іще суворішу комендантську годину у зв'язку із стрімким поширенням вірусу оголосили у Франції .,O O O O O O O O O O O O B-LOC O
5717,Ірландська бюджетна авіакомпанія змушена скасувати 150 рейсів з та до аеропортів Німеччини у зв'язку зі страйком німецьких профспілок пілотів та бортпровідників .,O O O O O O O O O O O B-LOC O O O O O O O O O O
4481,"Після цього справи надсилалися до виконавчих органів Ради Європи , Комітету міністрів .",O O O O O O O B-ORG I-ORG O B-ORG I-ORG O
5473,Страйк пілотів Ryanair : клієнтам пропонують повернення коштів чи перебронювання рейсів,O O B-ORG O O O O O O O O
1044,Ознайомитися,O
3077,Ця компанія є засновником ТОВ « Вільногірський завод плоского скла » і ТОВ « Вільногірське скло » .,O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O
3793,"Звичайно , було б невірно перебільшувати роль Комісії та приписувати успіхи європейської інтеграції тільки її діяльності .",O O O O O O O B-ORG O O O O O O O O O
5647,"зокрема , зазначено , що страйк почнеться в три години ночі в середу , 12 вересня , і триватиме до того ж часу через добу .",O O O O O O O O O O O O O O O O O O O O O O O O O O
878,На тлі пандемії коронавірусу цього року в Україні значно зріс попит на вакцинацію проти ‎сезонного грипу .,O O B-EVT B-EVT O O O B-LOC O O O O O O O B-EVT O
6656,"Про це в четвер , 20 листопада , заявив віцегубернатор Джорджії Бред Раффенспергер .",O O O O O O O O O O B-LOC B-PER I-PER O
1509,"На думку науковця , зараз можна говорити про те , що імунітет у людей , які перехворіли на COVID - 19 , триває кілька місяців .",O O O O O O O O O O O O O O O O O O B-EVT I-EVT I-EVT O O O O O
2583,Україна планує розпочати щеплення від коронавірусу в лютому .,B-LOC O O O O B-EVT O O O
4301,"Новини категорії Європейська Комісія - УНН Відповідно до статті 26 Закону України "" Про інформаційні агенства "" , право власності на продукцію інформаційного агенства охороняєтся чинним законодавством України .",O O B-ORG I-ORG O O O O O O O B-LOC O O O O O O O O O O O O O O O B-LOC O
3494,"На цій основі ґрунтується означення Комісії як інституції , що володіє глобальним баченням інтересів Європи та , отже , може втілювати в реальність загальну волю спільності .",O O O O O B-ORG O O O O O O O O B-LOC O O O O O O O O O O O O
