sentence,ner
"Čtěte také :",O O O
"Islamisté odvolají v Pákistánu protesty proti propuštění Bibiové",O O O B-LOC O O O B-PER
"Islámábád -",B-LOC O
"Pákistánská islamistická strana Tehríke Labajk ( TLP ) ukončí protesty proti zproštění viny křesťanky Asii Bibiové , která byla před osmi lety odsouzena k trestu smrti za urážku islámského proroka Mohameda .",O O O B-ORG I-ORG O B-ORG O O O O O O O B-PER I-PER O O O O O O O O O O O O O O B-PER O
"Informovala o tom agentura Reuters s odvoláním na mluvčího TLP , podle nějž dosáhla skupina dohody s vládou .",O O O O B-ORG O O O O B-ORG O O O O O O O O O
"Pákistánské úřady mezitím odložily propuštění Bibiové , kterou tento týden nejvyšší soud zprostil viny .",O O O O O B-PER O O O O O O O O O
"To vyvolalo demonstrace radikálních muslimů po celé zemi , kteří požadovali , aby aby by žena byla veřejně oběšena .",O O O O O O O O O O O O O O O O O O
""" Dosáhli jsme dohody s vládou , "" řekl agentuře Reuters mluvčí TLP Ijaz Ašrafí .",O O O O O O O O O O B-ORG O B-ORG B-PER I-PER O
"V rámci dohody nebude smět Asia Bibiová opustit zemi , dodal .",O O O O O B-PER I-PER O O O O O
"Vláda uzavření dohody potvrdila a uvedla , že protesty skončí od půlnoci .",O O O O O O O O O O O O O
"Protestní akce se dnes konaly v pákistánských městech již třetí den , vlivná pákistánská armáda ale varovala , že její trpělivost má své hranice .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Většinu protestů proti verdiktu nejvyššího soudu organizovala právě TLP .",O O O O O O O O B-ORG O
"Demonstranti v minulých dnech zablokovali důležité dopravní tepny a zapalovali automobily .",O O O O O O O O O O O O
"Radiální pákistánský islámský duchovní Háfiz Saíd , kterého Spojené státy a Indie viní z přípravy teroristických útoků v indické finanční metropoli Bombaji se 166 oběťmi z roku 2008 , svolal na dnešek masové protesty , které se uskutečnily po tradičních pátečních modlitbách .",O O O O B-PER I-PER O O B-LOC I-LOC O B-LOC O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O
"Právník zastupující jednoho z místních duchovních , který vznesl v roce 2009 proti Bibiové obvinění z rouhačství , se ve čtvrtek obrátil na nejvyšší soud s žádostí , aby aby by svůj verdikt zvrátil .",O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O
"Nejvyšší soud ve středu osvobodil Bibiovou , která byla v roce 2010 odsouzena k absolutnímu trestu za urážku proroka Mohameda .",O O O O O B-PER O O O O O O O O O O O O O B-PER O
"To by mohlo propuštění Bibiové dále pozdržet .",O O O O B-PER O O O
"Podle AP sice není znám případ , kdy by nejvyšší soud zvrátil svůj verdikt , přezkoumání případů se ale často táhne roky .",O B-ORG O O O O O O O O O O O O O O O O O O O O O
"Úřady posílily bezpečnostní opatření kolem blíže neupřesněného místa , kde je Bibiová držena .",O O O O O O O O O O O B-PER O O
"Představitelé věznice ve čtvrtek řekli , že minulý měsíc byli zatčeni dva muži , kteří plánovali Bibiovou uškrtit .",O O O O O O O O O O O O O O O O B-PER O O
"Rodina Bibiové očekávala její propuštění ve čtvrtek večer .",O B-PER O O O O O O O
"Její manžel se s dětmi vrátil z Británie a čeká na propuštění své ženy v naději , že společně odletí pryč z Pákistánu .",O O O O O O O B-LOC O O O O O O O O O O O O O O B-LOC O
"Některé země , například Francie a Španělsko , již rodině nabídly azyl .",O O O O B-LOC O B-LOC O O O O O O
"Demonstranti , kteří kromě oběšení Bibiové požadují i smrt trojice soudců , kteří křesťanku osvobodili , zatím pokračují v blokádě klíčové silnice spojující metropoli Islámábád s nedalekým posádkovým městem Rávalpindí .",O O O O O B-PER O O O O O O O O O O O O O O O O O O B-LOC O O O O B-LOC O
"Stovky dalších nespokojenců blokují také dálnici , jež spojuje Islámábád s jinými velkými pákistánskými městy .",O O O O O O O O O B-LOC O O O O O O
"Pákistánský obhájce křesťanky obviněné z rouhání by rád do České republiky",O O O O O O O O O B-LOC I-LOC
"Saif ul Malúk se případu Asii Bibiové ujal před čtyřmi lety .",B-PER I-PER I-PER O O B-PER I-PER O O O O O
"Negramotná křesťanka odsouzená jako první žena v Pákistánu k trestu smrti za rouhání , seděla tou dobou už čtyři roky ve vězení .",O O O O O O O B-PER O O O O O O O O O O O O O O O
"Soudy nižších instancí jí opakovaně potvrdily rozsudek smrti , ačkoliv odpočátku tvrdila , že je nevinná .",O O O O O O O O O O O O O O O O O
"Poslední šancí na záchranu bylo odvolání k Nejvyššímu soudu .",O O O O O O O O O O
""" Odvolala se v roce 2014 a já se rozhodl , že musím té bezbranné ženě pomoct .",O O O O O O O O O O O O O O O O O O
"Nemohla si dovolit dobrého právníka .",O O O O O O
"Stal jsem se její poslední šancí na záchranu před šibenicí .",O O O O O O O O O O O
"Věnoval jsem přípravě obhajoby hodně práce , chystal jsem ji čtyři roky , "" vysvětluje Malúk , jak se dostal k případu , který mu zřejmě navždy změní život .",O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O
"Smrt pro advokáta .",O O O O
"Pákistánský Nejvyšší soud nakonec v přelomovém rozsudku uznal , že Asia Bibiová je nevinná .",B-ORG I-ORG I-ORG O O O O O O O B-PER I-PER O O O
"Za normálních okolností mohla být ihned propuštěna na svobodu .",O O O O O O O O O O
"Verdikt soudu v otázce rouhání u mezinárodně sledovaného případu ale vyvolal obrovskou vlnu nevole u konzervativní části pákistánské společnosti .",O O O O O O O O O O O O O O O O O O O O
"V den vyhlášení verdiktu soudu zablokovaly ulice pákistánských velkých měst tisíce demonstrantů a požadovali smrt nejen pro Bibiovou , ale i pro soudce Nejvyššího soudu a advokáta Saif ul Malúka .",O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O B-PER I-PER I-PER O
"Pákistán popravil vraha bývalého guvernéra , vzápětí propukly nepokoje",B-LOC O O O O O O O O
"reklama .",O O
"Pixmac Kadrí guvernéra zastřelil v lednu 2011 v metropoli Islámábádu , když byl ve službě .",B-ORG B-PER O O O O O O O B-LOC O O O O O O
"Vražda tehdy šokovala pákistánskou liberální elitu , některé islamistické skupiny ale Kadrího opěvovaly jako hrdinu .",O O O O O O O O O O O B-PER O O O O
"Dnešní poprava oběšením vyvolala v několika městech protesty , které rozdmýchali náboženští a političtí představitelé , stejně jako ozbrojené skupiny , které se veřejně postavily na stranu vraha .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"V Islámábádu a sousedním Rávalpindí dnes v obavě z násilností většina škol zrušila vyučování , zavřela i řada obchodů .",O B-LOC O O B-LOC O O O O O O O O O O O O O O O
"V úterý se bude konat Kadrího pohřeb , na němž jsou rovněž očekávány početné davy jeho přívrženců .",O O O O O B-PER O O O O O O O O O O O O
"Sekulární guvernér Tasír volal po změně zákonů týkajících se rouhačství , které jsou často zneužívány proti příslušníkům náboženských menšin i v osobních sporech .",O O B-PER O O O O O O O O O O O O O O O O O O O O O
"Tasír mimo jiné veřejně podporoval pákistánskou křesťanku Asiu Bibiovou , matku pěti dětí , která byla odsouzena k trestu smrti za rouhání vůči proroku Mohamedovi .",B-PER O O O O O O B-PER I-PER O O O O O O O O O O O O O O O B-PER O
"V Pákistánu popravili vraha bývalého guvernéra , lidé protestovali",O B-LOC O O O O O O O
"Dnešní poprava oběšením vyvolala v několika městech protesty , které rozdmýchali náboženští a političtí představitelé , stejně jako ozbrojené skupiny , které se veřejně postavily na stranu vraha .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"V Islámábádu a sousedním Rávalpindí dnes v obavě z násilností většina škol zrušila vyučování , zavřela i řada obchodů .",O B-LOC O O B-LOC O O O O O O O O O O O O O O O
"Osobní strážce Mumtáz Kadrí guvernéra zastřelil v lednu 2011 v metropoli Islámábádu , když byl ve službě .",O O B-PER I-PER O O O O O O O B-LOC O O O O O O
"Vražda tehdy šokovala pákistánskou liberální elitu , některé islamistické skupiny ale Kadrího opěvovaly jako hrdinu a tisíce aktivistů mu při demonstracích vyjádřily podporu .",O O O O O O O O O O O B-PER O O O O O O O O O O O O
"Po zprávě o popravě Kadrího se jeho stoupenci dnes znovu vydali do ulic , stavěli barikády a pálili pneumatiky .",O O O O B-PER O O O O O O O O O O O O O O O
"V úterý se bude konat Kadrího pohřeb , na němž jsou rovněž očekávány početné davy jeho přívrženců , napsal zpravodajský server BBC News .",O O O O O B-PER O O O O O O O O O O O O O O O B-PRO I-PRO O
"Sekulární guvernér Tasír volal po změně zákonů týkajících se rouhačství , které jsou často zneužívány proti příslušníkům náboženských menšin i v osobních sporech .",O O B-PER O O O O O O O O O O O O O O O O O O O O O
"Tasír mimo jiné veřejně podporoval pákistánskou křesťanku Asiu Bibiovou , matku pěti dětí , která byla odsouzena k trestu smrti za rouhání vůči proroku Mohamedovi .",B-PER O O O O O O B-PER I-PER O O O O O O O O O O O O O O O B-PER O
"V květnu 2011 , jen pár měsíců po zabití guvernéra Tasíra , zastřelili ozbrojenci pákistánského ministra pro náboženské menšiny Šáhbáze Bhattího , jenž byl tehdy jediným křesťanem ve vládě .",O O O O O O O O O O B-PER O O O O O O O O B-PER I-PER O O O O O O O O O
"V srpnu téhož roku byl unesen syn guvernéra Salmána Tasíra , který zůstává doposud nezvěstný , napsal server BBC News .",O O O O O O O O B-PER I-PER O O O O O O O O B-PRO I-PRO O
"Demonstrace proti propuštění a za oběšení křesťanky končí .",O O O O O O O O O
"Radikálové se dohodli s vládou",O O O O O
"Pákistánská islamistická strana Tehríke Labajk ( TLP ) ukončí protesty proti zproštění viny křesťanky Asii Bibiové , která byla před osmi lety odsouzena k trestu smrti za urážku islámského proroka Mohameda .",O O O B-ORG I-ORG O B-ORG O O O O O O O B-PER I-PER O O O O O O O O O O O O O O B-PER O
"Informovala o tom agentura Reuters s odvoláním na mluvčího TLP , podle nějž do MAsáhla skupina dohody s vládou .",O O O O B-ORG O O O O B-ORG O O O O O O O O O O
"Pákistánské úřady mezitím odložily propuštění Bibiové , kterou tento týden nejvyšší soud zprostil viny .",O O O O O B-PER O O O O O O O O O
"To vyvolalo demonstrace radikálních muslimů po celé zemi , kteří požadovali , aby aby by žena byla veřejně oběšena .",O O O O O O O O O O O O O O O O O O
"„ Dosáhli jsme dohody s vládou , “ řekl agentuře Reuters mluvčí TLP Ijaz Ašrafí .",O O O O O O O O O O B-ORG O B-ORG B-PER I-PER O
"V rámci dohody nebude smět Asia Bibiová opustit zemi , dodal .",O O O O O B-PER I-PER O O O O O
"Vláda uzavření dohody potvrdila a uvedla , že protesty skončí od půlnoci .",O O O O O O O O O O O O O
"Radiální pákistánský islámský duchovní Háfiz Saíd , kterého Spojené státy a Indie viní z přípravy teroristických útoků v indické finanční metropoli Bombaji se 166 oběťmi z roku 2008 , svolal na dnešek masové protesty , které se uskutečnily po tradičních pátečních modlitbách .",O O O O B-PER I-PER O O B-LOC I-LOC O B-LOC O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O
"Právník zastupující jednoho z místních duchovních , který vznesl v roce 2009 proti Bibiové obvinění z rouhačství , se ve čtvrtek obrátil na nejvyšší soud s žádostí , aby aby by svůj verdikt zvrátil .",O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O
"Islamisté se bouří .",O O O O
"Soud osvobodil křesťanku obviněnou z rouhání",O O O O O O
"Nejvyšší soudce Saqib Nisarm během vynesení rozsudku uvedl , že Asia Bibiová může věznici ve městě Sheikhupura nedaleko Láhauru , hlavního města provincie Paňdžáb svobodně opustit , pokud vůči ní není vzneseno další obvinění .",O O B-PER I-PER O O O O O O B-PER I-PER O O O O B-LOC O B-LOC O O O O B-LOC O O O O O O O O O O O
"Sama Bibiová se soudního slyšení nezúčastnila .",O B-PER O O O O O
"Během telefonického rozhovoru s reportéry agentury AFP reagovala značně překvapeně .",O O O O O O B-ORG O O O O
"„ Nemohu věřit tomu co slyším , opravdu se dostanu na svobodu ?",O O O O O O O O O O O O O
"Oni mě propustí , doopravdy ? , “ prohlásila žena .",O O O O O O O O O O O
"Obavy z násilí .",O O O O
"Jednání nejvyššího soudu v Islámábádu provázely rozsáhlé policejní manévry .",O O O O B-LOC O O O O O
"Proti osvobození křesťanky se uskutečnila řada demonstrací .",O O O O O O O O
"Muslimové protestovali například v Karáčí , Láhauru nebo Péšávaru .",O O O O B-LOC O B-LOC O B-LOC O
"Stovky lidí podle deníku Dawn zablokovaly ulice v Islámábádu a sousedním Rávalpindí .",O O O O B-PRO O O O B-LOC O O B-LOC O
"Pákistánský soud osvobodil křesťanku odsouzenou za rouhačství , islamisté se bouří",O O O O O O O O O O O
"Pákistánský nejvyšší soud osvobodil křesťanku , která byla v roce 2010 odsouzena k trestu smrti za urážku islámského proroka Mohameda .",B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O B-PER O
"Matku čtyř dětí soud nařídil propustit na svobodu .",O O O O O O O O O
"Rozhodnutí by mohlo vyvolat masivní pouliční protesty tvrdých zastánců islámu .",O O O O O O O O O O O
"Krátce po verdiktu zablokovaly stovky demonstrantů hlavní tah mezi metropolí Islámábádem a nedalekým Rávalpindí , shromáždění už se konají i v dalších městech , informovala agentura AP .",O O O O O O O O O O B-LOC O O B-LOC O O O O O O O O O O O O B-ORG O
"Asia Bibiová byla zatčena v roce 2009 po hádce s muslimskými ženami .",B-PER I-PER O O O O O O O O O O O
"Z bezpečnostních důvodů není známé , ve které věznici se nachází .",O O O O O O O O O O O O
"Podle agentury Reuters dnešní osvobozující verdikt přivítali obhájci lidských práv .",O O B-ORG O O O O O O O O
"Vlivný radikální duchovní Chádim Husajn Rizví naopak už před rozsudkem vyzval své stoupence , aby aby by manifestacemi ve všech větších městech vyjádřili svou „ lásku k prorokovi “ , pakliže bude Bibiová propuštěna .",O O O B-PER I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O
"In a country where minorities are routinely persecuted & are often denied fundamental freedoms the decision of the Supreme Court of to acquit of #blasphemy is commendable .",O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O
"It is a victory for all people who advocate fundamental for all .",O O O O O O O O O O O O O
"# AsiaBibiAppeal — Asia Bibi is a free woman at last ( @Release Asia Bibi ) 31 . října 2018 Islamistická strana Tehríke Labajk ( TLP ) po rozhodnutí volá po smrti předsedy nejvyššího soudu a dalších dvou soudců , kteří trest smrti zvrátili .",O O O B-PER I-PER O O O O O O O O B-PER I-PER O O O O O O O B-ORG I-ORG O B-ORG O O O O O O O O O O O O O O O O O O O
"Mluvčí TLP informoval o výnosu vůdce strany Muhammada Afzala Kadrího , podle kterého si zmínění představitelé nejvyššího soudu zaslouží zemřít .",O B-ORG O O O O O B-PER I-PER I-PER O O O O O O O O O O O
"Británie neposkytne azyl pákistánské křesťance .",B-LOC O O O O O
"Bojí se reakce místních muslimů",O O O O O
"Pákistánská křesťanka Asia Bibiová se azylu ve Velké Británii nedočká .",O O B-PER I-PER O O O B-LOC I-LOC O O
"Podle všeho totiž panují obavy z možných násilných protestů ze strany pákistánských muslimů .",O O O O O O O O O O O O O O
"Píše to server Echo 24 . cz .",O O O O O O O O
"Foto : wikipedia Popisek : Pákistánská vlajka",O O B-PRO O O O O
"Rodina Bibiové by se tak měla odebrat do jedné ze dvou blíže neurčených západních zemí , kde prý přijala nabídku k pobytu .",O B-PER O O O O O O O O O O O O O O O O O O O O O
"Velkou Británii předtím o azyl žádal manžel Bibiové Ashiq Masih .",B-PER I-PER O O O O O B-PER B-PER I-PER O
"Její přítomnost v zemi by mohla způsobit také bezpečnostní hrozbu pro britské ambasády v zahraničí , které by se mohly stát cílem islamistických teroristických útoků , “ zmínil vak v reakci na to předseda Britské pákistánské křesťanské asociace Wilson Chowdrhy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG B-PER I-PER O
"Původní text Bibiová měla před lety urazit islámského proroka Mohameda .",O O B-PER O O O O O O B-PER O
"Následně byla odsouzena k trestu smrti .",O O O O O O O
"Nyní byla sice zprotěna obvinění , i nadále vak zůstává ve vězení a nelze očekávat , že bude v nejbliží době proputěna .",O O O O O O O O O O O O O O O O O O O O O O O
"Jiné agentury vak již tvrdí , že proputěna byla , ale je v ochranné vazbě kvůli obavám o její život .",O O O O O O O O O O O O O O O O O O O O O
"V Pákistánu totiž po rozhodnutí nejvyího soudu propukly demonstrace , které požadovaly veřejné oběení Bibiové i trojice soudců .",O B-LOC O O O O O O O O O O O O B-PER O O O O
"Máme velké obavy , protože ná život je ohrožený .",O O O O O O O O O O
"Už ani nemáme co jíst , protože nemůžeme vycházet ven , abychom aby bychom si nakoupili , “ uvádí Masih v žádostech o azyl .",O O O O O O O O O O O O O O O O O B-PER O O O O O
"Psali jsme :",O O O
"Obhájci , který zachránil pákistánskou křesťanku před trestem smrti , jde o život .",O O O O O O O O O O O O O O
"O pomoc prosí i Čechy",O O O O B-PER
"„ Pokud by zítra Češi přišli a řekli : Přijeď a přijmi naše občanství , nechají za sebou celý svět , i takové šampiony lidských práv , jakými jsou Britové , Američané , Němci , Francouzi i Holanďané .",O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O B-PER O B-PER O B-PER O B-PER O B-PER O
"Ti jen mluví a mluví .",O O O O O O
"Já bych pak mohl celému světu říct : Následujte Čechy , “ říká v hotelovém lobby v centru Londýna Saif ul Malúk .",O O O O O O O O O B-PER O O O O O O O O B-LOC B-PER I-PER I-PER O
"Muž , který ještě před pár týdny patřil mezi pákistánskou právní špičku .",O O O O O O O O O O O O O
"Pak ale přišel osvobozující rozsudek pro jeho celosvětově známou mandantku Asiu Bibiovou – křesťanku obviněnou z rouhání – a on musel z rodné země utéct .",O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O
"Hrozila mu smrt .",O O O O
"Teď hledá v Evropě nový domov .",O O O B-LOC O O O
"Zatím neúspěšně , jak prozradil ve výjimečně otevřeném rozhovoru pro Hlídací Pes . org .",O O O O O O O O O O B-PRO I-PRO I-PRO I-PRO O
"Saif ul Malúk se případu Asii Bibiové ujal před čtyřmi lety .",B-PER I-PER I-PER O O B-PER I-PER O O O O O
"Negramotná křesťanka odsouzená jako první žena v Pákistánu k trestu smrti za rouhání , seděla tou dobou už čtyři roky ve vězení .",O O O O O O O B-LOC O O O O O O O O O O O O O O O
"Soudy nižších instancí jí opakovaně potvrdily rozsudek smrti , ačkoliv odpočátku tvrdila , že je nevinná .",O O O O O O O O O O O O O O O O O
"Poslední šancí na záchranu bylo odvolání k Nejvyššímu soudu .",O O O O O O O O O O
"„ Odvolala se v roce 2014 a já se rozhodl , že musím té bezbranné ženě pomoct .",O O O O O O O O O O O O O O O O O O
"Nemohla si dovolit dobrého právníka .",O O O O O O
"Stal jsem se její poslední šancí na záchranu před šibenicí .",O O O O O O O O O O O
"Věnoval jsem přípravě obhajoby hodně práce , chystal jsem ji čtyři roky , “ vysvětluje Malúk , jak se dostal k případu , který mu zřejmě navždy změní život .",O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O
"Pákistánský radikál Rizví obviněn z terorismu .",O O B-PER O O O O
"Chtěl vraždit soudce , kteří propustili křesťanku Bibiovou",O O O O O O O B-PER
"Radikální pákistánský duchovní Chádim Husajn Rizví , který organizoval protesty proti propuštění křesťanky Asie Bibiové odsouzené za rouhačství , byl obviněn z terorismu a podněcování ke vzpouře .",O O O B-PER I-PER I-PER O O O O O O O B-PER I-PER O O O O O O O O O O O O O
"Informoval o tom dnes pákistánský ministr informací Fauád Čaudhrí , uvedla agentura Reuters .",O O O O O O O B-PER I-PER O O O B-ORG O
"Policie zadržela Rizvího koncem listopadu v Láhauru , spolu s ním byli nyní obviněni i tři jeho nejbližší spolupracovníci .",O O B-PER O O O B-LOC O O O O O O O O O O O O O
"Rizví stojí v čele vlivné skupiny Tehríke Labajk , která minulý měsíc na tři dny zablokovala silnice v největších pákistánských městech .",B-PER O O O O O B-ORG I-ORG O O O O O O O O O O O O O O
"Členové skupiny vyhrožovali soudcům pákistánského nejvyššího soudu , který propuštění Bibiové nařídil .",O O O O B-ORG I-ORG I-ORG O O O B-PER O O
"Vyzývali také k zabití zaměstnanců soudů .",O O O O O O O
"Bibiová , matka pěti dětí , se údajného rouhání dopustila v roce 2009 , když šla pro vodu .",B-PER O O O O O O O O O O O O O O O O O O
"Dostala se do sporu se dvěma muslimkami , které se odmítly napít ze stejné nádoby jako katolička Bibiová .",O O O O O O O O O O O O O O O O O B-PER O
"Muslimky později tvrdily , že Bibiová při tom urážela proroka Mohameda .",O O O O O B-PER O O O O B-PER O
"V roce 2010 za to byla odsouzena k trestu smrti .",O O O O O O O O O O O
"Rozhodnutí o propuštění Bibiové vyvolalo demonstrace radikálních muslimů po celém Pákistánu .",O O O B-PER O O O O O O B-LOC O
"Propuštění pákistánské křesťanky Asia Bibi bylo pozdrženo",O O O B-PER I-PER O O
"ISLÁMÁBÁD -",B-LOC O
"Propuštění křesťanky Asii Bibiové , původně odsouzené v Pákistánu k trestu smrti za rouhačství , bylo podle agentury AP pozdrženo .",O O B-PER I-PER O O O O B-LOC O O O O O O O O O B-ORG O O
"Ženu po osmi letech zprostil nejvyšší soud tento týden viny , což vyvolalo demonstrace radikálních muslimů po celé zemi .",O O O O O O O O O O O O O O O O O O O O
"Ti požadují , aby aby by byla žena veřejně oběšena .",O O O O O O O O O
"Rozhovory mezi vládou a islámskými radikály nepřinesly výsledek .",O O O O O O O O O
"Protestní akce se konají v pákistánských městech již třetím dnem , vlivná pákistánská armáda dnes ale varovala , že její trpělivost má své hranice .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Většinu protestů proti verdiktu nejvyššího soudu organizuje islamistická strana Tehríke Labajk ( TLP ) .",O O O O O O O O O B-ORG I-ORG O B-ORG O O
"Demonstranti v minulých dnech zablokovali důležité dopravní tepny a zapalovali automobily .",O O O O O O O O O O O O
"Radiální pákistánský islámský duchovní Háfiz Saíd , kterého Spojené státy a Indie viní z přípravy teroristických útoků v indické finanční metropoli Bombaji se 166 oběťmi z roku 2008 , svolal na dnešek masové protesty .",O O O O B-PER I-PER O O B-LOC I-LOC O B-LOC O O O O O O O O O B-LOC O O O O O O O O O O O O O
"Uskutečnit by se měly po tradičních pátečních modlitbách .",O O O O O O O O O
"Pákistánský soud osvobodil křesťanku odsouzenou za rouhačství",O O O O O O O
