sentence,ner
"Tieto prostriedky nám umožnia napríklad lepšie obyvateľov chrániť pred povodňami , alebo odstraňovať environmentálne záťaže .",O O O O O O O O O O O O O O O O
"Nový operačný program je kvalitný dokument , ktorému predchádzala náročná práca a zložité rokovania . “ skonštatoval minister životného prostredia Peter Žiga .",O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
"Hlavným cieľom programu , je podpora udržateľného a efektívneho využívania prírodných zdrojov , zabezpečujúceho ochranu životného prostredia , aktívnu adaptáciu na zmenu klímy a podporu energeticky efektívneho nízkouhlíkového hospodárstva .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Na implementácii Operačného programu Kvalita životného prostredia sa spolu s Ministerstvom životného prostredia SR ako riadiacim orgánom budú podieľať sprostredkovateľské orgány - Slovenská agentúra životného prostredia , Ministerstvo vnútra SR a Slovenská inovačná a energetická agentúra .",O O O O B-MISC I-MISC I-MISC O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O
"Program je rozdelený do piatich prioritných osí .",O O O O O O O O
"Z Kohézneho fondu budú môcť získať podporu aktivity v prioritných osiach 1 a 2 zamerané na udržateľné využívanie prírodných zdrojov prostredníctvom rozvoja environmentálnej infraštruktúry ( 1 , 441 mld eur ) a na aktivity v oblasti adaptácie na nepriaznivé dôsledky zmeny klímy so zameraním na ochranu pred povodňami ( 419 , 34 mil .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"eur ) .",O O O
"Z Európskeho fondu regionálneho rozvoja budú podporované aktivity v rámci prioritných osí 3 , 4 a 5 v celkovej výške viac ako 1 , 276 mld . eur .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"V rámci prioritnej osi 3 zameranej na podporu riadenia rizík , riadenie mimoriadnych udalostí a odolnosti proti mimoriadnym udalostiam ovplyvneným zmenou klímy je z toho vyčlenených 260 , 9 mil . eur .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Na podporu aktivít prioritnej osi 4 v oblasti energeticky efektívneho nízkouhlíkového hospodárstva vo všetkých sektoroch je alokovaných 938 , 88 mil . eur a 77 mil .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"eur predstavujú zdroje na technickú pomoc v rámci prioritnej osi 5 .",O O O O O O O O O O O O
"O finančnú pomoc budú môcť žiadať subjekty verejného i súkromného sektora , teda nielen obce , samosprávne kraje a orgány štátnej správy , ale aj široké spektrum združení , neziskových organizácií , pôsobiacich v oblastiach podpory operačného programu , ale aj fyzické a právnické osoby , oprávnené na podnikanie vo vymedzených oblastiach .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Informácie o Operačnom programe",O O O O
"Kvalita životného prostredia je možné nájsť na webovom sídle ministerstva www.minzp.sk v časti „ Služby a Infoservis /Projekty EÚ “ , alebo na webovom sídle",B-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O
"Úrad vlády SR a Európska komisia pripravujú 5 . výročné fórum Stratégie EÚ pre dunajský región | Úrad vlády SR V dňoch 3 . - 4 . novembra 2016 v Bratislave sa v priestoroch nového Slovenského národného divadla uskutoční 5 . výročné fórum Stratégie EÚ pre dunajský región .",B-ORG I-ORG I-ORG O B-ORG I-ORG O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC O
"Organizuje ho Slovenská republika ako predsedajúca krajina tejto formy spolupráce prostredníctvom Úradu vlády SR ako národného koordinátora stratégie spolu s Európskou komisiou . Účasť na fóre prisľúbili : predseda vlády SR Robert Fico , podpredseda Európskej komisie pre Energetickú úniu Maroš Šefčovič , eurokomisár pre vzdelávanie , kultúru , mládež a šport Tibor Navracsics a ďalší hostia .",O O B-LOC I-LOC O O O O O O O B-ORG I-ORG I-ORG O O O O O O B-ORG I-ORG O O O O O O O B-ORG I-ORG B-PER I-PER O O B-ORG I-ORG O O O B-PER I-PER O O O O O O O O O O B-PER I-PER O O O O
"Okrem nich sa očakáva účasť ministrov Petra Plavčana a Lászlóa Sólymosa , ako aj predsedu Medzinárodnej komisie pre ochranu rieky Dunaj ( ICPDR ) Petra J . Kalasa .",O O O O O O B-PER I-PER O B-PER I-PER O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O B-PER I-PER I-PER I-PER O
"Na záver fóra prevezme predsedníctvo Dunajskej stratégie maďarský minister zahraničných vecí a obchodu Péter Szijjártó od ministra zahraničných vecí a európskych záležitostí SR Miroslava Lajčáka .",O O O O O B-MISC I-MISC O O O O O O B-PER I-PER O O O O O O O B-LOC B-PER I-PER O
"Počas dvojdňového fóra s názvom Innovative Flows - Water , Knowledge and Innovation in the Danube Region Inovačné toky - voda , vedomosti a inovácie v dunajskom regióne absolvuje očakávaných 700 účastníkov viacero spoločných platforiem , ale najmä workshopov na témy : znalostná spoločnosť , kvalifikovaní ľudia , konkurencieschopný región , vodné hospodárstvo , spoločné inovácie , voda a poľnohospodárstvo , ideálny model nadnárodnej spolupráce a pod .",O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"V prvý deň fóra sa uskutoční v hoteli Sheraton aj stretnutie 14 ministrov zodpovedných za výskum a inovácie z dunajského regiónu , ktorí budú hľadať konkrétne možnosti vzájomnej spolupráce .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Stretnutiu ministrov bude predsedať minister školstva , vedy výskumu a športu SR Peter Plavčan .",O O O O O O O O O O O B-LOC B-PER I-PER O
"Stratégia EÚ pre dunajský región ( EUSDR alebo dunajská stratégia ) bola schválená Európskou radou v roku 2011 ako druhá z radu makroregionálnych stratégií .",O B-LOC O O O O B-MISC O B-MISC I-MISC O O O B-ORG I-ORG O O O O O O O O O O
"Prvou bola stratégia pre baltský región a v súčasnosti sú schválené ďalšie dve stratégie – jadransko-jónska a alpská .",O O O O O O O O O O O O O O O O O O O
"Partnerskými krajinami Slovenska , zapojenými do dunajskej stratégie sú : Nemecko ( Bavorsko , Bádensko- Würtembersko ) , Rakúsko , Česko , Slovensko , Maďarsko , Slovinsko , Chorvátsko , Srbsko , Bulharsko , Rumunsko , Bosna a Hercegovina , Čierna Hora , Moldavsko a Ukrajina ( 5 oblastí ) .",O O B-LOC O O O B-MISC I-MISC O O B-LOC O B-LOC O O O O O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC O B-LOC I-LOC I-LOC O B-LOC I-LOC O B-LOC O B-LOC O O O O O
"Dunajská stratégia predstavuje politický nástroj regionálnej politiky EÚ , ktorého cieľom je koncentrovať úsilie partnerských štátov na riešenie spoločných problémov regiónu . Implementácia dunajskej stratégie je založená na práci v rámci 11 prioritných oblastí , ktoré sú koordinované dvojicou krajín .",B-MISC I-MISC O O O O O B-LOC O O O O O O O O O O O O O O O B-MISC I-MISC O O O O O O O O O O O O O O O O
"Slovensko koordinuje prioritnú oblasť 4 ( ochrana vôd ) s Maďarskom a prioritnú oblasť 7 ( vedomostná spoločnosť ) so Srbskom",B-LOC O O O O O O O O O B-LOC O O O O O O O O O B-LOC
"Prvé výročné fórum dunajskej stratégie sa konalo v roku 2012 v nemeckom Regensburgu za účasti nemeckej kancelárky A . Merkelovej .",O O O B-MISC I-MISC O O O O O O O B-LOC O O O O B-PER I-PER O O
"Viacero ministrov na národnej úrovni sa zúčastnilo aj na ostatnom fóre , ktoré sa uskutočnilo v Ulme minulý rok .",O O O O O O O O O O O O O O O O B-LOC O O O
"Úrad vlády SR",B-ORG I-ORG I-ORG
"Európska komisia kriticky hodnotí naše zdravotníctvo | HPI - Stredoeurópsky inštitút pre zdravotnú politiku Európska komisia ( EK ) vydala hodnotiacu správu [pdf] o Slovensku .",B-ORG I-ORG O O O O O B-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG B-ORG I-ORG O B-ORG O O O O O O B-LOC O
"Venuje sa v nej aj zdravotníctvu .",O O O O O O O
"Komisia poukazuje na nečinnosť rezortu , ako i na rizikové projekty .",O O O O O O O O O O O O
"Health Policy Institute ( HPI ) sa s hodnotením EK stotožňuje .",B-ORG I-ORG I-ORG O B-ORG O O O O B-ORG O O
"Správa uvádza tri indikátory , ktorými popisuje neefektívnosť slovenského zdravotníctva : vysoký počet návštev u lekára ( 11 , 0 vs . 6 , 8 v EÚ , Eurostat 2011 ) nízka obložnosť akútnych postelí ( 67 , 3 % vs . 74 , 6 % , OECD 2012 ) vysoký počet akútnych postelí ( 4 , 5 vs . 3 , 6 / 1 000 obyvateľov , Eurostat )",O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O B-ORG O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O B-ORG O
"Komisia považuje za problematické oblasti , na ktoré opakovane upozorňuje aj HPI : prieťahy pri zavádzaní DRG , suboptimálna alokácia peňazí medzi nemocnicami , nedostatok transparentnosti ; chýbajúce dáta ; integrované zdravotné centrá prínosy tohto modelu sú neisté ; stratégia sa príliš úzko sústredí na výstavbu infraštruktúry ; nevhodné rozdelenie zdrojov a ďalšie nedostatky ohrozujú úspech projektu ; len pomalý presun kompetencií na všeobecných lekárov ; e Health chýbajú akékoľvek hmatateľné výsledky ; dlhy nemocníc nejestvujú opatrenia , ktoré by podporovali finančné riadenie nemocníc ; pretrvávajúc nedostatky vo verejnom obstarávaní v dôsledku chýbajúcich systémových opatrení , vedenia a dohľadu .",O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Uvedené výzvy si vyžadujú víziu a politické odhodlanie tvorcov zdravotnej politiky .",O O O O O O O O O O O O
"Pred parlamentnými voľbami 2016 sa toho zrejme nedočkáme .",O O O O O O O O O
"Ak sa chcete prihlásiť k odberu newsletteru , zadajte svoju e-mailovú adresu do poľa pod týmto textom a stlačte tlačidlo .",O O O O O O O O O O O O O O O O O O O O O
"Európska komisia | Inštitúcie | Orgány a inštitúcie | Euro Encyklopédia | Europskaunia Európska komisia .",B-ORG I-ORG O O O O O O O O O O B-ORG B-ORG I-ORG O
"Európska komisia je politicky nezávislá , kolegiálna inštitúcia , ktorej poslaním je brániť záujmy Európskej únie .",B-ORG I-ORG O O O O O O O O O O O O B-LOC I-LOC O
"Vzhľadom na fakt , že EK má takmer exkluzívne právo navrhovať legislatívu , je považovaná za motor európskej integrácie .",O O O O O B-ORG O O O O O O O O O O O O O O
"Pre Radu ministrov a Európsky parlament pripravuje legislatívne návrhy .",O O O O B-ORG I-ORG O O O O
"Zároveň má kontrolnú a správnu úlohu .",O O O O O O O
"EK má na starosti prípravu spoločných politík , prípravu rozpočtu a jeho spravovania .",B-ORG O O O O O O O O O O O O O
"Ako strážkyňa dohôd zároveň dohliada na rešpektovanie európskej legislatívy .",O O O O O O O O O O
"V prípade jej porušovania môže členské štáty varovať alebo potrestať .",O O O O O O O O O O O
"EK sa môže so žiadosťou na finančné sankcie",B-ORG O O O O O O O
"V snahe o účinné presadzovanie rozpočtového dohľadu v eurozóne bol stanovený systém sankcií na posilnenie presadzovania preventívnej a nápravnej časti Paktu stability a rastu .",O O O O O O O O O O O O O O O O O O O O O O O O O
"obrátiť na Európsky súdny dvor .",O O B-ORG I-ORG I-ORG O
"Nominácia .",O O
"EK navrhuje Rada EÚ po dohode s členskými štátmi na funkčné obdobie piatich rokov .",B-ORG O B-ORG I-ORG O O O O O O O O O O O
"Navrhnutí členovia komisie musia prejsť schvaľovacím procesom pred poslancami Európskeho parlamentu , ktorý má právomoc Komisiu neschváliť .",O O O O O O O O O O O O O O O O O O
"Zloženie .",O O
"EK bola spočiatku zložená z dvoch členov väčších členských štátov a po jednom z menších .",B-ORG O O O O O O O O O O O O O O O
"Situácia sa zmenila po rozšíreniach keď sa pomer zmenil na jedného komisára za krajinu .",O O O O O O O O O O O O O O O
"Túto zmenu zaviedla do zloženia komisie dohoda z Nice .",O O O O O O O O B-LOC O
"Francúzsko a ďalšie veľké krajiny únie vyjadrili nespokojnosť s modelom , v ktorom mal štát ako Malta rovnaký vplyv ako Nemecko .",B-LOC O O O O O O O O O O O O O O O B-LOC O O O B-LOC O
"Každá krajina má jedného komisára , ktorý je zodpovedný za určitú oblasť .",O O O O O O O O O O O O O
"K poslednej zmene v zložení Komisie došlo po pristúpení Chorvátska v júli 2013 .",O O O O O O O O O B-LOC O O O O
"Súčasným predsedom EK je bývalý portugalský premiér",O O B-ORG O O O O
"Európska komisia navrhla opatrenia na boj proti falšovaniu dokladov Európska komisia navrhla opatrenia na boj proti falšovaniu dokladov .",B-ORG I-ORG O O O O O O O B-ORG I-ORG O O O O O O O O
"EK tým chce prispieť k budovaniu tzv . bezpečnostnej únie a podporiť boj proti terorizmu a organizovanému zločinu i ochranu hraníc .",B-ORG O O O O O O O O O O O O O O O O O O O O O
"Ilustračné foto",O O
"Foto : TASR .",O O B-ORG O
"Brusel 8 . decembra ( TASR ) Európska komisia ( EK ) dnes prijala akčný plán s odporúčaniami pre členské táty EÚ , ako zabrániť falovaniu cestovných dokladov .",O O O O O B-ORG O B-ORG I-ORG O B-ORG O O O O O O O O O O B-LOC O O O O O O O
"EK tým chce prispieť k budovaniu tzv . bezpečnostnej únie a podporiť boj proti terorizmu a organizovanému zločinu i ochranu hraníc .",B-ORG O O O O O O O O O O O O O O O O O O O O O
""" Zabezpečenie cestovných dokladov a preukazov totožnosti je kľúčové v boji proti terorizmu a organizovanému zločinu .",O O O O O O O O O O O O O O O O O
"Akčný plán EK navrhuje členským tátom opatrenia , ktoré umožňujú efektívnejí boj proti falovaniu dokladov , lepiu ochranu hraníc a zvládanie migrácie , "" uviedol eurokomisár pre migráciu , vnútorné záležitosti a občianstvo Dimitris Avramopulos .",O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
"Akčný plán je zameraný na cestovné doklady vydané členskými tátmi EÚ občanom Únie a tretích tátov .",O O O O O O O O O O B-LOC O O O O O O
"Členovia EÚ nesú naďalej plnú zodpovednosť za vydávanie dokladov totožnosti .",O B-LOC O O O O O O O O O
"Pri vydávaní cestovných dokladov musia táty spĺňať bezpečnostné tandardy stanovené na európskej úrovni .",O O O O O O O O O O O O O O
"K téme sa vyjadril Julian King , eurokomisár pre bezpečnostnú úniu .",O O O O B-PER I-PER O O O O O O
""" Vieme , že teroristi použili sfalované dokumenty , aby mohli nepozorovane cestovať po EÚ .",O O O O O O O O O O O O O O B-LOC O
"Viacero naich bezpečnostných systémov , ako je napríklad Schengenský informačný systém , sa spolieha na dobre zabezpečené cestovné a identifikačné doklady .",O O O O O O O O O O O O O O O O O O O O O O
"Preto musia európske agentúry aj členské táty spolupracovať , aby zvýili zabezpečenie dokladov , "" uviedol King .",O O O O O O O O O O O O O O O O B-PER O
"Akčný plán navrhuje opatrenia v tyroch oblastiach .",O O O O O O O O
"EK tvrdí , že členské táty by mali predísť vydávaniu dokladov totožnosti na základe falonej identity , a riadiť sa odporúčaniami , ktoré vydal Európsky policajný úrad ( Europol ) . tátom odporúča , aby si vymenili skúsenosti pri používaní biometrických údajov v dokladoch , lepie monitorovali miesta vydávania dokladov a zabránili krádeži vzorových dokumentov .",B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"EK apeluje na Európsky parlament a členské táty EÚ , aby prijali návrh na jednotné a lepie zabezpečené víza a povolenia na pobyt pre občanov tretích tátov , čo by malo predísť falovaniu týchto dokumentov .",B-ORG O O B-ORG I-ORG O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Akčný plán obsahuje návrh , aby sa vetky ukradnuté , stratené aj znehodnotené dokumenty systematicky zaznamenávali v databázach Schengenského informačného systému a Interpolu .",O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O B-ORG O
"Hoci existujú určité právne prekážky , v princípe podporuje individuálne členstvo Britov v EÚ …",O O O O O O O O O O O O O B-LOC O
"Európska komisia sa zaoberá mojim podnetom vo veci Váhostavu | Ivan Štefanec",B-ORG I-ORG O O O O O O B-ORG O O O
"V apríli som vyzval komisárku pre hospodársku súťaž Margrethe Vestagerovú na preskúmanie štátnej pomoci , ktorú vláda Slovenskej republiky plánuje poskytnúť spoločnosti Váhostav .",O O O O O O O O B-PER I-PER O O O O O O O B-LOC I-LOC O O O B-ORG O
"Európska komisia potvrdila , že sa bude mojim podnetom zaoberať .",B-ORG I-ORG O O O O O O O O O
"Reštrukturalizácia Váhostavu vzbudzuje podozrenia nielen na Slovensku , ale aj v európskych inštitúciách .",O B-ORG O O O O B-LOC O O O O O O O
"Ak chceme byť dôveryhodnými partnermi , nemôže naša vláda akoukoľvek formou preferovať jednu spoločnosť pred inými , najmä ak ide o firmu s nejasnou vlastníckou štruktúrou .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ako člen Výboru pre vnútorný trh si dobre uvedomujem , aké následky môže mať deformovanie voľnej súťaže štátnymi zásahmi .",O O O O O O O O O O O O O O O O O O O O
"Investori , ktorí uvažujú o príchode na Slovensko môžu byť zneistení a v konečnom dôsledku tým utrpí naša zamestnanosť a hospodársky rast .",O O O O O O O B-LOC O O O O O O O O O O O O O O O
"Preto som komisárke Vestagerovej zaslal na posúdenie plné znenie novely obchodného zákonníka .",O O O B-PER O O O O O O O O O
"Prijatie svojho podnetu Európskou komisiou považujem za ďalší dôkaz nekompetencie vlády Roberta Fica .",O O O B-ORG I-ORG O O O O O O B-PER I-PER O
"Strana Smer-SD nezvládla čerpanie eurofondov , vystavuje Slovensko hrozbe medzinárodných arbitráží a teraz nám hrozia aj sankcie za nedovolenú štátnu pomoc spriatelenej firme .",O B-ORG O O O O O B-LOC O O O O O O O O O O O O O O O O
"Zo skúseností vieme , že Robert Fico od svojho konania ustúpi len pod tlakom občanov , alebo európskych inštitúcií .",O O O O O B-PER I-PER O O O O O O O O O O O O O
"Dúfam , že si rýchlo uvedomí možné následky svojho konania a po konzultáciách so živnostníkmi a ďalšími veriteľmi nájde iné riešenie problému Váhstavu .",O O O O O O O O O O O O O O O O O O O O O O B-ORG O
"Európska komisia nám zablokovala eurofondy .",B-ORG I-ORG O O O O
"Hrozí , že platiť budeme my | Ekonomika | Noviny . sk BRATISLAVA / Európska komisia nám zablokovala eurofondy .",O O O O O O O O O B-ORG I-ORG O B-LOC O B-ORG I-ORG O O O O
"Peniaze z Bruselu k nám neprichádzajú od decembra minulého roka .",O O B-LOC O O O O O O O O
"Kontroly odhalili viaceré nezrovnalosti a preto peniaze stopli .",O O O O O O O O O
"Na to , aby sa rozbehnuté projekty mohli dokončiť , peniaze uvoľnila vláda .",O O O O O O O O O O O O O O
"Teraz je na rozhodnutí EK , či nám ich Brusel preplatí .",O O O O B-ORG O O O O B-LOC O O
"Ak nie , milióny eur pôjdu z nášho rozpočtu .",O O O O O O O O O O
"Ministerstvo zdravotníctva , ministerstvo školstva , pôdohospodárstva , zdravotníctva - tieto rezorty rozbehli a v niektorých prípadoch už aj dokončili projekty , na ktoré mali byť použité peniaze z eurofondov .",B-ORG I-ORG O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O
"Kontroly však zistili pochybenia , a preto Európska komisia peniaze z eurofondov Slovensku zablokovala .",O O O O O O O B-ORG I-ORG O O O B-LOC O O
"Čakanie na preplatenie .",O O O O
""" Na krajinu , ktorá má pozastavené čerpanie sa pozerá , že tam nie je niečo v poriadku , "" povedal predseda BSK Pavol Frešo .",O O O O O O O O O O O O O O O O O O O O O O B-ORG B-PER I-PER O
"Podľa ministerstva zdravotníctva však napríklad ich projekty nijako neutrpeli a všetky sú už dokončené .",O B-ORG I-ORG O O O O O O O O O O O O
"Peniaze totiž uvoľnila vláda a teraz budeme čakať , či nám ich Brusel preplatí .",O O O O O O O O O O O O B-LOC O O
"Ide o miliónové čiastky .",O O O O O
"Sumy , ktoré nám Brusel blokuje : - ministerstvo pôdohospodárstva 12 , 17 a 11 , 4 miliónov eur . - ministerstvo zdravotníctva 13 , 34 milióna eur . - ministerstvo školstva viac ako 9 miliónov eur Plošná korekcia .",O O O O B-LOC O O O B-ORG I-ORG O O O O O O O O O O O B-ORG I-ORG O O O O O O O B-ORG I-ORG O O O O O O O O
