sentence,ner
"Pakistański prawnik , który pomógł doprowadzić do uniewinnienia Asi Bibi , chrześcijanki skazanej na śmierć za bluźnierstwo przeciwko Mahometowi , uciekł do Holandii - poinformowała w poniedziałek holenderska organizacja obrony praw chrześcijan .",O O O O O O O O B-PER I-PER O O O O O O O O B-PER O O O B-LOC O O O O O O O O O O
"31 października pakistański Sąd Najwyższy uchylił ciążący na chrześcijance Asi Bibi wyrok śmierci za bluźnierstwo przeciw prorokowi Mahometowi .",O O O B-ORG I-ORG O O O O B-PER I-PER O O O O O O B-PER O
"Nakazał uwolnienie kobiety , jeśli nie ma wobec niej innych zarzutów .",O O O O O O O O O O O O
"Sąd stwierdził , że kara śmierci została orzeczona na podstawie wątpliwych dowodów , a oskarżona przyznała się do winy pod presją wrogiego tłumu "" grożącego jej życiu "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Adwokat Bibi boi się zemsty .",O B-PER O O O O
"Saiful Mulook , adwokat Asi Bibi , w sobotę opuścił Pakistan , bojąc się , że z zemsty zostanie zaatakowany przez fundamentalistów islamskich , rozwścieczonych decyzją o uniewinnieniu kobiety - poinformowała w poniedziałek holenderska organizacja Związek na rzecz Prześladowanych Chrześcijan .",B-PER I-PER O O B-PER I-PER O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
"Na ulice wielu pakistańskich miast po uniewinniającej decyzji sądu wyszły tysiące fundamentalistów , domagających się wykonania wyroku śmierci .",O O O O O O O O O O O O O O O O O O O
"Już wcześniej dwóch polityków wysokiego szczebla , którzy chcieli pomóc Bibi , zostało zamordowanych .",O O O O O O O O O O B-PER O O O O
"Protesty ustały po zawarciu umowy , że kobieta nie opuści Pakistanu , dopóki Sąd Najwyższy nie rozpatrzy wniosku o rewizję wyroku .",O O O O O O O O O O B-LOC O O B-ORG I-ORG O O O O O O O
"Sprawa Asi Bibi podzieliła Pakistan .",O B-PER I-PER O B-LOC O
"Asia Bibi , a właściwie Asia Noreen , była pierwszą kobietą skazaną na śmierć na mocy drakońskiej ustawy przewidującej kary za obrazę proroka Mahometa .",B-PER I-PER O O O B-PER I-PER O O O O O O O O O O O O O O O O B-PER O
"Jej sprawa zaczęła się w czerwcu 2009 roku , kiedy Bibi poszła po wodę dla siebie i innych kobiet pracujących przy zbiórce owoców .",O O O O O O O O O O B-PER O O O O O O O O O O O O O
"Dwie muzułmanki odmówiły picia z "" nieczystego naczynia "" używanego przez chrześcijankę .",O O O O O O O O O O O O O
"Podczas kłótni , która potem nastąpiła , Bibi miała wypowiedzieć obraźliwe uwagi o Mahomecie .",O O O O O O O B-PER O O O O O B-PER O
"Następnie kobieta została pobita w swoim domu , gdzie według świadków miała przyznać się do bluźnierstwa .",O O O O O O O O O O O O O O O O O
"Wkrótce potem została aresztowana .",O O O O O
"Sprawa oburzyła chrześcijan na całym świecie i stała się źródłem podziałów w Pakistanie .",O O O O O O O O O O O O B-LOC O
"Została skazana na karę śmierci .",O O O O O O
"Poseł Kukiz '15 chce ją sprowadzić do Polski",O B-ORG I-ORG O O O O B-LOC
"Asia Bibi została pod koniec października uniewinniona przez Sąd Najwyższy .",B-PER I-PER O O O O O O B-ORG I-ORG O
"W celi śmierci spędziła osiem lat .",O O O O O O O
"Chrześcijanka z Pakistanu została oskarżona o bluźnierstwo przeciwko prorokowi Mahometowi .",O O B-LOC O O O O O O B-PER O
"Po wyroku radykalni islamiści zaczęli grozić jej śmiercią .",O O O O O O O O O
"Kobieta chce opuścić swoją ojczyznę , ale wciąż szuka kraju , który udzieli jej azylu .",O O O O O O O O O O O O O O O O
"Tamtejsze władze zapowiedziały , że na to nie pozwolą .",O O O O O O O O O O
"Pomóc 47-latce chce poseł Kukiz '15 - informuje PAP .",O O O O B-ORG I-ORG O O B-ORG O
"- Od XIV wieku Polska była azylem dla osób prześladowanych za wiarę na całym świecie .",O O O O B-LOC O O O O O O O O O O O
"Mamy szansę znów stać się bezpiecznym miejscem dla tych , którzy mogą zginąć za wiarę .",O O O O O O O O O O O O O O O O
"Polska powinna zrobić wszystko , aby uratować życie Bibi i jej rodziny .",B-LOC O O O O O O O B-PER O O O O
"Potrzebne są natychmiastowe , konkretne działania .",O O O O O O O
"Rząd powinien pomóc im przeżyć - powiedział Paweł Skutecki .",O O O O O O O B-PER I-PER O
"Kobieta znana jest również jako Asia Noreen .",O O O O O B-PER I-PER O
"W 2010 r . została skazana za obrazę proroka Mahometa w czasie sprzeczki z sąsiadkami .",O O O O O O O O O B-PER O O O O O O
"Muzułmanki stwierdziły , że nie napiją się wody z naczynia , ponieważ została skażona przez Bibi .",O O O O O O O O O O O O O O O B-PER O
"47-latka miała przejść na islam jednak odmówiła , za co została pobita w swoim domu .",O O O O O O O O O O O O O O O O
"Tam miała przyznać się do bluźnierstwa .",O O O O O O O
"Dwóch polityków , którzy popierali chrześcijankę przypłaciło za to śmiercią .",O O O O O O O O O O O
"Terlikowski : Pamiętajmy o męczennikach",B-PER O O O O
"Asia Bibi dziewiąte święta Bożego Narodzenia spędziła w celi śmierci .",B-PER I-PER O O B-EVT I-EVT O O O O O
"Jej mąż i piątka dzieci byli w domu , ale tuż przed świętami pozwolono jej spotkać się z najbliższymi .",O O O O O O O O O O O O O O O O O O O O
"I choć wielu z nas może się to wydawać nieprawdopodobne , to właśnie oni zapewniają , że kobieta była spokojna , zachowała wiarę i pogodę ducha .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"To ona pocieszała swoje córki , ona umacniała ich wiarę , ona wreszcie przekonywała je , że jej i ich historia została wyznaczona przez Opatrzność i jest najlepszą z możliwych .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ta historia zaczęła się w 2009 roku .",O O O O O O O O
"To wtedy w jej rodzinnej wiosce Ittanwali w Pakistanie , w której na 1500 rodzin tylko trzy były chrześcijańskie , Asia pracowała w polu .",O O O O O O B-LOC O B-LOC O O O O O O O O O O O B-PER O O O O
"Chciało jej się pić , więc skorzystała z wody z pobliskich studni .",O O O O O O O O O O O O O
"To jednak jej muzułmańskie sąsiadki uznały za zanieczyszczenie wody i zażądały , by kobieta zmieniła religię i została muzułmanką .",O O O O O O O O O O O O O O O O O O O O
"Asia odmówiła i wypowiedziała zdania , które stało się podstawą skazania ją na śmierć .",B-PER O O O O O O O O O O O O O O
"„ Wyznaję moją religię i wierzę w Jezusa Chrystusa , który umarł na krzyżu , aby zbawić ludzkość .",O O O O O O O B-PER I-PER O O O O O O O O O O
"A cóż uczynił twój prorok Mahomet , aby zbawić ludzkość ? "" – podkreśliła .",O O O O O B-PER O O O O O O O O O
"W zdaniu tym nie było nic , czego nie powinien wyznawać każdy chrześcijanin .",O O O O O O O O O O O O O O
"To jedna z podstawowych prawd wiary .",O O O O O O O
"Ale nie dla jej sąsiadek , które natychmiast chciały ją zamordować .",O O O O O O O O O O O O
"Asi udało się uciec z miejsca zdarzenia , ale kilka dni później została aresztowana , a rok później skazana na śmierć .",B-PER O O O O O O O O O O O O O O O O O O O O O
"Powód ?",O O
"Rzekome bluźnierstwo .",O O O
"„ Ktokolwiek słowem , ustnie lub pisemnie , bądź przez działanie lub jakiekolwiek aluzje czy insynuacje , bezpośrednio bądź nie , sprofanuje święte imię Proroka Mahometa , będzie skazany na karę śmierci lub dożywotnie więzienie "" – głosi artykuł 295c Pakistańskiego Kodeksu Karnego .",O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O B-PRO I-PRO I-PRO O
"Kłopot polega tylko na tym , że nie jest jasne , i to dla nikogo , czy słowa Bibi to rzeczywiście obraza proroka .",O O O O O O O O O O O O O O O O O O B-PER O O O O O
"Muzułmanie nie twierdzą przecież , że ich prorok zbawił świat .",O O O O O O O O O O O
"Opinia Asi Bibi jest więc , nawet z ich punktu widzenia , prawdziwa ( jeśli pominąć wiarę w śmierć Jezusa na Krzyżu , w co wyznawcy islamu nie wierzą , uznając , że Jezus uciekł , a śmierć poniósł za niego kto inny ) .",O B-PER I-PER O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O B-PER O O O O O O O O O O O
"Od momentu wydania wyroku ( później potwierdzały go kolejne instancje , aż wreszcie Sąd Najwyższy przekazał ją do ponownego rozpatrzenia ) kobieta przebywa w dramatycznych warunkach .",O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O
"Jej cela nie ma okien , zlewu , WC ani nawet jakiejkolwiek wentylacji , a jej szerokość wynosi tyle , ile wyciągnięte ramiona Asi Bibi .",O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
"Od wielu lat o uwolnienie Asi walczy wiele ludzi .",O O O O O B-PER O O O O
"Pisane są petycje , apelował o wolność dla niej nawet papież Benedykt XVI , a Franciszek spotkał się z jej rodziną .",O O O O O O O O O O O B-PER I-PER O O B-PER O O O O O O
"Nic się jednak nie zmienia .",O O O O O O
"Kobieta nadal przebywa w więzieniu .",O O O O O O
"Jeśli je opuści ( co wcale nie jest bardzo prawdopodobne ) , to i tak będzie się musiała ukrywać , bo mieszkańcy jej wioski chcą ją zamordować bez żadnego wyroku .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"I właśnie ta kobieta powinna być dla nas , chrześcijan , wzorem .",O O O O O O O O O O O O O
"Prosta pakistańska chrześcijanka pokazuje , czym jest wiara , czym jest zaufanie Jezusowi Chrystusowi .",O O O O O O O O O O O O B-PER I-PER O
"Gdy trzeba , choć jest świadoma zagrożenia , składa wyznanie wiary , gdy cierpi , wznosi oczy ku niebu i pociesza swoje dzieci i swojego męża .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Niesamowity przykład prawdziwej wiary , prawdziwego zaufania .",O O O O O O O O
"Od niej trzeba nam , sytym chrześcijanom z centralnej Europy , uczyć się tego , czym jest wiara , czym jest zaufanie , czym jest spotkanie z żywym Bogiem .",O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O B-PER O
"Ale jest ona także dla nas wielkim zobowiązaniem , by pamiętać , także w ten świąteczny czas , o prześladowanych chrześcijanach , by działać na rzecz jej uwolnienia i by modlić się za nią i jej bliskich .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Niewiele więcej możemy zrobić , ale niech świat , niech Kościół choć pamięta o tych , którzy cierpią dla Chrystusa .",O O O O O O O O O O B-ORG O O O O O O O O B-PER O
"Okrutny wyrok dla matki piątki dzieci w Pakistanie",O O O O O O O B-LOC
"Urodzona w Pakistanie katoliczka została aresztowana w 2009 roku .",O O B-LOC O O O O O O O
"Zarzut bluźnierstwa postawiono jej zgodnie z prawem zawartym w Pakistańskim Kodeksie Karnym .",O O O O O O O O O B-PRO I-PRO I-PRO O
"Jak donosi "" Independent "" , jeśli apelacja nie odniesie zamierzonego skutku , matka pięciorga dzieci stanie się pierwszą Pakistanką straconą za bluźnierstwo .",O O O B-PRO O O O O O O O O O O O O O O O B-PER O O O O
"Sprawa Bibi przyciągnęła uwagę światowej opinii publicznej .",O B-PER O O O O O O
"Wypowiedział się o niej nawet papież Benedykt XVI , twierdząc , że kobieta jest "" prześladowana ze względu na wiarę "" .",O O O O O O B-PER I-PER O O O O O O O O O O O O O O
"Obrońcy skazanej domagają się też zmiany restrykcyjnego pakistańskiego prawa .",O O O O O O O O O O
"Mimo licznych petycji , do tej pory nie udało się uwolnić kobiety .",O O O O O O O O O O O O O
"W czerwcu 2009 roku Asia Bibi pracowała w polu z muzułmankami .",O O O O B-PER I-PER O O O O O O
"Po tym , jak kobieta napiła się wody ze studni , jej znajome uznały tę wodę za nieczystą .",O O O O O O O O O O O O O O O O O O O
"Chrześcijanka miała wówczas powiedzieć : "" Jezus Chrystus umarł za moje grzechy .",O O O O O O B-PER I-PER O O O O O
"A co zrobił Mahomet dla ludzi ? ” .",O O O B-PER O O O O O
"Kilka dni później lokalny imam oskarżył Bibi o obrazę proroka .",O O O O O O B-PER O O O O
"W 2010 roku katoliczka została skazana na karę śmierci .",O O O O O O O O O O
"Chrześcijance Asi Bibi grozi śmiertelne niebezpieczeństwo .",O B-PER I-PER O O O O
"Musi uciekać",O O
"Wilson Choudary utrzymuje stały kontakt z rodziną kobiety .",B-PER I-PER O O O O O O O
"Podkreśla , że decyzja o jej uwolnieniu przyjęta została z wielką radością .",O O O O O O O O O O O O O
"Ale jednocześnie alarmuje , że kobieta i jej krewni muszą opuścić kraj .",O O O O O O O O O O O O O
""" Każdy moment , kiedy ta kobieta i jej rodzina pozostają w kraju , to moment , w którym nad ich szyją wisi sznur "" - stwierdził Wilson Choudary .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
"I zaapelował , by schronienia tym ludziom udzieliło jedno z państw Zachodu .",O O O O O O O O O O O B-LOC O
"Ekspert dodaje , że w obecnych warunkach w Pakistanie sytuacja kobiety i innych chrześcijan jest tak zła , jak jeszcze nigdy .",O O O O O O O O B-LOC O O O O O O O O O O O O O
""" Protesty , które już narastają , wkrótce zmienią się w zamieszki .",O O O O O O O O O O O O O
"Nietolerancja osiągnęła poziom , jakiego nigdy tam nie widzieliśmy widzieli śmy .",O O O O O O O O O O
"Jakość życia chrześcijan osiągnęła dno "" - alarmuje Choudary .",O O O O O O O O B-PER O
"Brytyjskie Stowarzyszenie Chrześcijan Pochodzenia Pakistańskiego ( British Pakistani Christian Association ) alarmuje , że już teraz księża z kościołów w Pakistanie otrzymują pogróżki .",B-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O B-LOC O O O
"Dziewięć lat temu , pracując przy zbiorach , Asia Bibi napiła się wody , czerpiąc kubkiem z wiadra .",O O O O O O O O B-PER I-PER O O O O O O O O O
"Niektóre z muzułmańskich sąsiadek uznały , że woda stała się "" nieczysta "" przez kontakt z ustami chrześcijanki .",O O O O O O O O O O O O O O O O O O O
"Wywiązała się sprzeczka .",O O O O
"Kobieta została oskarżona o to , że podczas niej obraziła proroka Mahometa .",O O O O O O O O O O O B-PER O
"Kerala – chrześcijańska wyspa na hinduskim oceanie",B-LOC O O O O O O
"Już za chwilę Święta Bożego Narodzenia .",O O O B-EVT I-EVT I-EVT O
"Ciesząc się nimi i tym , że możemy obchodzić je w spokoju i radości , pamiętajmy o naszych braciach w wierze , którzy celebrują je w dalekich krajach , będąc w nich wyraźną religijną mniejszością .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Dziś proponuję lekturę tekstu , który opublikowałem opublikował em o chrześcijanach w jednym ze stanów Indii .",O O O O O O O O O O O O O B-LOC O
"Ukazał się on w październikowym numerze miesięcznika „ wSieci Historii ” .",O O O O O O O O B-PRO I-PRO O O
"Byłem Był em w Indiach wiele razy , ale tam – nigdy .",O O B-LOC O O O O O O O O
"Kerala .",B-LOC O
"Stan , w którym co czwarty mieszkaniec ( sic ! ) jest chrześcijaninem .",O O O O O O O O O O O O O O
"W tym państwie - subkontynencie to rzadkość .",O O O O O O O O
"Jest w nim jeszcze tylko jedno porównywalne miejsce : Goa , gdzie co piąty mieszkaniec to nasz brat w Chrystusie .",O O O O O O O O O B-LOC O O O O O O O O O B-PER O
"Bogowie i paradoksy Kerali .",O O O B-LOC O
"Na co dzień widać tu koegzystencję hinduistów , chrześcijan i muzułmanów .",O O O O O O O O O O O O
"Jest też wspólnota żydowska .",O O O O O
"W kilku miastach Kerali , w których byłem był em aż kłuje w oczy obecność chrześcijan .",O O O B-LOC O O O O O O O O O O O
"Kościół na głównej ulicy , kościółek w bocznej uliczce , chrześcijańskie autobusy ( sieć Holy Angels ) , krzyżyki na szyjach Hindusów .",O O O O O O O O O O O O O O B-ORG I-ORG O O O O O B-PER O
"Ale też dobrze zorganizowana i ewidentnie finansowana przez kraje arabskie wspólnota muzułmańska z meczetami , ośrodkami kulturalnymi , sklepami i restauracjami .",O O O O O O O O O O O O O O O O O O O O O O
"A żeby ten pluralizm był jeszcze większy i bardziej paradoksalny , to . . . wszędzie widać czerwone flagi , symbole komunizmu .",O O O O O O O O O O O O O O O O O O O O O O O
"Tu na ulicach doprawdy króluje sierp i młot !",O O O O O O O O O
"W tym stanie , „ od zawsze ” rządzą komuniści .",O O O O O O O O O O O
"I to ortodoksyjni .",O O O O
"W Europie od czasu do czasu można zobaczyć młodego człowieka w t-shircie z Che Guevarą .",O B-LOC O O O O O O O O O O O B-PER I-PER O
"Jego podobizny widać wśród lewicowych kibiców niektórych klubów , na przykład we Włoszech , ale na tym hinduskim końcu świata",O O O O O O O O O O O O B-LOC O O O O O O O
"Che Guevara jest niemal bogiem .",B-PER I-PER O O O O
"Jego podobizny są wszędzie : nad sklepikami drobnych sprzedawców i przy wypożyczalni dużych łodzi .",O O O O O O O O O O O O O O O
"Mam wrażenie , że tu czas nie tyle stanął w miejscu , co wręcz cofnął się do momentu , który od dawna wydawał się czasem przeszłym dokonanym .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Widziałem Widział em tu pojedyncze portrety Lenina , ale . . „ Stalinów ” było więcej !",O O O O B-PER O O O O O B-PER O O O O
"Tu i ówdzie napotykałem napotykał em się na podobiznę Fidela Castro .",O O O O O O O B-PER I-PER O
"To swoisty komunistyczny „ raj utracony ” ale przecież jaki on tam utracony , skoro komuniści dzierżą tu realną władzę i mają sporą większość w wybieranym raz na pięć lat stanowym parlamencie .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Czerwień flag nad mniejszymi i większymi sklepami , czerwień targana lekkim wiaterkiem , przewieszona na sznurku ponad główną ulicą miasta , czerwień wkoło .",O O O O O O O O O O O O O O O O O O O O O O O O
"Podejrzewam , że niemała część naszych braci w wierze musi głosować na komunistów , bo oni , o paradoksie , nie dopuszczą do prześladowań chrześcijan , a to zdarzało się w różnych stanach Indii , choć trudno to porównać z mordami na chrześcijanach w sąsiednim , skonfliktowanym z Indiami , Pakistanem .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O B-LOC I-LOC B-LOC O
"Kera-alam i „ Newyork ” Jedzie się tu bardzo , bardzo powoli : 170 km pokonuję w cztery godziny z okładem !",O O O B-PRO O O O O O O O O O O O O O O O O O O
"Ale może dzięki temu mogę z okien samochodu więcej dostrzec w tym specjalnym miejscu Indii .",O O O O O O O O O O O O O O B-LOC O
"Kerala to w języku malajalam „ kera - alam ” czyli „ kraj palmy kokosowej ” , przy czym „ alam ” to kraj , a „ kera ” to palma kokosowa .",B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Powierzchnia tego stanu to niespełna 39 tysięcy kilometrów kwadratowych , ale mieszka w nim 32 miliony ludzi ‒ tylko o 6 milionów mniej niż w Polsce , której powierzchnia jest aż dziewięć razy większa niż Kerali .",O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O B-LOC O
"To stosunkowo zwesternizowana część Indii .",O O O O B-LOC O
"Chrześcijaństwo jest tego i powodem i efektem .",O O O O O O O O
"Keralę kolonizowali Portugalczycy , Holendrzy i Brytyjczycy .",B-LOC O B-PER O B-PER O B-PER O
"Płynę statkiem , który wygląda na pięćdziesiąt lat .",O O O O O O O O O
"Ale może jest młodszy ?",O O O O O
"Pytam miejscowych .",O O O
"Okazuje się , że statek liczy tylko cztery lata .",O O O O O O O O O O
"Płynąc rzeczką wrzynającą się w lasy nie sposób nie dostrzec małych ptaszków kingfisherów .",O O O O O O O O O O O O O O
"Ten ptaszek stał się symbolem najbardziej znanego hinduskiego piwa .",O O O O O O O O O O
"Ale poza tymi opierzonymi drobiazgami widziałem widział em też prawdziwe orły , w tym pierwszy raz w życiu „ orły morskie ” .",O O O O O O O O O O O O O O O O O O O O O
"Na brzegu pojawiają się ludzie , widzę parterowe domki sięgające do połowy gęsto rosnących palm kokosowych .",O O O O O O O O O O O O O O O O O
"Sporo turystów , głównie z innych części Indii , ale też z zagranicy .",O O O O O O O B-LOC O O O O O O
"Kilkanaście statków wynajmowanych dla całodobowej przejażdżki przez paropokoleniowe rodziny sunie majestatycznie niemal w tym samym kierunku .",O O O O O O O O O O O O O O O O O
"Na jednym z nich grupa mężczyzn rytmicznie klaszcze w dłonie , a jeden z nich tańczy , obracając się wokół własnej osi .",O O O O O O O O O O O O O O O O O O O O O O O
"Widzę też statek , który nazywa się „ Newyork ” ( pisownia oryginalna – dop . R . Cz . ) . . .",O O O O O O O O B-PRO O O O O O O O O O O O O O O O
"Czy to przejaw tęsknoty za „ wielkim światem ” ?",O O O O O O O O O O
"Za Ameryką , w której tysiące Hindusów zrobiło biznesowe i naukowe kariery , a są też już i tacy , którzy udanie próbują przebić się do amerykańskiej polityki ( jak choćby gubernator Bobby Jindal , gubernator z Luizjany ) .",O B-LOC O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O B-LOC O O
"Awangarda Indii .",O B-LOC O
"Na lądzie masę dzieciaków w mundurkach , jak przystało na dawną brytyjską kolonię .",O O O O O O O O O O O O O O
"Jest sierpień , trwa rok szkolny , wakacje już się zakończyły .",O O O O O O O O O O O O
"Co chwile napotykam centra hinduskich masaży „ ajurweda ” .",O O O O O O O O O O
"Powszechnie znanych , choć jednak mniej charakterystycznych niż te tajskie .",O O O O O O O O O O O
"Stan Kerala jest w absolutnej czołówce Indii , gdy chodzi o poziom służby zdrowia i oświaty .",O B-LOC O O O O B-LOC O O O O O O O O O O
"Stąd zapewne bardzo wysoka , jak na Indie , średnia życia , bo aż 73-lata .",O O O O O O O B-LOC O O O O O O O O
"To właśnie w Kerali jest najmniejsza śmiertelność niemowląt w całych Indiach .",O O O B-LOC O O O O O O B-LOC O
"Najniższy jet też tu stopień analfabetyzmu .",O O O O O O O
"Chrześcijanie są tu od zawsze , bo prawdopodobnie już w 50 roku „ naszej ery ” ( a my powiedzmy normalnie – po urodzeniu Chrystusa ) pojawili się tu za przyczyną misji świętego Tomasza ) .",O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O B-PER I-PER O O
